# FEAT_ID     Feature Postfix Expression (RPN)
0             24|18|mult|24|12|add|mult
1             18|13|mult|26|18|sub|div
2             24|26|div|20|18|mult|mult
3             18|sqrt|24|18|mult|mult
4             18|cb|28|26|mult|mult
5             18|sq|24|mult
6             18|sq|25|26|div|mult
7             17|cbrt|18|sq|mult
8             8|cbrt|7|cbrt|mult
9             18|cb|18|14|add|div
10            4|cbrt|22|7|mult|mult
11            7|cbrt|20|8|add|mult
12            29|18|mult|26|div
13            18|11|mult|11|8|add|div
14            24|18|mult|21|7|add|mult
15            8|16|div|18|24|div|abd
16            14|13|add|7|sqrt|mult
17            29|18|add|18|26|div|mult
18            11|8|div|18|cb|mult
19            24|26|div|29|18|mult|mult
20            20|18|mult|18|26|div|mult
21            8|4|mult|18|7|mult|mult
22            13|26|div|21|7|add|mult
23            11|8|add|18|8|div|mult
24            7|sqrt|29|18|add|mult
25            7|cbrt|20|13|mult|mult
26            18|24|div|21|7|add|mult
27            18|cb|26|11|add|div
28            7|cbrt|18|28|div|mult
29            11|20|div|21|7|add|mult
30            19|18|mult|19|12|add|div
31            18|cb|24|29|div|mult
32            26|27|div|21|7|add|mult
33            18|sq|26|cbrt|div
34            18|cb|26|20|add|div
35            18|cb|28|18|mult|mult
36            12|sqrt|7|cbrt|mult
37            10|19|div|18|abd
38            7|cbrt|25|13|mult|mult
39            7|26|div|18|8|mult|mult
40            20|18|add|18|26|div|mult
41            24|18|mult|23|cbrt|div
42            18|cb|20|14|div|mult
43            21|4|mult|sq
44            18|cb|29|14|sub|mult
45            18|7|mult|21|18|mult|add
46            11|8|mult|28|7|mult|mult
47            18|7|mult|21|10|mult|add
48            18|cb|12|cbrt|div
49            18|cb|26|24|mult|div
50            14|7|mult|21|11|mult|add
51            7|sqrt|29|11|add|mult
52            17|10|mult|7|sqrt|mult
53            18|sq|24|12|sub|mult
54            29|18|mult|14|cbrt|div
55            18|sq|16|log|mult
56            27|7|mult|25|4|mult|mult
