material_id,formula,exfoliation_energy (J/m^2)
4414,HfTe2,0.36191244880933526
2235,BeBr2,0.13323220440400343
4924,H4AsNaO5,1.3670094607123255
4845,Te3Y,0.4172271710079045
397,N2S3,0.23880062320566034
4412,Nb2SiTe4,0.5108758169709496
3461,Au2CaF12,0.173544590675034
4921,CaF6Sn2,0.3579053564439892
4281,H2O4Te,0.4261083014423995
271,P2Se3,0.32399821339178136
2523,AuN6,0.40895263777485413
425,InSe,0.32496864143510823
2396,BiCd3,0.6873394621806553
3813,NiS5Ta2,0.3540203414805553
1646,Pb2Zr,1.7662466127519123
5609,O8Ta2VZn2,1.5534072227895914
2271,O3Ru,0.244840996753579
5945,As,0.00022706988294222158
3887,F4MgSn,0.5884804676539134
2161,Sb2Zr,0.6584421793638525
5293,HNaO,0.35667365109666044
5497,CBi2O5,1.8144971041573612
1914,I4P,0.36399924536141737
4852,NiO4Te,0.3864013385548338
985,Ca2Cd,1.0365231707721285
1211,Cl3Pb,0.286674350752918
69,AgTe,0.7655810778329363
2547,Ge2O3,0.7017131282617634
2583,CaF2,0.5310511776915131
3795,ClFeMoO4,0.5228399977302854
408,As9Cl2,0.5854195534322494
4294,Ag2S,0.4329554705617066
2506,As2O3,0.48338962188900014
3623,CN2Pb,0.42185489805355963
443,Cl3N,0.2830461233956025
2100,RbSr,1.0484435054580272
1511,F3Pb,0.8014530238467185
4725,H2CoO4Se,0.3398388016072154
2214,PbSe,0.3251228918703836
3568,CaMgO6Si2,1.2254363404971087
2709,I4Sn,0.2778886933775234
547,F3Y,0.9296215304420964
2575,F2Pt,0.4030280387985332
1403,AlBi,0.3933950040135604
2614,SSb,0.7035922649014443
786,Cl3In,0.1352637437167614
5626,Br2W,0.28805449321568927
3429,H4O4P2Pb,0.25117997949071524
4727,F4FeLi,0.7077638348406964
1447,I2Ti,0.30898688036189065
5168,Cl8NSc5,0.5337048300480925
4144,GaGeTe,0.22185133573853774
4873,Co3O8Te,0.38389864354003755
5382,CuLiO12P4,0.9793308643779177
3981,MgO4Sb2,0.6907019963226438
5502,CHKO3,0.8476400858362227
3667,BiClO,0.44988692219966925
5105,SeSn,0.510915817746848
4400,H6FeO9P3,0.6473260388458721
4050,H2Mg3O12Si4,0.28490555223299113
2940,TeTl,0.30268302047637907
2006,RuS2,1.0434935585701086
1080,Cl2Rh,0.35777648580203425
560,HfI,0.3354423788823047
4055,CrCuO4,0.7801183836680443
4406,Ca2CoO3,0.0497176974025345
1718,I2Sb9,0.572129815282982
5191,H2Mo2O7,0.3525049268986988
4453,C2Co2O7,0.21442472851553673
1622,Cl3In,0.24445072852196562
4227,Bi7Cl3S9,0.3432991510240362
1099,AuI,0.3461440577933279
2345,Al2Te3,1.1473619010661458
741,ClO2,0.30933977850218686
1049,STc,0.42832124718429615
3315,O3SiZn,1.5331614331691015
5954,Bi,0.0019312482107962817
3295,BrCu2O3,1.093922158635314
2947,BiMg2,1.1215806846469987
5135,AsO4Tl,1.017047277417539
4918,AgS2Sb,0.2515981375474207
3218,MnNaTe2,0.8196935447240178
576,B2O3,0.24735721655660495
1035,S3V2,0.4135140566130132
4214,ClCuSe2,0.3423806735986085
3722,Br2Ti,0.24959360805638356
3406,Te3Zr,0.5176904192162324
4026,H2O7Ti3,0.15287000952029345
98,Se5Ti,0.3299345202158433
4753,AgBiCl2S,1.0321371792948637
5148,FeTaTe3,0.3691333808027506
5354,Cl4Cu2Mn,0.5344149238206916
5053,Ca5Ir,1.061123594721865
3997,H2O7Ti3,0.24786316480774503
3693,Hg2P2S7,0.45191112342411216
4864,FeMn2O6,0.4048291132212922
2634,SSb,0.6288450668024222
4069,CClCuO,0.2646937846247616
3793,ClNa2,0.7404219598378847
919,Al2Se3,0.31620756858109683
1304,PbSb3,0.7245582530278878
2188,ILi2,0.8784699048877677
712,Br2Pd,0.29244638917677485
1924,Bi2Ni,0.7552339269411408
1133,F2Y,0.2942957057281575
120,Br2Ta,0.3232867531811825
3088,GaTe,0.2551711153805521
2606,CrS,0.41847995194929866
5601,ClCuHgSe,0.49666199963736535
1749,S3Ta,0.3803680897387215
1057,Br4Mo,0.28666055484521785
4215,GeS3Tl2,0.41998456053672795
3112,Mg5Ti,1.440937750519185
908,Be5Rh,3.3393245704305823
5102,BrF3RbSb,0.5665129872238218
5317,Cl2Mg,0.26650336745267006
3520,Sb2Se3,0.4682404305700133
1742,F4Ta,0.38639785188545567
3167,F2O2Zn,0.3919694835467205
2255,BrLi2,1.061597548298923
3033,CaFeOS,1.4271154386647955
5466,Fe2O5Zn,1.5570231945401933
5947,N,0.6210389765197007
3665,IO3,0.4242107317026157
734,F2Pt,0.46494385441000774
830,NiSi3,2.0394209321145205
1939,Bi2S5,0.387362729115072
981,GaP,0.5256361491987959
3502,S2Ta,0.438758837136683
1137,AlAs,0.34481231860607425
5439,As2O5Pb2,0.6245792164078843
4545,H2NiO2,0.596877595258129
5305,O4WZn,0.38983743890348066
5262,H2CaO6P,0.6776235427057706
5715,H4BrNaO2,0.5436475884173424
1167,AlBi3,0.6652016752743557
1092,HPb3,0.37633672310451277
3230,Bi2Pt,0.6914364413682803
5535,CdPSe3,0.32597240297411795
790,AsBr4,0.3287470965309975
4915,Cu2O7Sr2Ta,0.2786616326747177
5150,BiO2,0.16178845223729016
2720,F5N,0.45594393575876474
4499,FeS2,0.31770112951462715
4098,H2Mg3O4,0.5061006277435379
4865,O2Sb,0.496475371540436
1542,CdI2,0.30214036057535887
2241,Ge3P4,0.5883027414733962
2169,BF3,0.21723458777663454
5052,CrGa2S4,0.3422302146157395
863,BrY,0.20624907721287852
4213,SeV,0.4428934816149024
84,I3Rh,0.2877688941890963
1545,TeTl2,0.4352577616845474
3604,AsSi,0.34613395565162886
1865,CP3,0.6989478412379082
1341,GaSb5,0.5013023448447088
5765,Ni2S5Zn,1.001031480807177
3285,MgSn2,0.7047499216107244
5062,H3AlO3,0.7925887589334262
3319,GeTe,0.4230311254386056
4070,FMn5O9,0.3539137066911597
4411,NiSe4V2,0.7866278023939742
3296,BNaO8S2,0.5196040700103157
4587,C2H2CuO4,0.29900528188988207
2573,F5Nb,0.31486358738467646
5480,O5SV,0.596015145394819
4291,H9ClO5Sr,0.6022131378931118
4491,F4Mo,0.26755461791377694
3655,MnMoO6Te,0.5273057290240167
5380,Bi4O9Zn,1.157845250700797
4433,F4Ti,0.45529697131226027
2177,Au2Te,0.25671052816038825
2990,H3W,0.42639281969750076
5260,HFeO2,0.2730947481722924
3675,HgI2,0.27521623992650635
491,Cl2Ge,0.26236932268170643
4408,CrMn2O6,0.2963605649228108
3100,PS3Sn,0.3105083507776977
1691,SeTa,0.3876953945530825
3081,PbS,0.6091552710860108
3133,Pb,0.544849161701113
2694,I4Zr,0.0010020820781821986
5875,Li3O18P6Sn,0.8645592522145004
566,Ga2Se5,0.3467090559383719
3207,MgTi,1.8460356779955167
1119,BiCl3,0.03867029919521878
2549,Mo3O8,0.33085563358703785
3011,Mg2Y,1.1271037887594855
1183,RuTe,0.3868127299764525
3201,Al2S4Zn,0.7370046034316586
5562,H4N2O8Zn,0.5562103245431274
4525,As4Cl2Cu2S3,0.514185808566411
2141,AgCd3,1.0040233628268085
3979,CrO10TiV2,0.39702619169974224
4270,I2NbO,0.291770491444877
4919,BiFeO3,0.21487684554512104
3514,PtSn4,0.8863285110257905
4706,CaI2,0.22789785960969555
1450,P3Si,1.1087675287160723
5363,O8TeW2,0.7012818065851983
232,Sb2Se3,0.4489813770136676
1452,Cl2Hg,0.27519566576851207
4330,F4V,0.2844320164454681
4245,MgO5Sb2,0.5608501203647279
1330,CoMg5,1.4209507279092901
4664,AsBrCdHg,0.35640965708014455
3787,BiO4Pd2,0.6723355038562273
3649,Hg2IO,0.4781603651143177
3051,S2Si,0.30412072393928447
4910,Fe3S4,0.3848903843895984
5874,H4ClNaO2,0.5915071460868198
1051,AuBr,0.46500610910493667
680,F10Y7,0.6906365047585897
3025,Mg2Sr,1.6744144404888177
3001,BiS,0.04403097248353016
2616,ClRb2,0.3677669485220389
3630,H5AsCaO6,0.8758267325681831
4049,H6CaO7P2,0.9724316064269878
812,As2Pd,0.664337995853065
553,OsSn2,1.1831503048425702
5399,Bi2PbTe4,0.3819102194501594
4651,C2H6CaO7,0.7887316953802692
1446,Bi9Cl2,0.5894460434964582
4340,Ta2Te3,0.34888317146087383
500,I8Y5,0.2685150035405343
4943,F3OV,0.297494621135949
3940,Hg2O4S,0.819946892753178
1175,AsBr3,0.17152974628401207
2137,OsS2,0.704465629803645
2292,CuTe2,0.12561858040829166
5895,CBaO3,1.4597420946598916
5728,H2MgO2,0.5317717388504608
3593,BrOTi,0.282356287061418
3643,SSn,0.5219204853248932
138,Ga4Te3,0.6186047049212409
4551,C2Fe2LiO7,0.7558652202879291
1665,Cl8Mn3,0.2757111686370192
1694,Hf3Se2,0.5178735202244167
1519,AsSn,0.4565120884959394
3404,BiSe,0.5730325828754609
4819,CuLiO4V,1.2846089034729073
3896,H3F4NZr,0.563140448317326
4783,CrS2,0.26842416309006917
3677,NbO2,0.4161671679233478
482,Te2Zr,0.4003836891476106
4057,MoN2,0.5752080286515078
2854,PZn3,0.6002609510817567
1012,CuF,0.8098156734282718
4416,CoO3Sr2,0.9070893693816255
1629,GaTe,0.2862838559458451
3203,S2V,0.4308919499002677
4024,Cl2O3SeZn2,0.273384068448732
1938,AuS2,1.040651841738827
1906,RhSn3,1.4464053711989544
4362,BaCr4O8,0.20952201308975726
5732,Nb2SiTe4,0.3513517095655377
1497,As5Tl,0.44171700773123745
4962,BiCrO4,0.7838911198537266
2432,HgS,0.5364006776781362
1744,F4Tc,0.3657009454662167
3421,Cl2Ni,0.3074881437280957
24,Br4V,0.43163063458378925
804,GaS,0.3531745756598535
2001,Cl3Sb,0.2261855038919716
3487,CIY,0.24908862731749593
3141,O4SiZr,0.9498575860657169
4169,Ni2O5Zn,0.27020147050721605
5435,AlBiBr6,0.24277890355111997
4790,SeSn,0.2793718377932652
4497,AlSiTe3,0.3129087739644125
4701,HSi,0.18649556116954477
1245,ISc,0.3227696345270792
3685,Br2Cd,0.2595761796064853
2746,AgZn3,1.1943458786365686
4231,O5Ta2,1.8010395213421997
3460,Hf3Te2,0.46207824899315125
1756,AuI,0.319647934149023
4879,H3AlO3,0.8208449197937278
587,AgCl,0.2930496076590642
5893,BaCl11Y3,0.5992346130326309
5448,F4LiV,0.5503011858993913
4071,H2LiNO3,0.6855659869409588
2449,AgCl2,0.36313686850265575
3120,CdZr,2.064762451614919
2793,AsZn3,1.0043649848684875
3222,MgTi,1.1215746372547417
3830,I7Nb3Te,0.32654961412830374
557,AgBr,0.2665340298678296
1727,CuS,1.0462272186495192
3244,Cu2S2Y,0.6699799145946641
1398,As2Pd,0.5893785750020117
5131,CCuO3,0.8751114772463322
2987,LiMg,1.1009719083535143
187,Se2W,0.36645995822108474
3774,Cl7Nb3Te,0.3081974092323737
2282,Br4Si,0.26172781191296773
2046,CaK,1.2684353371024326
4489,Se2Ta,0.4156204892673325
2226,AuSb6,1.245582855710248
2183,SSn,0.352381429193327
139,MgPb2,0.7488208942806215
4295,In2Te5,0.33721444125123967
2624,AsF3,0.211757177884482
3670,AlCl3,0.27673080866791355
1181,As2Ni,0.8852479482586041
1764,Br3Y2,0.3221219241587568
214,CdCl2,0.3169202222433092
2580,Br2Mg,0.2597080100271273
5623,LiO12P4Sb,0.8456737096697095
3008,NbS2,0.4535324048954709
1595,Cl4Ti,0.2660314147121087
4434,AgFO2,0.39569334097907527
2569,MgNa,1.6848624691118697
504,S2Zr3,0.7874120083945039
636,S5Tl2,0.37444367592361244
248,HfSn2,1.9368393956433763
2469,LiSr,1.1661781811445708
2951,SeTl,0.260205818366092
4129,I2O6S,0.3402442054976423
714,AlCl3,0.24145750158329787
805,Br5Y2,0.297244957088955
2207,Cl5Sb,0.545500731792713
3523,Cl2Co2O5Sr3,0.1108654944259347
3833,CCuLiO3,0.4769417582411615
2209,CaI2,0.22957750290110124
4690,BrOSb,0.34535215241597805
4902,AsHg3ISe4,0.3888407382948626
4530,F2LiO2V,0.4647991750192478
5468,C2Li2O6V,0.6046988402225264
2275,OsSe2,0.4284296222495882
3226,Ga2Mn2S5,0.32304005151847864
5145,BrCuTe2,0.3827499986437611
462,Cl2Ti,0.32090485710351263
799,Br4Sb,0.18547923193476573
3138,N3W2,0.504503012360795
2250,AsTe,0.13929617754193052
1249,BI3,0.252976025133815
3362,Br,0.301461274336269
3866,F3PbRb,0.33505262955576276
3006,PdS2,0.4626931137270356
3720,S2Ti,0.420806437114352
4540,Li3MnP2,2.1091873530577807
4325,Bi2F7K,2.443309584843485
1833,MnS,0.4237026683394949
195,GeSe2,0.35169191892488705
1777,HgI2,0.27035698533693636
4492,Bi2Se2Te,0.3523820297263169
470,Br2Pd,0.4274027169653474
4236,Cl6HfTe4,0.3204720578404382
2463,HgTe,0.5043847843285097
4750,As2Sn2Sr,0.617325403571834
1704,AuF2,0.4087572665463115
4192,Li3S3Sb,0.5008517776951502
3079,MoO4Zn,0.8194821958457807
3642,As2Ge2Te5,0.38839057729787985
1053,Cu2Se,0.42167704833299
4963,H4Cl2O2Sr,0.6456595111537661
258,I2Os,0.29358425486081485
501,Br2Sb9,0.5370854961976973
4305,AlF3,0.36592453420687626
5134,O4WZn,0.7625916946056845
3459,NaO8Sb5,0.8116407795235714
3740,MnO2,0.3666805866663861
4598,BrHfN,0.2700241877964349
2441,BaLi,0.8596156643443068
5137,Cl3Fe,0.2783977234680418
944,BeF2,0.30414870848211967
4125,PtS2,0.4280731069183319
5162,AsCuO3,0.5919692949844281
5248,BiCdClO2,0.8417801425140063
2427,F3N,0.11738078302091172
4604,GaPS4,0.3086274030359904
4010,O4Sb2Zn,0.30121501398614847
4868,SeSiZr,0.6403670721063821
5493,Al2FeS4,0.40482321765002155
1523,ScTe3,0.3830215582403952
3341,GeS2,0.36291050142382053
456,HfSe5,0.3132035249378249
1087,AgCl2,0.37880876339132585
1788,TeTl,0.407022617033776
4743,F2NbO,0.3471853041548455
476,OSn,0.36915560163559064
2488,B2O3,0.04182980846016611
4549,H4FKO2,0.6844761812231962
496,F2Ti,0.32308998503535086
3449,BrNTi,0.2953221959061845
2864,I5P,0.5463517552832398
4738,BrOY,0.27144019749307646
3953,BaO6Sn2Tl,0.18012249605829314
3363,Ga2O3,1.8891316019254094
109,F3In,0.2706537912679164
4566,FeLiO2,3.3312612951532676
1594,IZr,0.3188314722887208
3698,F3Sb,0.49078259816424585
5222,BrFeO3Sr2,0.35319755491274707
4430,Ba2Ni3O8,0.2752429100822639
3165,PbTe,0.439014805484446
385,Br3Mn,0.33015013789040015
824,GeO,0.5125889765075055
4377,H3AlO3,0.8048286741813215
4074,H2O5Si2,0.8977203386476712
3618,OSn,0.4422681433120904
4367,O2Ti,0.246264325659925
1748,IrSe,0.533714722473586
1514,P2S5,0.32517000529296414
4395,Bi2Te3,0.3685500317858699
612,Br2Ru,0.3421753744133879
3225,O2Zn,0.5811834794167049
5946,S,0.19578714300646746
5503,InSiTe3,0.3253839520594529
1662,IrSr5,0.8596201539140272
2478,Se2Ti,0.4185583936167091
4313,CoS2,0.6709114877852046
1406,Se3Ta2,0.5997246760308306
163,F3Nb,0.3197956373496607
3999,ClCrKO3,0.3325063656506772
1559,F3Y2,0.9829862753452254
1621,B2Te3,0.3196858919342983
3584,H2CaO2,0.45989939524867385
861,AlSe,0.30173324179955835
2320,CuI2,0.31218884437118605
3925,H6CdO7P2,0.9352272414552932
1104,BeBr2,0.3074982704230522
2341,O2Tc,0.5249649054293081
305,Se2Si,0.3480258165072076
5450,ClReSe,0.332487925645315
4928,Li2NiO2,0.20308839154993794
5566,Mo2O8Tl3,0.5193603490650059
1647,I2Si,0.27472457763946484
2845,Al2Te3,0.17752467434511393
3500,I4O12Zr,0.8106552101864795
4697,AgP2Se6V,0.32692296365355017
5914,CrO2,1.5112565231675634
4853,H3O5V2,1.3351370675508778
2352,AuS2,0.311796173955585
4347,BaF12Sb2,0.25613285224459903
1025,GaI,0.3831751337858877
3438,AgN3,0.5628713731485402
249,CaF2,0.22107629470306886
3965,Bi2O9Si3,1.3164978861177095
4437,Cl8Sc5,0.3516208915450799
3396,PS3Sn,0.5671430394112396
4652,AsLiO3,0.8463750429445762
1383,F2P9,3.3686410709367203
3424,NiTaTe2,0.4241772953899831
4042,Nb2PS10Tl,0.46816473336544373
5429,HgO4Re,0.5682174946717081
32,B2O3,0.34169316573123026
5078,F6Li2V,0.14235995600974924
261,Br2Ca,0.30816604223662436
1550,CrF4,0.2592132775104286
4287,O5V2,0.3730784417821101
1610,S3Ta2,0.39749895217095405
5205,NSb,0.38128584034294716
2253,Bi4Sn3,1.0384619826113568
4633,H2O3V,0.9625052693335638
740,P2S3,0.4008280469593037
5843,Cl6FeHf,0.2692669617419599
1411,Nb2Te3,0.3789052680080569
1637,F4V,0.32913809738619565
5925,N,0.042911749151499694
4372,Br2CuO2Sr2,0.34693716386752793
508,FTi,0.36175551793099436
2607,Cl2Sr,0.25979216875209304
901,S2V,0.4811375519886398
4195,H4O6P2Sr,0.5720593629085897
3637,HISr,0.30630584996945887
503,AuCl,0.37391881464412535
477,Br2Tc,0.3382081673249252
1254,F2Sc,0.45567804950166785
505,Se2Tc,0.3758104519849297
4731,MoO13P4,0.3250462322832451
4518,CaCr4O9,1.0536817046400513
1404,In2S5,0.44613015998587646
4301,CaGe2O6W,0.27010133977350775
3204,INa,0.1813956400026219
3745,InSe,0.42017770462466547
5898,BiFO,0.737349747728927
5289,HgO3V,0.7405993721520754
1618,Bi2Pt,0.869024096266571
4507,CaO5Sb2,0.5570451131660586
140,Ca5Y,1.0187747941766803
4823,CuO2,0.46586151822772703
3291,Ge2S5Tl2,0.5280929795240054
5018,B10Bi6O21,0.9081493226396125
1706,Cl3Ta,0.3430039289468291
19,Al2S5,0.3617774603664932
1573,AuTe,0.39729988416651124
1482,SnTe2,0.49227731395419616
5172,BiF5,0.3179470393730462
838,ClO3,0.137000903233683
4869,HAlO2,1.3620720600616292
684,F3Rh,0.2914748624362544
3817,I2O5,0.6702661840125257
2513,In2S3,0.9088018887705679
2717,Br3Sb,0.30626487624546744
5254,Li2O4S,1.3176713225133079
5420,CoCu2O7Sr2,0.35829023135324733
5554,Pt2S3Tl,0.46508986478231384
3436,As,0.4976402398503169
3575,Cu2O4S,0.5179276158384085
634,Cl3Sb,0.23704625791899084
3846,AgF12Sb2,0.27617181349578573
5901,LiO12P4Sb,1.1992229009629243
3179,Cl2CuO4Pb2,0.8847492247967095
3402,Ge2Zr,2.7044841688482926
3959,O4PbW,0.9053982867187843
4117,F4V,0.2531311602621671
4087,Ga2Te3,0.0676122690179077
2664,Br2Ca,0.2197767540372735
906,ClIn,0.2794184559932832
3838,InS2Tl,0.36283918669674275
369,BTe,0.32480567269743604
5909,I6SSn4,0.2924823233557067
1930,BSe,0.3000792885655316
5210,F5Ta,0.328977771465108
14,F2Mo,0.37186068141492123
3673,Bi9I2,0.5796013131977336
514,As2Pt,1.1657398628228735
2494,F2Sr,1.2021237520545642
715,F3Ru,0.31163060270752396
3758,AlO2,1.4170292808695215
173,P2Te3,0.19286343887979843
4175,FLi2O2V,2.475040660284112
237,AgTe,0.38620701028158233
200,RhSe2,0.8557564679456915
4807,HFeO2,1.0940550400149511
5704,I3Y,0.24240820994107024
2168,AuSe2,0.23358996361555398
5787,Ge2Se5Tl2,0.5192840441338713
5697,BrClSn,0.3023773343805702
3479,Bi2O5Te,0.6514274743517993
191,ClSe,0.3111967368142345
3539,I3Sb,0.25787687290257505
3261,C12Li,0.49983611265457856
4438,O8W3,0.062345884279785824
5559,ClLiO2,0.3652450953324613
5877,ClMo3O8Se2,0.19502488392724684
4237,CBrY,0.2501625162431171
4538,CaO8Sb4,0.5861555240376726
1192,I4Ta,0.3823265094840019
4239,BrCuO2,0.27919861401813695
1956,F8Nb3,0.2796013985917965
4867,O8VW2,0.3488034346144813
983,As3Pb,0.8046659119062456
3658,OPb,0.33192835726595604
3532,Al2MgS4,0.23577042548334684
1592,Te5Tl2,0.38389188848360434
4327,BaCo4O8,0.257396757957668
4547,ClHfN,0.2982065695722201
3151,GeSe3Tl2,0.42120413547592866
4115,HfO3Sn,0.23507699899769938
349,Cl2Ti,0.32117198718287626
1441,AsF4,0.26591985922558536
4450,Bi2STe2,0.5062005187588461
2865,FLi2,1.805685480800375
3947,Cu2F5Li,0.24874422789853554
1470,F8Tc3,0.19137308659391786
5360,H2CdO2,0.40544780527875385
3620,Br2Mo2S,0.25801042989608675
3765,Cl3Ir,0.29310148748593245
3139,MoS2,0.41471910138943274
4677,Bi7NbO13,3.1368412914994983
5313,I4InLiO12,0.7016576076616194
3052,Br2MgO6,0.4176003755392185
3743,GeMgMn,1.8973671678802897
5749,I2Pd,0.4216219400141459
2531,BiSe,0.09508695476145078
460,As3Ga,0.7388330405178907
119,F3Tl,0.34772227184001087
1343,Ca2Ir,0.9102043414670183
1904,I3V,0.2993378992429118
658,S5Tl2,0.44642257831059357
963,I2Pd,0.45626802394844534
3766,Cl2Mn3O8Sr4,0.4877870350454525
5318,BiBr3,0.23131161621856444
4596,BrMnSbSe2,0.7859370456737177
815,NbTe3,0.42088660208603845
4246,IOY,0.2939743072139712
4570,Cu2O7V2,1.6180771443678197
5938,In,0.9642940204906203
5459,I7SeTa3,0.349440971473859
3659,Nb2Se3,0.6468774111757867
2319,GeO2,3.5021056292550594
3883,H4BLi,0.26554864552276514
5138,F8Li2Mn3,0.2559956002964354
339,Br2Y,0.32643084342754825
1386,I3Y2,0.2857335084837853
3760,As2O3,0.3396364859472983
857,Ca2Sb,1.2195664114152533
4792,B2Hg3O6,0.5373354313512699
3491,ITe,0.3085505900500266
1606,TaTe3,0.42911110472382136
624,NbTe3,0.4406548835210921
3126,In2Te3,0.43586374868769595
4136,Ba2CuO6Tl2,5.8535349311749085
5341,MnO4Te,1.147183599547582
4387,Mg2O8Sn3,1.1983572474469562
641,Te2V,0.43235520908138286
329,F2Sb9,0.6244938949629851
5838,AsHg3S3Sb,0.6136992828080459
1816,PtSb2,0.8543557746745483
982,AuCl2,0.375994430746445
846,Cl3Sb,0.2774005373570088
4235,S3Ti,0.40499408086700783
3238,HfSiTe,0.45016970566445563
4904,O2W,0.22192241870365925
4257,O8Ta2W,0.37941124878787186
720,TeTl,0.35542220667838825
1898,NiS,0.4762574070766851
3753,C2I7Y6,0.314713948104937
3399,AsCoLi,1.0947110921147352
342,ClGa,0.2853524536056691
802,Br2O5,0.36582909445552986
3415,PdSe2,0.47681884515910644
4526,Br2OV,0.3079977655094773
5797,AgF7Ru,0.289218921333074
1458,IrMg5,1.4217780214238005
5500,CuO3Si,0.5293029463629613
2156,N4Sn3,0.37565609712364123
2153,CrTe,0.3882437506548432
3109,Se,0.42035516641410847
4669,Cu3F5O,0.9500456902749155
3434,SiTeZr,0.4497474029190382
4586,Cl8Hg2PdRb2,0.5652336485382191
3073,SnZr,0.6476998387388939
2698,B2Se3,0.5538867265465577
2981,GaN,0.2389821964156424
4837,H2O7Ti3,0.9251223588223437
136,CdF2,0.7983114277526558
5621,AlI4In,0.2545434530848671
5472,H5W,0.565849432294226
26,Al4O3,2.806628993320672
3495,AuSe,0.4713686696256377
3237,Ga2S5Zn2,0.323944895949767
4500,Se3Ta,0.3873460022327951
4682,Co3FeO8,0.3768587827613683
2690,F2Mg,0.4009774264703307
4190,Ni2SeTaTe,0.36384358142485285
3131,F3Sc,0.8590882405006326
5961,Ge,0.674828170575731
5362,O12Te4V,0.8115412577942634
5431,SZn,0.42347421230693144
1709,Br2Mg,0.2348236136975587
3378,Br2CoO2Sr2,0.3999039358593601
5543,As2K2Pd,0.6726219938340157
1586,Ga4Se3,0.6969712492142877
1937,BrP4,0.5279509427627237
259,BiCl3,0.22213705054458585
4668,F3LiMn,0.2922665615656836
1590,AlBr3,0.26991947202606
6348,PtSe,0.6816267451570218
3873,HO4PSn,0.7657759703290764
3040,LiMg2,1.1347264862372668
4986,AsISe,0.3234716793400818
4644,F7LiOV2,0.6310965003883716
5099,O9Ti3V2,0.5935475570694767
5230,BiClMnS2,1.0550440348504746
4141,O4PSb,0.9053158118812357
2900,O2Sn,1.00600584269625
3032,P,0.27685037633885895
3922,AuNaO8S2,0.8592726825736312
5291,C2H3KO3,0.24241806061992427
760,As3Si,0.8727105629257067
4149,Li2O8P2V,4.335760718380628
130,AlTe,0.25928858482517225
5803,Br2Mo,0.3122241688189672
4324,CCuN2,0.5301898074104332
1826,BiI3,0.12699438889124776
1615,GaP5,0.4732596707770323
3829,Bi5O9Sr,0.35287944396352094
4794,BiBrCdS2,0.9387276865160926
5365,F7Mn2,0.17116695837102971
630,Br2Os,0.3606639469160372
1676,AuBa,0.5256669035766734
4565,AuBr,0.3111588632903662
4218,O3RbReS,0.37201682526028895
4839,Hg3O5Se4,0.4278538576206307
1332,Bi3Si,0.6770407946449355
5320,AgCuTe2,0.4475878048907777
1242,I2Sr,0.32924078801139023
5152,CoF4,0.1976758528369965
2413,BiHg3,0.7924667103324027
502,I2Ir,0.40663016579234257
344,Cl5Y2,0.3371226376202841
3689,CuSbSe2,0.7598706449496453
4568,C2FeO6,0.2671548278634461
5931,Se,0.3393348445688819
3790,SeTa2,0.4926457310365951
1589,BrTl,0.374773374532728
3914,AgBrHgS,0.6774459363843401
1631,Cl10Y7,0.3520773207770068
4616,FTl,0.3020707670340814
3944,BiCdClS2,0.9244797317454575
318,In2Ru,1.3721774890558451
5326,FeLiO4P,0.7352333883182387
4251,Ba2CuO6Tl2,5.792353732125209
2329,I2Pt,0.3227648419242299
791,P2Te3,0.40433785481984036
1626,F3In,0.8710681194363632
5211,CrO3,0.26680576985245436
464,Br2Sr,0.44623793386369254
1729,BiI4,0.1736272351295667
3632,Br2Fe2O5Sr3,0.348034488065907
2295,Cl2Sn,0.5804725683522697
3907,INZr,0.31305388555391417
936,Ba2Bi,0.510257767247882
2825,Au18S11,0.743486634596381
1737,FeGe2,2.3489067811275253
3534,FeGa2S4,0.32217171678439177
4440,O8Sb4Zn,0.6826456086772393
973,I2Sr,0.20666038429911804
5848,Li2MoO8P2,4.087231404285371
3847,BrCrO,0.2943431597886821
5964,F,0.30172666038321194
2545,AuCl2,0.3743056793350541
1753,SnTe,0.26124516319176794
1206,Be2Co,3.1963409696493414
3972,Bi2PbSe4,0.39215913827591425
1541,Br2Zr,0.297811561270439
746,As2Se3,0.4057716496931649
5217,MgO2Sn,0.3322720118235685
1557,I2Y,0.3361768930369348
4475,Br3Y,0.2260270360044517
5924,In,1.0454209759563586
5333,H2CdO4Se,0.2873033263144647
4834,O8Ta2Te,0.38176104360750585
3990,Fe2Ga2S5,0.35435977545584285
3579,BiITe,0.296924387949647
5328,Ba2Hg,0.6927379095614825
5273,Ge2MgO6W,0.2614824497530961
2298,CBr4,1.1058920995633703
487,Si2Ti,3.524492072980844
3101,ClNa2,0.15438427825800777
979,Br4Ta,0.33555467709418596
3426,O9SZr3,0.20612222136933628
2376,HfSe2,0.45675038079611224
3581,HCaI,0.2890823769941364
5462,Cl2CoO8,0.16948866472023136
5292,O9V4,0.5346755896263848
5591,Al2O11Si4,0.24326376106388117
4495,Li2NbO8P2,2.848574801742982
3588,Cl2NSc2,0.3415211009967723
4632,Li4O12Te3V,2.990082385019197
2728,AsCl5,0.791142398027631
713,CoI3,0.2979797503143607
872,As2Ni,0.8098785214919487
1822,InSb3,0.7576271319002165
4647,H2CaO2,0.29571017328772586
5046,CoMn3O8,0.37986171674079605
3587,AgInP2Se6,0.33370986362167043
3466,CCl2Sc2,0.18453131938858303
220,BiCl3,0.3136780443603741
11,Cl4Ta,0.3254523725199771
5312,ClOSc,0.32912409455766195
