ID,exfoliation_energy (J/m^2),min:bulk_modulus (GPa),min:thermal_conductivity (W / m / K),min:evaporation_heat (KJ / mol),max:num_p_valence,ave:num_p_valence,min:boiling_point (K),ave:thermal_conductivity (W / m / K),var:heat_capacity_molar (J / mol / K),ave:hhi_r,var:num_p_valence,ave:electron_affinity (eV),max:electron_affinity (eV),min:melting_point (K),min:heat_of_formation (KJ / mol),max:heat_capacity_molar (J / mol / K),ave:icsd_volume (cm^3 / mol),ave:mendeleev_number,min:vdw_radius_uff (pm),max:thermal_conductivity (W / m / K),var:electron_affinity (eV),max:mendeleev_number,ave:vdw_radius_uff (pm),ave:heat_capacity_molar (J / mol / K),sum:thermal_conductivity (W / m / K),ave:bulk_modulus (GPa)
1530,1.0131362832781978,31.0,0.0277,6.54,5.0,4.5,85.01,2.020775,6.272747999999998,2625.0,0.75,2.7864827750000005,3.4011897000000006,53.53,79.335,31.304,21.160000000000004,98.25,336.4,8.0,1.1335938109288672,102.0,361.54999999999995,29.857999999999997,16.1662,42.849204622947
4960,1.0543294213415482,56.79963952619768,0.02658,0.904,4.0,2.0,20.28,100.058415,4.292501999999997,1482.8878646936603,4.0,1.2278555,1.4611135,14.01,217.998,29.378,19.637500000000003,94.25,288.6,400.0,0.083305975567125,103.0,334.525,28.008,800.46732,87.25293030681055
3984,0.8087142405906468,11.0,0.0277,6.54,5.0,3.2142857142857144,85.01,29.660664285714283,9.256823265306117,2064.285714285714,5.7397959183673475,2.3404895928571436,3.4011897000000006,53.53,79.335,31.304,16.87357142857143,76.85714285714286,245.1,85.0,2.0438497569901077,102.0,310.37857142857143,29.03685714285714,415.2493,56.727889676811714
5681,1.8457864663755368,11.0,0.02658,6.54,5.0,3.1666666666666665,85.01,27.101613333333333,7.897796999999994,1533.3333333333333,5.138888888888889,2.0333678500000003,3.4011897000000006,53.53,79.335,31.304,15.850833333333334,84.08333333333333,245.1,85.0,2.0428019481265483,102.0,319.7583333333333,28.895,650.43872,79.50047655705171
2613,0.2588693644906135,1.9,0.12,29.56,5.0,4.5,331.9,12.59,488.64421874999994,6175.0,0.75,2.7236911500000005,3.3635882000000006,265.9,111.85,75.69,54.23500000000001,95.75,418.9,50.0,1.2284047037961079,98.0,419.92499999999995,62.927499999999995,201.44,6.925
3455,0.5265945691055337,3.1,0.52,2.33,4.0,2.0,958.1,43.59333333333333,2.632542249999999,4666.666666666666,4.0,1.1442466666666666,2.02067,336.8,89.0,29.6,31.436666666666667,68.5,291.2,100.0,0.7817655504222222,93.0,370.85,25.981500000000004,523.12,61.33333333333333
3154,0.45639245318375976,11.0,3.0,49.8,4.0,2.0,1118.15,24.7,0.27135000000000037,3950.0,4.0,1.7824579549391655,2.5700308197566617,553.69,159.3,26.32,25.4275,64.0,245.1,85.0,0.5117804877871127,92.0,358.8,25.66,98.8,65.25
5882,0.5900646952175124,11.0,0.02658,15.579091192355275,4.0,3.3684210526315788,90.19,9.488923157894735,6.507617795013847,1852.6315789473683,1.4958448753462603,1.2244711842105263,1.4611135,54.8,159.3,29.378,17.646315789473682,91.6842105263158,245.1,94.0,0.12216048717840026,101.0,355.58947368421053,27.653684210526315,360.57908,63.38834373983103
4580,0.5443224365518252,42.0,0.02658,15.579091192355275,4.0,3.1111111111111107,90.19,26.573275555555554,3.9988364444444455,1611.111111111111,2.765432098765432,1.5595543950355446,2.550432555319901,54.8,111.8,29.378,19.47555555555555,92.1111111111111,284.8,139.0,0.2075321318036611,101.0,348.55555555555554,28.008666666666663,478.31896,88.18180501145929
3805,0.05535150714550517,76.10604085052228,0.02658,15.579091192355275,4.0,2.6666666666666665,90.19,7.351053333333333,4.143360888888891,866.6666666666665,3.5555555555555554,1.0004089999999999,1.4611135,54.8,249.229,29.378,17.46333333333333,84.33333333333333,317.5,22.0,0.42449727264049997,101.0,339.16666666666663,27.938666666666663,22.05316,87.40402723368152
2287,0.00021289244556090564,1.1,0.0089,20.41,5.0,4.0,238.6,4.40712,12.64229136,1120.0,4.0,2.9059800000000005,3.612725,172.2,121.302,33.949,26.774,89.4,317.5,22.0,1.9979539801000001,99.0,379.26,32.1712,22.0356,22.88
2365,0.22433731134435064,1.1,0.0089,20.41,5.0,3.333333333333333,238.6,6.005933333333333,7.680586888888882,1433.3333333333333,5.555555555555555,2.45669,3.612725,172.2,121.302,33.949,40.32666666666667,70.66666666666667,370.3,18.0,2.67283384245,99.0,386.56666666666666,31.98933333333333,36.0356,3.933333333333333
859,0.4257375609975487,7.7,0.205,10.5,4.0,3.6,717.824,9.723,1.5362160000000014,1960.0,0.24,1.664662418,2.07710403,386.0,264.4,25.23,27.54,91.6,403.5,24.0,0.25516212496373786,94.0,418.9,23.712,97.23,21.42
288,0.2913553965048653,1.9,0.12,29.56,5.0,3.5714285714285716,331.9,4.657142857142857,513.6793673469388,6214.285714285714,5.1020408163265305,2.4562772857142865,3.3635882000000006,265.9,111.85,75.69,53.660000000000004,75.42857142857143,329.5,16.0,2.0580327379549472,98.0,393.3571428571429,61.355714285714285,65.2,17.642857142857142
708,0.6862716877554976,11.0,0.236,49.8,3.0,1.0,553.0,23.412,1.9549235555555522,3700.0,2.0,0.28086900000000004,0.746607,317.3,164.0,26.79,43.71666666666666,40.0,364.1,35.0,0.10845594232200001,90.0,380.9666666666667,25.801333333333332,70.236,51.98698277758994
4693,0.6830833958313016,6.3,0.02658,0.904,4.0,1.7058823529411764,20.28,9.919415294117647,17.939921190311416,1967.7889217763018,3.7370242214532867,1.0052355,1.4611135,14.01,107.5,29.378,25.01117647058824,95.76470588235293,288.6,140.0,0.15849672257391179,103.0,321.49411764705883,27.979470588235294,337.26012,77.26114130371985
2977,0.43116043931893283,9.6,0.236,49.8,3.0,1.0,553.0,12.078666666666667,4.006336888888886,3233.333333333333,2.0,0.34528233333333336,0.746607,317.3,179.1,28.07,48.25,39.33333333333333,370.3,18.0,0.08053074403755556,90.0,385.1,26.654666666666664,72.472,10.066666666666666
4745,0.4476405728447218,7.7,0.205,10.5,4.0,2.6666666666666665,717.824,12.803333333333333,1.0258333333333338,2399.9999999999995,3.5555555555555554,1.5508036866666668,2.07710403,386.0,277.17,25.06,23.14333333333333,80.0,316.5,54.0,0.6125611545219025,94.0,374.66666666666663,23.409999999999997,76.82,51.8
2605,0.22762076552240418,65.0,3.0,49.8,4.0,2.8,1263.0,12.600000000000001,51.46018776000001,3740.0,2.16,1.2944148,1.970876,722.7,196.6,25.73,23.464,89.6,408.3,27.0,0.6863996326581601,92.0,431.52,19.872799999999998,378.0,167.0
4817,0.395571851706768,46.798939497262666,0.02658,6.54,5.0,3.6,85.01,34.021712,6.6390217599999986,1660.0,3.4400000000000004,2.1081732800000004,3.4011897000000006,53.53,79.335,31.304,16.682000000000002,92.20000000000002,309.6,170.0,1.1700391131213785,102.0,336.48,29.1268,170.10855999999998,111.16199213911398
478,0.6643711845062423,7.7,0.205,10.5,4.0,2.4,717.824,12.523,1.1510640000000014,1960.0,3.84,1.456262418,2.07710403,386.0,277.17,24.89,21.008,78.0,314.4,31.0,0.5781664607861379,94.0,367.86,23.576,125.23,68.62
4176,0.43281056929473205,45.0,0.02658,0.904,4.0,1.6,20.28,32.082832,2.9324558400000003,1672.6205835098565,3.8400000000000003,1.3087689107962293,2.113227553981147,14.01,147.1,29.378,24.448,96.20000000000002,288.6,160.0,0.2617351802771796,103.0,315.86,28.259400000000003,160.41415999999998,62.16227215068798
2563,1.4650583340340122,7.7,0.449,41.95,5.0,4.4,457.5,30.3592,189.77817600000003,4040.0,1.44,2.72513366,3.0590368,386.7,106.757,54.43,38.012,94.60000000000001,429.5,150.0,0.4459652276074383,97.0,445.9,47.542,303.592,26.16
289,0.18924420729919827,1.9,0.12,29.56,5.0,4.5,331.9,0.149,504.39036675,6450.0,0.75,2.7093429,3.3635882000000006,265.9,111.85,75.69,53.602500000000006,96.0,414.7,0.236,1.2841107377162706,98.0,417.84999999999997,62.7235,1.192,4.175
5599,0.23236338673437326,7.7,0.449,41.95,5.0,4.444444444444445,457.5,26.793666666666667,150.18692839506173,4388.888888888889,1.5802469135802468,2.646329288888889,3.0590368,386.7,106.757,54.43,38.68,94.55555555555556,447.0,235.0,0.7275676306083476,97.0,449.65555555555557,47.88222222222222,482.286,21.655555555555555
3960,1.243381450461141,42.0,0.02658,15.579091192355275,4.0,3.2,90.19,14.015948000000002,3.2343961599999993,2280.0,1.3599999999999999,1.1612681,1.4611135,54.8,182.2,29.378,22.164,93.8,350.0,46.0,0.17961699585173999,101.0,385.34000000000003,27.936799999999998,140.15948,62.66362451031336
5340,1.2671001361310819,11.0,0.02658,15.579091192355275,4.0,3.4166666666666665,90.19,8.72372,5.450243638888885,1583.3333333333333,1.2430555555555556,1.1982601666666666,1.4611135,54.8,249.229,29.378,18.237499999999997,94.74999999999999,291.2,80.0,0.17338776497630554,101.0,363.54999999999995,27.750166666666665,209.36928,70.23736056701485
2677,0.43502281451530805,65.0,3.0,49.8,4.0,2.6666666666666665,1263.0,9.666666666666666,1.262177448353619e-29,4133.333333333333,3.5555555555555554,1.318584,1.970876,722.7,196.6,25.73,30.099999999999998,78.0,314.1,23.0,0.850969706528,92.0,402.7,25.729999999999997,29.0,80.0
602,0.34698255150063195,8.3,0.52,59.7,4.0,3.142857142857143,958.1,8.085714285714285,41.592688979591856,4857.142857142858,1.836734693877551,1.5232565714285715,2.02067,490.0,227.2,25.363000000000003,23.507142857142856,91.0,408.3,27.0,0.6185502973079592,93.0,417.01428571428573,21.28414285714286,56.6,97.35714285714285
2502,0.4085126511804069,31.0,8.0,172.0,3.0,2.0,1883.0,121.5,0.4356000000000002,3500.0,1.0,0.687596,0.942362,544.5,209.6,25.52,25.995,83.5,437.0,235.0,0.06490571475600002,87.0,443.45,24.86,972.0,53.5
5470,0.38343358695755386,9.6,0.02658,15.579091192355275,4.0,3.076923076923077,90.19,22.016356923076923,1.1883663905325461,976.923076923077,1.609467455621302,1.2524458461538464,1.4611135,54.8,179.1,29.378,23.84307692307692,88.76923076923077,350.0,67.0,0.12726465425305325,101.0,379.0076923076923,28.542615384615388,286.21264,65.41910206185986
4426,0.6121356028711592,7.7,0.02658,15.579091192355275,5.0,3.9230769230769234,90.19,1.3527861538461539,115.89701055621302,1800.0000000000002,1.4556213017751483,1.7319332230769229,3.0590368,54.8,106.757,54.43,23.748461538461537,93.76923076923077,329.5,16.0,0.6405716469718402,101.0,371.5,34.86246153846154,35.17244,58.8503359734385
3548,0.630500990292985,46.0,35.0,177.8,2.0,1.6,2013.0,42.4,0.21529600000000007,3260.0,0.6400000000000001,0.7109945280000001,2.128,600.65,195.2,25.86,27.276,79.20000000000002,275.4,72.0,0.5019761269194858,82.0,398.84,24.932000000000002,424.0,82.80000000000001
2452,0.19368130598879113,1.1,0.0089,20.41,5.0,3.333333333333333,238.6,63.33926666666666,68.10223022222222,2000.0,5.555555555555555,1.6084833333333335,3.612725,172.2,121.302,33.949,22.07,91.66666666666666,274.5,190.0,8.033969316805555,99.0,354.6333333333333,28.113666666666663,570.0534,44.06666666666666
2914,0.7694304688968507,31.0,8.0,172.0,3.0,2.0,1883.0,12.666666666666666,0.047022222222222396,4533.333333333333,2.0,0.6545746666666666,0.942362,544.5,209.6,25.52,29.476666666666667,75.0,317.5,22.0,0.16564309845422226,87.0,397.16666666666663,25.366666666666664,38.0,57.33333333333333
5415,0.2829604389396456,46.798939497262666,0.0277,6.54,5.0,4.0,85.01,6.222160000000001,6.582303359999996,1880.0,4.0,2.8259517600000006,3.4011897000000006,53.53,79.335,31.304,15.912000000000003,92.4,314.4,31.0,1.323594750461775,102.0,332.0,30.0212,124.4432,69.43915159781014
1642,0.3154342888719938,7.7,0.449,41.95,5.0,2.5,457.5,200.2245,224.85002499999996,3150.0,6.25,2.1470184,3.0590368,386.7,106.757,54.43,27.16,84.5,349.5,400.0,0.8317775619385598,97.0,399.75,39.435,400.449,73.85
236,0.35226447935232924,42.0,24.0,195.2,3.0,2.5,1908.0,87.0,6.864400000000005,2200.0,0.25,1.21776055,1.3895211,903.9,264.4,25.23,25.115000000000002,86.5,429.5,150.0,0.029501686536302505,88.0,435.75,22.61,1044.0,71.0
3353,0.28589037483077123,7.7,0.449,41.95,5.0,3.75,457.5,37.83675,161.29666874999998,5875.0,4.6875,2.6852276,3.0590368,386.7,106.757,54.43,35.3525,89.25,284.0,150.0,0.41919995401391985,97.0,408.5,47.0975,302.694,85.775
1219,0.893849984720291,41.0,17.0,144.0,0.0,0.0,1657.0,32.0,0.009388888888888745,2933.3333333333335,0.0,0.09116666666666667,0.307,1042.0,164.0,26.79,52.22833333333333,16.666666666666664,334.5,35.0,0.009316805555555556,25.0,359.1666666666667,26.746666666666666,192.0,67.23372847198742
3752,0.2873720694929144,1.1,0.0089,20.055855572740406,5.0,2.6666666666666665,77.4,7.678243333333333,12.357693555555551,1366.6666666666665,4.222222222222222,0.879575,3.612725,63.29,121.302,33.949,25.006666666666668,82.66666666666666,312.4,23.0,4.290767127916667,100.0,357.7,29.477666666666664,23.03473,76.99490044456499
773,0.3924937731278892,8.3,0.52,59.7,4.0,3.6,958.1,9.912,0.004245360000000171,4960.0,0.24,1.630802,2.02067,490.0,227.2,25.363000000000003,29.97,91.0,420.5,24.0,0.22799558613599996,93.0,429.1,25.309800000000003,49.56,21.78
1641,3.522806557600181,100.0,23.0,383.0,2.0,1.3333333333333333,2628.0,107.66666666666667,6.408200000000003,1533.3333333333333,0.8888888888888888,1.0683474,1.3895211,1683.0,450.0,25.36,21.11,73.0,312.4,150.0,0.20630509114338003,85.0,390.46666666666664,21.779999999999998,646.0,124.17327281866199
3736,0.3364505112534392,8.3,0.52,59.7,4.0,3.0,958.1,6.14,1.6875000000041248e-06,5150.0,3.0,1.6220025,2.02067,490.0,227.2,25.363000000000003,28.18,82.0,312.4,23.0,0.47680732666875003,93.0,393.475,25.362250000000003,49.12,49.3549546139965
1955,3.010597887585316,11.0,0.0277,6.54,5.0,3.4000000000000004,85.01,0.19433999999999998,8.952063999999993,4380.0,0.64,1.2775235400000002,3.4011897000000006,53.53,79.335,31.304,18.476,92.4,336.4,0.236,1.127489489782287,102.0,399.03999999999996,25.32,3.8867999999999996,18.15978789945253
5208,0.7278671506218484,11.0,0.0277,6.54,5.0,3.125,85.01,110.6423125,10.611303749999994,1837.5,5.859375,2.5117496875000005,3.4011897000000006,53.53,79.335,31.304,15.918750000000001,83.25,245.1,400.0,1.3502249377600841,102.0,328.2625,28.7825,885.1385,65.62433718578916
1792,0.39215295184029775,7.7,0.205,10.5,4.0,3.0,717.824,23.65375,0.07921875000000052,1775.0,3.0,1.7243280225,2.07710403,386.0,277.17,23.35,22.3225,84.75,302.3,94.0,0.37335273440292027,94.0,378.2,22.862499999999997,756.92,45.775
325,0.39796706807533705,22.0,50.0,32.4,3.0,2.5,876.0,58.5,1.3806249999999975,2800.0,0.25,0.9580335,1.112067,505.1,301.2,26.99,24.285,86.0,423.0,67.0,0.02372631912224998,89.0,431.1,25.814999999999998,702.0,40.0
870,0.37460032114873004,42.0,0.0277,6.54,5.0,4.5,85.01,6.020775,6.917526749999996,1975.0,0.75,2.8123922750000006,3.4011897000000006,53.53,79.335,31.304,19.8675,98.5,336.4,24.0,1.0400472230598923,102.0,362.79999999999995,29.7855,48.1662,45.599204622947
3064,0.7216739605683066,7.7,0.205,10.5,4.0,2.4444444444444446,717.824,33.224999999999994,2.2825728395061753,1400.0,3.135802469135802,1.765053038293385,2.319978597320232,302.93,130.4,26.03,22.04222222222222,87.11111111111111,276.3,120.0,0.5186107877067471,94.0,382.9666666666667,24.037777777777777,299.025,38.1482572747898
3911,0.4222472061592738,11.0,0.236,49.8,3.0,2.6666666666666665,553.0,7.863333333333332,0.865279999999999,5333.333333333333,0.5555555555555556,0.6850058333333333,0.746607,317.3,182.2,26.32,20.58,88.0,414.7,46.0,0.018973518673472224,90.0,418.0333333333333,24.240000000000002,188.72,16.333333333333336
1605,1.1033794692710646,65.0,3.0,49.8,4.0,2.6666666666666665,1263.0,145.33333333333331,0.03208888888888872,3733.333333333333,3.5555555555555554,1.7479173333333333,1.970876,722.7,196.6,25.73,28.31,85.0,314.8,430.0,0.09942113408355562,92.0,402.93333333333334,25.60333333333333,436.0,76.66666666666666
4288,0.3916216739792485,58.0,0.02658,15.579091192355275,4.0,3.090909090909091,90.19,37.01933090909091,3.949452694214877,1290.909090909091,2.446280991735537,1.312135909090909,1.4611135,54.8,249.229,29.378,17.96636363636364,91.0,309.6,170.0,0.064487998505719,101.0,350.76363636363635,28.232181818181818,407.21264,116.98621152765257
1635,0.35971268448264687,1.1,0.0089,20.41,5.0,3.333333333333333,238.6,31.339266666666667,24.964177999999983,2033.333333333333,5.555555555555555,2.6304833333333333,3.612725,172.2,121.302,33.949,23.37,85.0,302.3,94.0,1.9295973834722224,99.0,363.9,30.415999999999997,188.0356,54.06666666666666
910,0.9403703996719209,17.0,100.0,153.6,0.0,0.0,1757.0,166.66666666666663,0.2782579999999999,1900.0,0.0,0.23711882,0.66225646,1112.0,177.8,25.929,33.166666666666664,32.0,287.2,200.0,0.09037100647238482,64.0,322.33333333333326,25.555999999999997,500.0,71.33333333333333
2199,0.7736633720299646,11.0,0.236,49.8,3.0,2.571428571428571,553.0,15.134857142857143,0.18792881632652964,3685.7142857142853,0.24489795918367346,0.5795224971428571,0.746607,317.3,195.2,24.7,23.845714285714283,86.57142857142856,414.7,35.0,0.03722297479335811,90.0,421.1285714285714,24.19942857142857,105.944,25.999999999999996
5776,0.26252518035389494,46.798939497262666,0.02658,6.54,5.0,3.8,85.01,6.2219359999999995,6.187550399999996,1680.0,3.7600000000000002,2.43793652,3.4011897000000006,53.53,79.335,31.304,16.1,92.2,314.4,31.0,1.4794158816583947,102.0,334.71999999999997,29.636,124.43872,75.30057186846206
