# c0 + a0 * (cbrt(var:thermal_conductivity) / (ave:bulk_modulus * ave:atomic_volume)) + a1 * ((ave:atomic_number / ave:atomic_weight) * (ave:atomic_radius_rahm - ave:atomic_radius)) + a2 * ((var:thermal_conductivity * var:boiling_point) / (ave:boiling_point^2)) + a3 * ((|ave:atomic_volume - ave:Polarizability|) / sqrt(ave:atomic_weight))
# Property Label: $bandgap$; Unit of the Property: energy
# RMSE: 1.12493124584645; Max AE: 4.4753475028332
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all ,  1.670730994972521e+01, -5.358316290237519e-02, -3.794450825704627e-05,  1.281828774755674e+00,  1.264193645822197e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; force^-1 * length^-1.33333 * power^0.333333 * temperature^-0.333333; 15|cbrt|7|4|mult|div; (cbrt(var:thermal_conductivity) / (ave:bulk_modulus * ave:atomic_volume)); $\left(\frac{ \left(\sqrt[3]{ var:thermal_{conductivity} }\right) }{ \left(ave:bulk_{modulus} ave:atomic_{volume}\right) } \right)$; (nthroot(var:thermal_conductivity, 3) ./ (ave:bulk_modulus .* ave:atomic_volume)); var:thermal_conductivity,ave:bulk_modulus,ave:atomic_volume
# 1;  2; length * mass^-1;                                 1|5|div|3|2|sub|mult; ((ave:atomic_number / ave:atomic_weight) * (ave:atomic_radius_rahm - ave:atomic_radius)); $\left(\left(\frac{ ave:atomic_{number} }{ ave:atomic_{weight} } \right) \left(ave:atomic_{radius, rahm} - ave:atomic_{radius}\right)\right)$; ((ave:atomic_number ./ ave:atomic_weight) .* (ave:atomic_radius_rahm - ave:atomic_radius)); ave:atomic_number,ave:atomic_weight,ave:atomic_radius_rahm,ave:atomic_radius
# 2;  2; length^-1 * power * temperature^-2;               15|9|mult|6|sq|div; ((var:thermal_conductivity * var:boiling_point) / (ave:boiling_point^2)); $\left(\frac{ \left(var:thermal_{conductivity} var:boiling_{point}\right) }{ \left(ave:boiling_{point}^2\right) } \right)$; ((var:thermal_conductivity .* var:boiling_point) ./ (ave:boiling_point).^2); var:thermal_conductivity,var:boiling_point,ave:boiling_point
# 3;  2; length^3 * mass^-0.5;                             4|0|abd|5|sqrt|div; ((|ave:atomic_volume - ave:Polarizability|) / sqrt(ave:atomic_weight)); $\left(\frac{ \left(\left|ave:atomic_{volume} - ave:Polarizability\right|\right) }{ \left(\sqrt{ ave:atomic_{weight} }\right) } \right)$; (abs(ave:atomic_volume - ave:Polarizability) ./ sqrt(ave:atomic_weight)); ave:atomic_volume,ave:Polarizability,ave:atomic_weight
# Number of Samples Per Task
# Task, n_mats_train            
# all , 1143                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
3577        ,  5.216900000000000e+00,  3.254894724361950e+00,  3.143259210002896e-03,  1.732432883235690e+01,  5.055058874558999e+01,  2.237737348690113e+00
3033        ,  0.000000000000000e+00,  1.098589009104361e+00,  1.674261076829976e-02,  3.461526541199840e+01,  4.236839496608352e+03,  1.224993231136327e+00
3404        ,  2.820000000000000e-02,  1.009654717620299e+00,  6.487689293264760e-03,  3.331812243316060e+01,  1.482380601095991e+00,  1.109676966277669e+00
5293        ,  2.833800000000000e+00,  3.218943318797283e+00,  2.037305867359841e-02,  2.246824466328357e+01,  6.591020414282468e+03,  2.393754431149702e+00
3707        ,  1.609999999999999e+00,  1.804765599721571e+00,  1.513118522793068e-02,  3.402003151266602e+01,  8.431830307589631e+03,  1.896207313701781e+00
4870        ,  2.521100000000000e+00,  2.236832699897728e+00,  1.076372200957918e-02,  2.768868283155837e+01,  1.014055539584134e+01,  1.776242069293799e+00
5075        ,  0.000000000000000e+00,  4.559829733647049e-01,  3.604718739209057e-02,  2.063992908229917e+01,  6.714005743012359e+04,  1.749911520936770e+00
5016        ,  3.666500000000000e+00,  2.592874719883598e+00,  5.155600778305541e-02,  3.001402683832357e+01,  1.163776587704296e+03,  1.653671951964989e+00
5647        ,  3.195000000000000e+00,  3.540536910888897e+00,  2.081565437315206e-02,  2.685485450861550e+01,  1.231031160952259e+04,  2.991543422597983e+00
4329        ,  2.076200000000000e+00,  1.480327175239897e+00,  2.674828032042188e-02,  3.351377327255886e+01,  9.887905207977914e+00,  1.221216838589265e+00
3574        ,  2.645500000000000e+00,  2.137523783909433e+00,  1.359061212951302e-02,  2.424797145527328e+01,  1.996354557003292e+03,  1.576888664970481e+00
3908        ,  1.994499999999999e+00,  2.695718217476814e+00,  1.009985795043792e-02,  2.392936285158074e+01,  3.224343727977780e+03,  2.080886505276787e+00
4303        ,  0.000000000000000e+00,  9.807111896867072e-01,  2.637177407190005e-02,  2.380449170880044e+01,  3.951055514364344e+04,  1.599780504101550e+00
4983        ,  0.000000000000000e+00,  3.018705839393945e+00,  1.174492426716204e-02,  1.520808775686605e+01,  1.594714413742356e+03,  1.898610991875847e+00
4042        ,  1.349900000000000e+00,  1.073575245384269e+00,  1.505016949702805e-02,  4.055454097602265e+01,  5.162741831493743e+02,  1.365677017874465e+00
3447        ,  1.737800000000000e+00,  1.626536911589894e+00,  1.047303882430637e-02,  3.153334152599238e+01,  8.050851041323394e+03,  1.702652306340786e+00
3615        ,  3.120000000000012e-02,  8.825059097873635e-01,  4.528863284604526e-03,  4.115821311812758e+01,  1.374861829566686e+02,  1.367773340528470e+00
4735        ,  0.000000000000000e+00,  3.321704812618357e-01,  4.547292391930872e-03,  3.693013479739945e+01,  3.768999211286318e+02,  7.685414327108333e-01
4750        ,  9.359000000000002e-01,  5.819967470217915e-01,  6.123804317682374e-03,  3.608466326213821e+01,  2.816355284571715e+01,  8.972257988418406e-01
4136        ,  0.000000000000000e+00,  1.323650318012010e+00,  1.975758273603987e-02,  1.975183902240045e+01,  1.358098271395107e+04,  1.016555688178337e+00
3925        ,  4.481500000000000e+00,  3.789487544978686e+00,  9.739631070081758e-03,  2.685993574366766e+01,  1.283322870791307e+03,  3.003916207587138e+00
4443        ,  2.707600000000000e+00,  1.826118090065800e+00,  4.225357305287881e-03,  2.531226468137052e+01,  1.846684619403192e+02,  1.446876901541049e+00
4617        ,  2.861800000000000e+00,  2.083833722332492e+00,  1.158473525551731e-02,  2.463840789280075e+01,  4.978746359636201e+03,  1.665753072555194e+00
3836        ,  2.259999999999995e-02,  7.793865861254842e-01,  2.367932927265719e-03,  3.551720733272630e+01,  2.650395103268723e+01,  1.076400502045216e+00
5832        ,  3.573500000000000e+00,  2.762046747092571e+00,  1.121804747279413e-02,  2.193973178625496e+01,  3.155512964908302e+03,  2.032848978365186e+00
4712        ,  1.100500000000000e+00,  7.857207545197292e-01,  7.048648786408200e-03,  3.588038513935737e+01,  6.056256761339365e+01,  1.036523530780098e+00
4913        ,  1.940700000000000e+00,  1.422423190286687e+00,  1.274537446860728e-02,  3.123335486346853e+01,  6.507691988817991e+02,  1.282202205191375e+00
4046        ,  0.000000000000000e+00,  2.319400554221313e+00,  8.769032270579071e-03,  2.118713040986008e+01,  1.613290670935324e+03,  1.642332416875566e+00
4558        ,  0.000000000000000e+00,  3.673291228031407e-01,  1.217217615909091e-02,  4.163412511352453e+01,  1.673827304138313e+03,  9.316157062978829e-01
4191        ,  1.821500000000000e+00,  8.589392828764495e-01,  5.589757019523250e-02,  2.910811244151992e+01,  5.091019758952137e+02,  1.871310474164950e-01
4636        ,  3.054200000000000e+00,  2.513883424589431e+00,  6.239113670068699e-03,  2.268501491432367e+01,  5.995467785713179e+02,  1.859636307985977e+00
5195        ,  2.369000000000003e-01,  1.555773121550857e+00,  1.067588997241479e-02,  3.283478378760403e+01,  1.101409283713324e+03,  1.493489702281776e+00
3086        ,  1.589400000000000e+00,  8.640961967425539e-01,  1.825620447213075e-02,  3.426123039867687e+01,  2.488095620494916e+03,  9.557634864584224e-01
5751        ,  5.041900000000000e+00,  3.613851653211438e+00,  2.116876695511678e-02,  3.019625902424321e+01,  1.440978887164038e+04,  3.245962610388639e+00
5102        ,  3.760100000000000e+00,  3.076753217356133e+00,  1.004235608386250e-02,  1.651816357717416e+01,  6.373368935854641e+02,  1.992510818090456e+00
5500        ,  1.070000000000002e-01,  1.433539582504746e+00,  2.529822676946777e-02,  2.527790202166748e+01,  3.115255944008098e+04,  1.781220047943907e+00
3022        ,  0.000000000000000e+00,  3.282264166843634e-01,  4.824297790832408e-03,  3.734969476906345e+01,  2.861709939428328e+02,  7.767068026523535e-01
3170        ,  1.528999999999998e-01,  2.267718284624912e+00,  2.107670902396466e-02,  2.486521799219742e+01,  1.744732051759276e+03,  1.599238209356941e+00
4533        ,  1.544200000000000e+00,  1.644902462726600e+00,  9.064794868130666e-03,  2.203600800363016e+01,  8.737895314103680e+02,  1.125871901536166e+00
5493        ,  0.000000000000000e+00,  1.023282954861857e+00,  3.413499782875201e-02,  4.455282487207104e+01,  4.393512963920900e+03,  1.359601466531130e+00
5095        ,  9.836999999999998e-01,  7.356128142322713e-01,  4.896252637071382e-02,  3.118011420335171e+01,  3.144462876081856e+04,  1.183673832747013e+00
5258        ,  3.733000000000000e-01,  1.068049607226976e+00,  4.401711705340396e-02,  3.929021032290138e+01,  9.600876421356556e+03,  1.199881488726167e+00
3559        ,  4.266400000000000e+00,  3.968378904171218e+00,  1.586753905200969e-02,  2.593150042768154e+01,  1.089698818249583e+04,  3.309376508468080e+00
3426        ,  3.814500000000001e+00,  2.115192123844800e+00,  3.448944220980478e-03,  2.256276747054787e+01,  2.386537330788253e+02,  1.569176773828409e+00
4705        ,  2.014900000000000e+00,  1.524051282690472e+00,  2.556289201502877e-02,  3.671684355737548e+01,  7.554949339907314e+02,  1.426744356294598e+00
5717        ,  8.259000000000003e-01,  3.055198812558527e+00,  1.332680748018937e-02,  1.383280003152441e+01,  2.192429580828836e+03,  1.866665775074734e+00
5108        ,  2.033300000000000e+00,  2.258043836051310e+00,  8.873856954496974e-03,  2.426769321712494e+01,  1.610899946535520e+03,  1.721802880655533e+00
5105        ,  1.147400000000000e+00,  1.104552394017104e+00,  1.901574285699852e-02,  3.611879745650822e+01,  2.264210135425364e+02,  1.144152564843315e+00
4721        ,  2.367300000000000e+00,  2.132995076437112e+00,  1.965168095612278e-02,  2.687733648610105e+01,  2.431361932029886e+02,  1.552370431717315e+00
4062        ,  5.457999999999998e-01,  2.888794736182863e+00,  1.057065869230031e-02,  1.978096256479570e+01,  7.558284369940448e+03,  2.180256675005509e+00
3907        ,  1.832000000000000e+00,  7.308420021146659e-01,  3.227768143560994e-03,  4.053098944770917e+01,  1.654967335561209e+02,  1.241023268586981e+00
3583        ,  1.527200000000000e+00,  1.490307259927472e-01,  1.201911282439628e-02,  3.877715424841954e+01,  5.126021394382481e+03,  7.460723224780673e-01
5228        ,  8.589000000000000e-01,  9.248478222106252e-01,  2.417166720680997e-02,  3.550340471443364e+01,  1.045628181659466e+04,  1.213854659168073e+00
3315        ,  3.259000000000000e+00,  2.342815819771062e+00,  1.632394413745602e-02,  2.484188016071130e+01,  6.701222887015500e+03,  1.865517567835475e+00
3746        ,  0.000000000000000e+00,  4.997860587589934e-01,  6.811060092542029e-03,  3.519535466913415e+01,  1.972287966011818e+03,  8.445073646794385e-01
3126        ,  0.000000000000000e+00,  8.968340502631407e-01,  8.712917546438438e-03,  3.367666172465368e+01,  1.479595167326555e+02,  1.011981723516952e+00
5676        ,  4.641999999999999e-01,  2.140013401023591e+00,  8.081957492710665e-03,  2.282560714098212e+01,  2.135531944114125e+03,  1.595292570981201e+00
3598        ,  9.411999999999998e-01,  1.168816157335551e+00,  6.076250251677299e-03,  3.197725056526599e+01,  1.162074458503292e+03,  1.217511508601181e+00
5120        ,  8.623000000000001e-01,  9.689945351431681e-01,  5.579307558912922e-02,  3.430661890174355e+01,  2.003326880339752e+04,  1.069611161938731e+00
4244        ,  6.532000000000000e-01,  6.304739497973251e-01,  5.084686391022805e-03,  3.435609526432206e+01,  3.879104433512887e+02,  8.869797706938671e-01
4710        ,  0.000000000000000e+00,  2.046705423330836e+00,  4.403329996818810e-03,  2.569347597485150e+01,  1.854484287655960e+02,  1.632603728189076e+00
3178        ,  0.000000000000000e+00, -4.867366967845996e-01,  2.611144449264223e-02,  4.292427016624146e+01,  9.818715837993341e+01,  9.093374055904221e-02
5371        ,  4.331500000000000e+00,  2.375392613528292e+00,  2.029753751335017e-02,  2.039081174278033e+01,  2.393529373066061e+03,  1.525560385404802e+00
4218        ,  2.750400000000000e+00,  1.922955329679054e+00,  4.150463398146925e-03,  1.911501525594114e+01,  1.597624251587061e+03,  1.306167158476093e+00
5277        ,  4.523999999999999e-01,  2.331863028638268e+00,  8.353589425950509e-03,  2.106805565225342e+01,  1.587615603954244e+03,  1.651732094196270e+00
3755        ,  1.748400000000000e+00,  5.432372237838224e-01,  3.699970656151744e-02,  3.583475209236882e+01,  2.190071331616376e+04,  1.101573935918722e+00
3400        ,  6.249000000000002e-01,  1.809366544681536e+00,  2.591000962661666e-02,  2.171114088159934e+01,  4.287793459324454e+04,  2.264436667568150e+00
5825        ,  2.044100000000000e+00,  1.908893327623614e+00,  7.424351035469727e-02,  4.259949027984148e+01,  1.010652044798051e+04,  1.615186645155308e+00
3969        ,  2.773000000000000e+00,  1.763018927963484e+00,  6.512868662822242e-03,  2.027663337971503e+01,  2.935233668902653e+02,  1.160557903943786e+00
3495        ,  1.237600000000000e+00,  4.549805296699980e-01,  1.931902799729189e-02,  3.358005955325351e+01,  7.045682140232694e+03,  7.291836936706397e-01
3278        ,  1.245800000000000e+00,  1.129934892147887e+00,  2.797964880193264e-02,  3.552368835043340e+01,  6.321316826731368e+02,  1.034252088300367e+00
4278        ,  7.349000000000001e-01,  1.365333926398954e+00,  2.211631610543935e-02,  4.437766263016638e+01,  7.731064592482580e+02,  1.668605702216461e+00
3966        ,  1.750200000000000e+00,  8.179220969013311e-01,  6.775286255997515e-03,  3.754682115567098e+01,  1.442639779464395e+02,  1.137346213836558e+00
4647        ,  3.913400000000000e+00,  3.237938823385688e+00,  1.905534616772958e-02,  2.796170182025852e+01,  1.897049444276954e+04,  3.021842063394709e+00
4958        ,  3.220400000000000e+00,  2.547921404844098e+00,  4.573136609793641e-03,  2.178141120872668e+01,  1.045307744479167e+02,  1.855478882168145e+00
4890        ,  2.595300000000000e+00,  3.218943318797283e+00,  2.037305867359841e-02,  2.246824466328357e+01,  6.591020414282468e+03,  2.393754431149702e+00
3933        ,  3.733600000000000e+00,  2.091003959264020e+00,  6.400050861331394e-02,  3.454774888928076e+01,  2.708779225053334e+03,  1.335197777676342e+00
3444        ,  2.131800000000000e+00,  1.363958266739882e+00,  1.142546055752136e-02,  3.826123680779281e+01,  6.832682904764703e+02,  1.548537771319139e+00
4837        ,  2.507100000000000e+00,  2.393305492927161e+00,  4.187193587243662e-03,  2.621700994063945e+01,  2.297725412649606e+02,  1.929012731865405e+00
4994        ,  3.688700000000000e+00,  2.253963003378998e+00,  2.508904928314474e-02,  2.612745565754870e+01,  1.688136845179851e+04,  2.037047243435146e+00
4339        ,  0.000000000000000e+00,  7.232606594100678e-01,  1.430388748896614e-02,  4.415732366384641e+01,  7.564333089136744e+02,  1.259824339081711e+00
4325        ,  2.300000000000000e-01,  3.018705839393945e+00,  1.174492426716204e-02,  1.520808775686605e+01,  1.594714413742356e+03,  1.898610991875847e+00
5893        ,  4.026400000000000e+00,  1.989039623489240e+00,  1.981323534667656e-02,  3.035108127472354e+01,  1.021686597544354e+02,  1.578996996513409e+00
5161        ,  4.347900000000000e+00,  2.989632117253848e+00,  3.695754630420216e-03,  2.035290544355161e+01,  2.826575169614460e+02,  2.157067118621082e+00
3743        ,  0.000000000000000e+00, -2.456597452282562e-01,  1.559574872389622e-02,  4.300960741920732e+01,  4.033094159156848e+02,  4.286670654581488e-01
4950        ,  1.466200000000001e+00,  6.218271708152846e-01,  2.910658006051270e-02,  1.823558813904795e+01,  7.071296412248278e+04,  1.975014183722900e+00
4189        ,  1.018400000000000e+00,  1.651927490219361e+00,  1.991883440071579e-02,  1.891628030628446e+01,  2.734961560058623e+04,  1.643203515048842e+00
4450        ,  5.732999999999999e-01,  1.042280708036407e+00,  2.674123760802720e-03,  3.333594244525970e+01,  9.357625643893435e-01,  1.185564265076765e+00
4947        ,  8.538999999999999e-01,  8.670600567757945e-01,  2.607665851915783e-02,  3.402278039760372e+01,  1.245730920890130e+04,  1.141283672208094e+00
4749        ,  2.372800000000001e+00,  2.956204973683371e+00,  1.206635256713948e-02,  2.106600734938467e+01,  1.798580812356961e+03,  2.096570662537760e+00
5135        ,  1.470899999999999e+00,  2.398952982584716e+00,  9.038012561321767e-03,  1.858463866126490e+01,  8.130012899086879e+02,  1.568408475601959e+00
3721        ,  1.803700000000000e+00,  1.453300015848421e+00,  3.393437107491122e-03,  3.004971256492238e+01,  3.925322988598578e+00,  1.359556585703098e+00
4840        ,  3.246200000000000e+00,  3.017615757564319e+00,  1.079021758157130e-03,  1.871691638543604e+01,  2.102119269062612e+00,  2.136311774480931e+00
4848        ,  7.781000000000002e-01,  1.071663573461329e+00,  2.736160596405607e-02,  3.299509832905061e+01,  1.308661768618834e+04,  1.259823565732477e+00
5490        ,  2.288300000000000e+00,  1.516404027793736e-01,  2.160773861315600e-02,  3.723506828182248e+01,  4.902479043579568e+03,  5.520506876938170e-01
5388        ,  1.719900000000000e+00,  9.180211760805699e-01,  4.947876322646221e-02,  3.741678366446115e+01,  1.107940334678379e+04,  9.771060284510091e-01
3448        ,  1.538000000000000e+00,  8.389594587585256e-01,  1.681041807802256e-02,  3.512067248399033e+01,  2.945666687415805e+02,  9.259917341873695e-01
4846        ,  0.000000000000000e+00,  1.615484473252253e-02,  5.981618751401253e-03,  3.905111152364702e+01,  3.806140609424017e+02,  5.920827641295647e-01
5732        ,  5.205000000000001e-01,  3.339609271049786e-01,  8.281648065625794e-03,  3.825419719165293e+01,  1.075079933848588e+03,  7.972808065550339e-01
4953        ,  2.663900000000000e+00,  1.995994034601142e+00,  2.234644111234617e-02,  3.018187830520179e+01,  1.263362423283766e+03,  1.578705111419143e+00
3082        ,  3.936999999999999e-01,  2.027354111642322e+00,  8.947186980295535e-03,  2.384208452899568e+01,  2.382647286111253e+03,  1.545931685775072e+00
4685        ,  7.060000000000000e-01,  1.092914812705419e+00,  8.336385385527141e-03,  3.558297515225060e+01,  1.172403935026737e+01,  1.245514097413921e+00
5625        ,  8.441999999999998e-01,  3.136121480187782e+00,  1.904307700619251e-03,  2.336425543783392e+01,  1.398759010011757e+01,  2.412626002569937e+00
5067        ,  2.608600000000000e+00,  2.848754591429696e+00,  2.125833704797547e-02,  2.693352298633669e+01,  7.379692016513278e+03,  2.303422666151980e+00
3965        ,  4.246200000000000e+00,  2.395049143113893e+00,  1.415876971395301e-02,  2.114453816324201e+01,  5.633449407517843e+03,  1.748322621370988e+00
3422        ,  9.169000000000000e-01,  1.686372565540399e+00,  3.791221166714125e-02,  3.883214804009669e+01,  1.177285907162809e+03,  1.493326359433176e+00
3134        ,  0.000000000000000e+00, -8.109930764806352e-01,  1.764788153757679e-02,  4.475419830405144e+01,  9.481971022856191e+02,  4.994038456752285e-02
5724        ,  0.000000000000000e+00,  2.477443172894884e+00,  1.501011383314401e-02,  2.871387905425913e+01,  1.528118689183031e+03,  1.996393843251321e+00
5875        ,  4.952999999999994e-01,  3.091509043492005e+00,  1.164001922008964e-02,  2.213417390147939e+01,  1.527153269362622e+03,  2.244299840280095e+00
4070        ,  7.039999999999997e-01,  1.959034295578995e+00,  2.230310635341184e-03,  2.469929961603755e+01,  2.120405995820476e+01,  1.546110814679300e+00
4121        ,  1.252800000000000e+00, -1.795904112489317e-01,  3.584523629492598e-02,  2.756525481314165e+01,  2.092162663413554e+04,  1.780525200331473e-01
3358        ,  0.000000000000000e+00,  2.044191437118536e-02,  2.134311086549614e-02,  3.889163774663447e+01,  6.601866765615746e+02,  3.968156510161123e-01
3180        ,  1.234700000000000e+00,  1.341695151164575e+00,  4.435848151108443e-02,  4.249957266868073e+01,  3.728540047918083e+03,  1.369238844239773e+00
5476        ,  0.000000000000000e+00,  4.222348442549200e-01,  3.659765459637181e-02,  4.090163330015116e+01,  1.122830151160906e+04,  9.082992378565882e-01
3830        ,  6.069000000000000e-01,  8.139918872735428e-01,  6.822526433388643e-03,  3.863951376576137e+01,  7.137543612296896e+02,  1.196199232470292e+00
3277        ,  1.579500000000000e+00,  1.341695151164575e+00,  4.435848151108443e-02,  4.249957266868073e+01,  3.728540047918083e+03,  1.369238844239773e+00
