# c0 + a0 * (cbrt(var:thermal_conductivity) / (ave:bulk_modulus * ave:atomic_volume)) + a1 * ((ave:atomic_number / ave:atomic_weight) * (ave:atomic_radius_rahm - ave:atomic_radius)) + a2 * ((var:thermal_conductivity * var:boiling_point) / (ave:boiling_point^2)) + a3 * ((|ave:atomic_volume - ave:Polarizability|) / sqrt(ave:atomic_weight))
# Property Label: $bandgap$; Unit of the Property: energy
# RMSE: 1.12493124584645; Max AE: 4.4753475028332
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all ,  1.670730994972521e+01, -5.358316290237519e-02, -3.794450825704627e-05,  1.281828774755674e+00,  1.264193645822197e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; force^-1 * length^-1.33333 * power^0.333333 * temperature^-0.333333; 15|cbrt|7|4|mult|div; (cbrt(var:thermal_conductivity) / (ave:bulk_modulus * ave:atomic_volume)); $\left(\frac{ \left(\sqrt[3]{ var:thermal_{conductivity} }\right) }{ \left(ave:bulk_{modulus} ave:atomic_{volume}\right) } \right)$; (nthroot(var:thermal_conductivity, 3) ./ (ave:bulk_modulus .* ave:atomic_volume)); var:thermal_conductivity,ave:bulk_modulus,ave:atomic_volume
# 1;  2; length * mass^-1;                                 1|5|div|3|2|sub|mult; ((ave:atomic_number / ave:atomic_weight) * (ave:atomic_radius_rahm - ave:atomic_radius)); $\left(\left(\frac{ ave:atomic_{number} }{ ave:atomic_{weight} } \right) \left(ave:atomic_{radius, rahm} - ave:atomic_{radius}\right)\right)$; ((ave:atomic_number ./ ave:atomic_weight) .* (ave:atomic_radius_rahm - ave:atomic_radius)); ave:atomic_number,ave:atomic_weight,ave:atomic_radius_rahm,ave:atomic_radius
# 2;  2; length^-1 * power * temperature^-2;               15|9|mult|6|sq|div; ((var:thermal_conductivity * var:boiling_point) / (ave:boiling_point^2)); $\left(\frac{ \left(var:thermal_{conductivity} var:boiling_{point}\right) }{ \left(ave:boiling_{point}^2\right) } \right)$; ((var:thermal_conductivity .* var:boiling_point) ./ (ave:boiling_point).^2); var:thermal_conductivity,var:boiling_point,ave:boiling_point
# 3;  2; length^3 * mass^-0.5;                             4|0|abd|5|sqrt|div; ((|ave:atomic_volume - ave:Polarizability|) / sqrt(ave:atomic_weight)); $\left(\frac{ \left(\left|ave:atomic_{volume} - ave:Polarizability\right|\right) }{ \left(\sqrt{ ave:atomic_{weight} }\right) } \right)$; (abs(ave:atomic_volume - ave:Polarizability) ./ sqrt(ave:atomic_weight)); ave:atomic_volume,ave:Polarizability,ave:atomic_weight
# Number of Samples Per Task
# Task, n_mats_train            
# all , 1143                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
4178        ,  2.596900000000000e+00,  2.392005568084876e+00,  2.247902776972561e-02,  2.809311661190845e+01,  5.333925263982752e+03,  1.919101132276621e+00
4700        ,  7.430000000000003e-02,  1.597515821745034e+00,  2.199742271241412e-02,  2.932890109786837e+01,  1.081042058479483e+04,  1.519341610473089e+00
5159        ,  2.832700000000000e+00,  3.609964900852474e+00,  1.108112176794418e-01,  2.435489851625407e+01,  1.591457545182485e+03,  1.450906314955398e+00
4672        ,  6.372000000000000e-01,  3.404496401268463e-01,  3.288445869969233e-02,  2.383948628591976e+01,  3.196503323862603e+04,  7.935051195125555e-01
5042        ,  3.263400000000000e+00,  2.389455426611156e+00,  9.122914022694266e-03,  1.867395674413084e+01,  1.012994586197114e+03,  1.569546351183732e+00
5909        ,  1.706400000000000e+00,  1.482094762067308e+00,  1.817193060077640e-02,  3.653606259817210e+01,  6.518460879853516e+02,  1.479720887800864e+00
3034        ,  1.700700000000000e+00,  1.143704940351772e+00,  1.479654214453496e-02,  3.297249853715623e+01,  6.808380900559962e+01,  1.093480715528155e+00
3339        ,  0.000000000000000e+00,  1.341695151164575e+00,  4.435848151108443e-02,  4.249957266868073e+01,  3.728540047918083e+03,  1.369238844239773e+00
4575        ,  2.957400000000000e+00,  3.456428583167324e+00,  8.752796561591321e-03,  2.526320549737438e+01,  2.621753357084707e+03,  2.729820798755693e+00
5517        ,  1.991000000000000e+00,  9.542553345745994e-01,  3.078267382743321e-02,  2.203488959693800e+01,  3.023037432029741e+04,  1.172966165579701e+00
5696        ,  0.000000000000000e+00,  3.078029260490888e+00,  8.877662846652604e-03,  2.156661680627239e+01,  1.332215721375424e+03,  2.240292633804668e+00
4993        ,  7.869999999999999e-01,  2.002712654701665e-01,  2.894891267506574e-02,  2.544087468760470e+01,  7.487178926578564e+04,  2.072503733710263e+00
4049        ,  4.949900000000000e+00,  4.106201511953160e+00,  1.511148625106430e-02,  2.820115614104485e+01,  8.424468189660842e+03,  3.448436417493201e+00
3296        ,  6.007300000000000e+00,  3.367165794779645e+00,  1.012112074323300e-02,  2.125148517958693e+01,  4.631204578850207e+03,  2.534134109259864e+00
5474        ,  0.000000000000000e+00,  1.313346974612546e-01,  1.107002377724093e-02,  4.094469499169238e+01,  4.248617179237302e+02,  6.960821768911492e-01
4069        ,  2.483500000000000e+00,  1.192508054973399e+00,  4.236437421093666e-02,  3.205889040227578e+01,  2.660116944688785e+04,  1.519473394075776e+00
3708        ,  3.914400000000000e+00,  3.539527037678039e+00,  1.077739456399548e-02,  1.783621422388198e+01,  2.086552369842414e+03,  2.441953370072766e+00
3067        ,  0.000000000000000e+00,  2.040445875046146e+00,  1.018630025858295e-02,  2.310786715363006e+01,  3.748229095886029e+03,  1.549726385132078e+00
3245        ,  0.000000000000000e+00,  7.931353698889205e-01,  2.719924541990156e-03,  3.435926955627136e+01,  3.539837694086973e+01,  1.034397604159720e+00
3972        ,  9.501000000000001e-01,  1.140086071944712e+00,  1.406099505126247e-02,  3.322750567090050e+01,  1.667058752920509e+01,  1.109382515086838e+00
5077        ,  1.153900000000000e+00,  1.260952652961629e+00,  3.724595689896989e-03,  3.268994961381570e+01,  4.331272529467326e+02,  1.328255974663038e+00
3503        ,  7.069999999999999e-01,  1.545185900988288e+00,  8.384497162169345e-03,  2.504022918989669e+01,  1.482353392445791e+03,  1.200543897084090e+00
4802        ,  0.000000000000000e+00,  1.347969898177999e-01,  4.805837340710093e-03,  3.817290481391606e+01,  2.761056349121919e+02,  6.601602462718626e-01
4651        ,  3.520400000000000e+00,  3.748410237573992e+00,  1.911402842320908e-02,  2.885520882005333e+01,  1.805760689844398e+04,  3.429641345181075e+00
3793        ,  0.000000000000000e+00,  4.120119156260722e+00,  1.622992808969255e-01,  2.053800627467153e+01,  1.126879979808290e+03,  1.004495598661970e+00
3873        ,  3.645000000000000e+00,  3.075705776043912e+00,  9.015177686548173e-03,  2.316257068514755e+01,  1.612103421639558e+03,  2.311687091576776e+00
4895        ,  2.159000000000000e-01,  3.614255276644129e-01,  1.995564260890838e-03,  3.921291941047351e+01,  1.205120280515461e-01,  9.088953342085344e-01
5431        ,  0.000000000000000e+00,  1.100142777059455e+00,  3.190664571690564e-02,  4.036330049261084e+01,  2.127748547083368e+02,  1.149718186716638e+00
5297        ,  1.494600000000000e+00,  1.851991301368666e+00,  7.040086396670097e-03,  2.393923255962148e+01,  1.276106493704639e+03,  1.405287365135874e+00
