# FEAT_ID     Score                   Feature Expression
0             0.912709077008195924    ((max:en_ghosh * ave:covalent_radius_pyykko) * (ave:covalent_radius_pyykko_triple * min:covalent_radius_pyykko))
1             0.912711753390782365    ((ave:covalent_radius_pyykko_triple * min:covalent_radius_pyykko) / (min:vdw_radius_mm3 - ave:covalent_radius_pyykko_triple))
2             0.912723561089856861    ((min:covalent_radius_cordero * min:gs_volume_per) + (ave:gs_volume_per * min:covalent_radius_pyykko_triple))
3             0.912728958609776542    ((ave:covalent_radius_pyykko_triple^3) * (min:atomic_radius_rahm / min:covalent_radius_pyykko_triple))
4             0.912735996976511643    ((min:vdw_radius / ave:atomic_number) - ave:covalent_radius_pyykko_triple)
5             0.912738369043992526    (|(min:vdw_radius_mm3 / ave:atomic_number) - ave:covalent_radius_pyykko_triple|)
6             0.912739125479915758    ((min:vdw_radius^2) * (ave:gs_volume_per + min:gs_volume_per))
7             0.912754546737060024    ((min:vdw_radius * ave:covalent_radius_pyykko_triple) * sqrt(max:en_ghosh))
8             0.912762751658761862    ((min:covalent_radius_slater / min:covalent_radius_cordero) * (ave:covalent_radius_pyykko_triple^3))
9             0.912767118358036811    ((ave:covalent_radius_pyykko_triple^3) / (min:vdw_radius_alvarez + min:covalent_radius_cordero))
10            0.912801128701178244    ((min:covalent_radius_pyykko / min:vdw_radius_alvarez) * (ave:gs_volume_per + min:gs_volume_per))
11            0.9128048009745241      ((ave:covalent_radius_pyykko_triple^2) / sqrt(max:mendeleev_number))
12            0.912809680301131965    ((ave:covalent_radius_pyykko_triple^3) * max:en_ghosh)
13            0.912822946106426114    ((min:covalent_radius_slater * min:gs_volume_per) + (ave:gs_volume_per * min:covalent_radius_pyykko_triple))
14            0.912830470610860423    ((min:vdw_radius_alvarez * ave:gs_volume_per) + (min:atomic_radius_rahm * min:gs_volume_per))
15            0.91283576618042872     ((min:vdw_radius * ave:covalent_radius_pyykko_triple) / (min:vdw_radius_mm3 + min:atomic_radius_rahm))
16            0.912836288043008759    ((|ave:covalent_radius_pyykko_triple - min:covalent_radius_cordero|) + (ave:covalent_radius_pyykko_triple + min:covalent_radius_pyykko_triple))
17            0.912845656028213326    ((ave:covalent_radius_pyykko_triple^3) / (max:mendeleev_number + min:period))
