# FEAT_ID     Feature Postfix Expression (RPN)
0             14|6|div
1             2|10|div
2             24|0|mult
3             20|17|div
4             7|3|mult
5             5|24|div
6             26|1|mult
7             19|18|mult
8             24|1|mult
9             6|cbrt
10            22|19|mult
11            25|6|div
12            29|10|sub
13            27|inv
14            7|6|mult
15            5|sq
16            29|13|sub
17            28|7|mult
18            0|18|div
19            25|1|div
20            20|1|div
21            12|29|div
22            14|sqrt
23            29|6|div
24            29|1|mult
25            12|1|mult
26            14|26|div
27            10|sqrt
28            26|25|add
29            12|sq
30            25|cbrt
31            26|1|div
32            0|27|div
33            2|28|div
34            25|1|mult
35            7|20|div
36            20|1|mult
37            2|17|div
38            25|24|div
39            7|2|mult
40            15|4|mult
41            20|6|div
42            0|22|div
43            17|7|div
44            25|sqrt
45            26|14|add
46            14|1|div
47            0|11|div
48            26|6|div
49            29|26|add
50            26|cb
51            24|27|div
52            26|20|add
53            17|14|mult
54            22|sp
55            10|26|div
56            0|8|div
57            12|26|div
58            28|13|mult
59            26|10|add
60            0|25|div
61            28|18|div
62            26|12|div
63            0|12|div
64            14|1|mult
65            29|12|div
66            29|inv
67            25
68            10|2|mult
69            0|29|div
70            0|20|div
71            22|inv
72            0|14|div
73            4|1|mult
74            21|2|mult
75            1|sqrt
76            24|23|div
77            12|sin
78            0|6|div
79            25|5|mult
80            0|26|div
81            24|22|div
82            18|29|div
83            20|cbrt
84            21|sq
85            29|8|sub
86            13|1|mult
87            26|2|mult
88            23|7|div
89            1|cbrt
90            28|14|mult
91            8|1|mult
92            0|13|div
93            5|3|mult
94            20|24|div
95            13|2|mult
96            25|24|mult
97            26|10|sub
98            29|2|mult
99            20|sqrt
100           26|25|mult
101           4|3|mult
102           25|2|mult
103           14|2|mult
104           7|29|div
105           26|sp
106           0|10|div
107           7|25|div
108           14|28|div
109           20|2|mult
110           14|24|div
111           2|cbrt
112           28|10|mult
113           24|14|mult
114           7|26|div
115           14
116           24|8|div
117           27|sp
118           29|26|mult
119           29|24|div
120           12|4|mult
121           28|7|div
122           10|1|mult
123           26|20|mult
124           29|5|mult
125           21|6|mult
126           25|20|add
127           11|1|mult
128           11|2|mult
129           25|sq
130           2|24|div
131           18|1|mult
132           5|17|div
133           26|5|mult
134           8|2|mult
135           23|inv
136           25|14|add
137           14|10|add
138           17|0|mult
139           28|0|mult
140           20|14|add
141           20|5|mult
142           27|1|mult
143           8|inv
144           25|10|add
145           26|11|div
146           24|10|mult
147           5|28|div
148           20
149           14|17|div
150           22|2|mult
151           2
152           22|1|mult
153           16|4|mult
154           29|25|add
155           10
156           10|24|div
157           12|28|div
158           20|10|add
159           2|20|div
160           29|cbrt
161           12|nexp
162           29|14|add
163           10|28|div
164           27|2|mult
165           2|25|div
166           28|8|mult
167           29|sqrt
168           5|1|mult
169           24|2|mult
170           29|20|add
171           17|10|mult
172           2|sqrt
173           2|29|div
174           29|8|div
175           24|13|div
176           26|8|div
177           26|14|mult
178           19|14|mult
179           29|10|add
180           5|23|div
181           4|0|mult
182           20|11|div
183           25|cb
184           10|17|div
185           19|13|mult
186           21|19|mult
187           20|8|div
188           2|26|div
189           29
190           24|20|mult
191           25|8|div
192           24|12|mult
193           25|20|mult
194           4|23|div
195           12|24|div
196           18|2|mult
197           12
198           24|11|div
199           13|inv
200           26|12|mult
201           26|8|add
202           29|11|div
203           29|25|mult
204           24|12|div
205           26|10|mult
206           12|23|div
207           26|13|add
208           12|17|div
209           26|13|div
210           27|21|mult
211           29|14|mult
212           19|7|mult
213           14|12|mult
214           20|sq
215           11|inv
216           1|23|div
217           25|14|mult
218           29|20|mult
219           20|14|mult
220           29|13|div
221           12|inv
222           25|sp
223           29|sq
224           14|sq
225           20|13|div
226           19|10|mult
227           12|sqrt
228           17|2|mult
229           27|cbrt
230           27|24|mult
231           25|10|mult
232           25|11|div
233           26|11|add
234           14|cb
235           29|10|mult
236           0|cbrt
237           12|cbrt
238           29|12|mult
239           14|8|add
240           28|2|mult
241           12|log
242           20|10|mult
243           19|11|mult
244           29|24|mult
245           8|25|div
246           22|21|mult
247           27|sqrt
248           10|8|add
249           14|13|add
250           29|cb
251           20|12|mult
252           22|cbrt
253           29|sp
254           8|20|div
255           13|28|div
256           12|10|mult
257           8|29|div
258           10|5|mult
259           20|8|add
260           25|8|add
261           22|28|div
262           20|cb
263           0|sqrt
264           0|2|div
265           13|5|mult
266           7|inv
267           22|5|mult
268           14|10|mult
269           14|11|add
270           13|17|div
271           13|10|add
272           21|23|div
273           19|8|mult
274           25|13|add
275           8|cbrt
276           24|7|div
277           24|22|mult
278           14|5|mult
279           26|23|div
280           25|23|div
281           22|sqrt
282           7|23|div
283           20|13|add
284           29|23|div
285           18|5|mult
286           11|5|mult
287           8|26|div
288           8|28|div
289           12|8|mult
290           11|10|add
291           27|28|div
292           22|17|div
293           13|12|mult
294           8|sqrt
295           27|5|mult
296           25|12|mult
297           29|8|add
298           25|11|add
299           20|sp
300           8|17|div
301           11|20|div
302           8|5|mult
303           10|sq
304           20|11|add
305           10|cb
306           12|11|mult
307           26|22|add
308           25|13|div
309           11|26|div
310           21|1|mult
311           20|23|div
312           27
313           11|28|div
314           29|21|mult
315           27|17|div
316           29|13|add
317           26|21|mult
318           11|25|div
319           11|29|div
320           11|17|div
321           4|2|mult
322           22
323           14|8|mult
324           8|24|div
325           13|cbrt
326           14|13|mult
327           7|1|mult
328           26|8|mult
329           22|12|mult
330           8
331           27|26|add
332           22|24|div
333           14|11|mult
334           29|11|add
335           13|29|div
336           26|13|mult
337           13|sqrt
338           24|8|mult
339           13|20|div
340           11|cbrt
341           24|7|mult
342           27|22|add
343           27|24|div
344           19|4|mult
345           13|25|div
346           13|10|mult
347           21|28|div
348           10|8|mult
349           13|24|div
350           11|sqrt
351           10|23|div
352           8|cb
353           13|8|add
354           7
355           13|26|div
356           25|21|mult
357           29|8|mult
358           20|8|mult
359           26|18|add
360           25|8|mult
361           22|14|add
362           27|12|mult
363           11|8|add
364           11|10|mult
365           22|cb
366           7|24|div
367           22|sq
368           25|13|mult
369           12|5|mult
370           11|cb
371           26|11|mult
372           20|13|mult
373           22|14|mult
374           13
375           21|7|mult
376           13|cb
377           11|24|div
378           22|10|add
379           8|sq
380           26|22|mult
381           29|13|mult
382           21|20|mult
383           27|sq
384           22|23|div
385           12|7|mult
386           18|12|mult
387           18|17|div
388           21|12|mult
389           13|11|add
390           22|20|add
391           11
392           13|23|div
393           18|28|div
394           24|13|mult
395           14|23|div
396           25|11|mult
397           27|cb
398           22|10|mult
399           24|11|mult
400           25|22|add
401           20|11|mult
402           13|8|mult
403           27|22|mult
404           18|14|add
405           29|11|mult
406           11|8|mult
407           27|14|add
408           7|28|div
409           7|sqrt
410           7|cbrt
411           27|23|div
412           13|sq
413           19|5|mult
414           21|5|mult
415           18|10|add
416           29|22|add
417           27|14|mult
418           11|sq
419           13|11|mult
420           18|14|mult
421           21|17|div
422           27|10|add
423           27|26|mult
424           11|23|div
425           7|17|div
