,exfoliation_energy (J/m^2),ave:Polarizability,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,sum:boiling_point,sum:hhi_r,var:boiling_point,var:c6_gb,var:evaporation_heat,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity,var:thermal_conductivity,r1_1term,r1_2term,r1_3term,r1_4term,r2_1term,r2_2term,r2_3term,r2_4term
2563,1.4650583340340122,5.386,45.2,146.99167315978374,236.8,22.980000000000004,107.14057600000001,8916.0,40400.0,753771.2400000001,1049.76,18610.416400000002,6400.0,2310400.0,268862.9904,189822.2684612064,3578.4802561600004,0.20189902667388182,0.5082570657721615,0.20092506997603563,0.3050988315584372,0.41167138405082476,0.32357059938294397,0.32034752078607054,0.15185159510722518
289,0.18924420729919827,3.1949999999999994,30.0,150.16648110356,220.0,21.875,67.6714405,3097.3999999999996,51600.0,9165.976875000002,0.0,76.81079999999999,316875.0,607500.0,495.36750000000063,469931.54728356027,0.0025229999999999996,0.1441346019195261,0.4482484350823266,0.33384363235290315,0.3650865695605028,0.3910741680375562,0.5329698538711887,0.5298958627639073,0.39008501288255976
5599,0.23236338673437326,5.527777777777777,48.44444444444444,150.9085711275675,238.55555555555554,23.377777777777776,115.87920316666667,14411.0,79000.0,533234.3765432099,2093.7777777777774,5750.422283950618,1307654.3209876544,1436543.2098765434,36143.70765432099,399778.1275704223,5419.367338444445,0.18828236669495457,0.49883788404055407,0.27823844903251915,0.36052715003485836,0.4117265452605644,0.41405483742248667,0.4117247492472053,0.25101157254011036
3960,1.243381450461141,3.3211999999999997,31.2,153.72085218684498,200.2,15.52,74.82740000000001,7817.14,22800.0,720476.5638640001,57579.46960000001,6501.439617278434,10969600.0,5713600.0,123474.5376,1455936.94,341.95362555913607,0.48887013572977644,0.6065096691050837,0.538013079568468,0.5934478915985655,0.4873876081910353,0.5778623478775204,0.5754530101373183,0.5592350879194476
5340,1.2671001361310819,2.389666666666667,14.249999999999998,142.5509468742722,190.5,14.291666666666664,30.62871033333333,13517.04,38000.0,804101.5699666666,35316.092222222214,9378.60656398359,4188541.666666666,3121388.888888889,259791.09243055552,3286239.972134947,505.2397963592,0.5046569508928456,0.6172810089558323,0.5481078198329724,0.5921971647349482,0.4662931797348868,0.5380267060455717,0.5356085395343465,0.5631578423619366
2677,0.43502281451530805,9.066666666666666,58.666666666666664,162.33333333333331,249.33333333333331,18.2,144.56333333333333,7996.0,12400.0,3933077.5555555555,71946.88888888888,61296.67555555555,55555.55555555555,1175555.5555555555,704326.2422222222,35555.555555555555,88.88888888888889,0.6519225469670262,0.4806363566851566,0.4216954412551936,0.41060075318962813,0.6015746737235746,0.42043796868258143,0.41981612705459487,0.4089959778687839
602,0.34698255150063195,3.5585714285714287,25.71428571428571,128.0,218.57142857142856,13.100000000000001,59.496428571428574,12652.5,34000.0,1803700.9,3653.559183673469,40376.94693877551,100000.0,3265306.1224489794,885487.5510204082,33698469.387755096,143.10008163265306,0.6302159294038923,0.5864818677441335,0.5752039034759424,0.5272948457600869,0.557494906637697,0.4068085590928634,0.40597317966767227,0.43699954163169025
2502,0.4085126511804069,7.1,48.0,156.5,244.5,15.65,117.98096925,18492.0,28000.0,183612.25,12.25,3141.6025000000013,3422500.0,6250000.0,37830.25,2739025.0,12882.25,0.6829500924919256,0.6212898441088464,0.7713059932355055,0.7617839997624076,0.6501341212765828,0.7143445342463555,0.7128115613547545,0.7846228349863283
5470,0.38343358695755386,5.479692307692308,24.615384615384617,156.8931817300974,204.0769230769231,16.630769230769232,56.935307692307696,12803.52,12700.0,1305427.7169467455,2087462.577514793,16207.516713362009,1134674.5562130178,394082.8402366864,86708.78130177515,1000564.7928994084,921.4343087565444,0.544598607958437,0.5398720867241624,0.5146488481555778,0.5259744650294397,0.5408198151325164,0.6016488313753865,0.5996361222867757,0.5945494861199637
4426,0.6121356028711592,3.159076923076923,19.384615384615387,148.46396593475873,193.53846153846155,16.776923076923076,43.820024461538466,10576.42,46800.0,629598.1797017751,175392.5907692308,6967.302930018275,4430769.230769232,3807692.3076923084,218573.21360946744,2659153.7421921436,17.909289734854436,0.41339096006052756,0.47379341147219023,0.4482519986949195,0.4462177265068185,0.4478497120714596,0.5340089125322696,0.5314399789348234,0.4813395132161511
3548,0.630500990292985,6.884,81.20000000000002,167.8,245.20000000000002,16.46,204.77679999999998,24304.0,32600.0,696891.04,655.36,13660.934399999998,1254400.0,8526400.0,333783.5076,322624.0,219.04000000000002,0.6283770724201309,0.652685589057254,0.6137368563367169,0.6755946709944372,0.6173746987258355,0.6147038713900816,0.6133372595634587,0.6734823259350611
2452,0.19368130598879113,3.32,12.666666666666666,135.56921159544166,210.33333333333331,14.133333333333331,26.637394366666665,11160.6,18000.0,2005870.9688888886,3036.8022222222226,18507.597355555554,9388888.88888889,2000000.0,422464.31999999995,36374763.55555555,8021.470684268889,0.5625632158553153,0.5610390387669848,0.5613785001247654,0.542445700911653,0.5116523990736912,0.48125376031979783,0.47952882970012234,0.5260441353890561
2914,0.7694304688968507,9.8,62.666666666666664,162.33333333333331,252.33333333333331,17.733333333333334,155.27593333333334,7326.0,13600.0,624962.0,104882.0,13955.635555555556,3919999.9999999995,4302222.222222222,428429.3888888888,1227222.2222222222,43.55555555555556,0.7157506406182481,0.5057559114107044,0.669779030611591,0.6258101551096282,0.6452371162330701,0.6107734088973573,0.6096828709753573,0.6117597305075586
5415,0.2829604389396456,2.9256000000000006,11.8,134.01889133475842,180.8,15.350000000000001,25.387022528,15960.16,37600.0,2033464.5920160005,142823.5264,32900.15545600001,518400.0,577600.0,709954.537744,480572.88887934247,153.4853387664,0.4768704541233467,0.4629599749612745,0.3854922794467991,0.36299143048621335,0.4574932583605601,0.47362481608075135,0.47145206358063096,0.4556025428424547
1642,0.3154342888719938,5.775,41.0,139.36979572486484,227.5,16.4,95.225235,3297.5,6300.0,1419076.5625,3906.25,17246.255625,2722500.0,2722500.0,235176.50249999997,19710.062971958367,39910.25040025,0.5725806805533543,0.44445181652886,0.5395977843831831,0.4744166355379679,0.5361099816979309,0.4754069683875229,0.47393569812052144,0.46486894502360365
236,0.35226447935232924,6.0649999999999995,32.5,145.5,239.0,15.25,74.9225,27216.0,26400.0,129600.0,9604.0,8817.210000000001,2560000.0,1440000.0,151749.2025,372100.0,3969.0,0.6491743929348207,0.5540519544414111,0.6920897440685191,0.6452658773887037,0.6065404996735111,0.5934005166992403,0.5920271877499131,0.7498406150770409
3353,0.28589037483077123,5.9125,59.0,147.05469358729724,236.75,21.409999999999997,143.2326025,11551.0,47000.0,2918806.921875,3316.6875,59231.28796875,67500.0,3466875.0,988686.3168749999,442244.2052412831,4193.531550187501,0.3134120252903715,0.4478988167764957,0.12831992086892885,0.19398129613430115,0.4364613634381,0.2268508125052951,0.22578790765078827,0.05350943190129703
1219,0.893849984720291,26.78333333333334,38.16666666666667,208.83333333333334,278.1666666666667,31.383333333333336,87.83430666666668,11896.0,17600.0,530293.8888888889,55124.99999999999,6906.805555555555,4355555.555555555,22222.22222222222,78751.24999999999,201413.17141619758,45.0,0.8930509007605318,0.4710738665923917,0.653621076429191,0.790997960149534,0.5345013921982159,0.5804174403060408,0.5784386839771843,0.7028930115233114
3752,0.2873720694929144,7.059999999999999,21.33333333333333,133.11793913105416,217.66666666666666,16.699999999999996,46.89366666666666,4966.0,4100.0,4488345.128888889,375596.7622222222,66434.29451572693,895555.5555555555,802222.2222222222,897326.3724666666,2772116.3022222226,117.37816144708887,0.6249729074253992,0.4176622145767488,0.4077736442418774,0.3421465302977849,0.5566152564678091,0.37040525346402753,0.36962410745677154,0.40154290753263105
773,0.3924937731278892,4.902,40.8,147.6,232.8,17.259999999999998,96.0866,6690.3,24800.0,216554.4024,17625.84,4406.459999999999,7797600.0,1622400.0,41115.170399999995,1176.0,132.31449600000002,0.48040227530538115,0.4483620960932573,0.532456465462946,0.49426844840441225,0.4917873139899696,0.5237127357739401,0.5216025204058062,0.47819896575154974
1641,3.522806557600181,9.653333333333332,22.666666666666664,141.33333333333331,244.0,12.766666666666666,49.13133333333333,19812.0,9200.0,908551.9999999999,245934.2222222222,7523.555555555555,375555.55555555556,568888.8888888889,43414.22222222222,568888.8888888889,3584.222222222222,0.9721268167839902,0.8127323818865491,1.1781915670099479,1.0574164978279312,1.0384161474186109,1.0715003145614497,1.0719257155557795,1.485903133121268
3736,0.3364505112534392,7.3025,35.5,145.0,235.0,15.9,82.03425,15048.6,41200.0,2555648.5518750004,238149.1875,48253.74187500001,270000.0,2167500.0,501229.6875,37968.75,94.75319999999999,0.6804235637848982,0.5018409977018403,0.5325003761750657,0.47758327253080635,0.6220385672220354,0.4606831064738135,0.46012418927084586,0.3934466344523173
