2dm_id (unitless),exfoliation_energy (J/m^2),ave:Polarizability,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,sum:boiling_point,sum:hhi_r,var:boiling_point,var:c6_gb,var:evaporation_heat,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity,var:thermal_conductivity
795,0.27665382556383405,3.3649999999999993,34.5,152.91648110356,222.0,20.9,78.65839875,7486.799999999999,98800.0,55508.401875,999.1875,1.5122999999999998,0.0,1576875.0,127338.90187500001,257136.54232691874,466.5027
3276,0.3528731625859118,4.68,48.666666666666664,139.66666666666666,225.99999999999997,14.033333333333333,117.67533333333333,6016.2,21100.0,2193674.5799999996,12481.999999999998,37410.24222222222,2420000.0,2135555.555555555,537338.8888888889,99755.55555555555,1135.420088888889
4238,0.24460306237607915,4.8031974545454545,11.09090909090909,125.34597102233029,185.36363636363637,16.854545454545452,24.300229454545455,6915.76,56452.41167019713,291536.9135834711,2498420.8851140495,1590.9408078350039,1755744.7563967179,2998473.573390545,80534.10147768597,1710464.5676181957,26.398244435861162
5282,0.5293873330373472,6.200615384615384,17.692307692307693,142.36507276499333,188.23076923076925,14.815384615384616,41.36639838153846,14412.93,28500.0,3963327.9030520716,296010.28248520714,70524.56845560814,619171.5976331361,2548402.3668639055,1302037.7988591718,3052706.266000409,1133.3037455354793
599,0.19418975430622115,15.266666666666667,42.0,179.0368720920533,243.66666666666666,28.666666666666664,99.04499999999999,2573.8,16100.0,553422.1355555555,6367690.888888888,2809.5008,20000.0,4702222.222222222,120409.60222222222,159654.89956750663,71.0432
3382,0.4754043303942602,2.0279999999999996,16.0,146.02658310646592,185.83333333333331,14.166666666666664,34.55236666666667,3084.3599999999997,4400.0,779857.6338,14056.2725,7840.923960370284,168055.55555555556,122222.22222222222,187703.32805555552,739449.7222222222,25677.80319320903
2828,0.46090141467044393,4.982,25.599999999999998,141.2,230.0,13.9,58.175215400000006,50125.8,120000.0,762040.2264,19768.559999999998,12085.286400000003,86400.0,6000000.0,47206.14,735000.0,13195.408896
4760,0.23268046303319168,6.439692307692308,16.923076923076923,148.5854894224051,202.23076923076923,13.889230769230771,37.31316738461538,11571.52,13500.0,1030312.9316213017,2085942.4828402367,8894.378475038371,571360.9467455621,479289.9408284024,453581.8082840237,4797121.00591716,29.19612120624852
4099,0.2771646182279487,7.164153846153846,27.0,159.33922632152752,212.0,17.076923076923077,62.54352615384616,16324.33,14800.0,1701000.5120485206,2307067.5347928996,19785.85869833576,6076331.360946745,553136.0946745562,245134.94177514792,1278078.4763313609,884.4690965257325
4506,0.28309192187343574,5.014285714285714,27.999999999999996,129.28571428571428,220.42857142857142,12.247142857142855,62.73885714285715,14481.296,11300.0,3342701.2738716733,43507.387755102034,79155.92244897959,4562448.979591837,1249795.918367347,1259890.489795918,263983.0871185197,30608.361312244895
2032,0.34252239351247,5.166666666666666,50.66666666666666,146.1597276331531,230.33333333333331,20.1,120.07631333333333,8656.0,35200.0,1941106.722222222,12693.555555555555,24266.044999999995,642222.2222222222,2275555.5555555555,459712.6422222222,10678.930751611537,1137.676800222222
5625,0.9047570655746466,2.302421052631579,11.263157894736842,141.19044547622673,189.42105263157896,13.93578947368421,23.250428210526316,7854.47,30500.0,424865.62696897506,36159.02443213295,3857.375859666551,414792.243767313,3411024.9307479225,195806.4142936288,3716276.2143197595,5.626235011632132
3021,0.943679073727743,10.2625,26.0,151.25,228.75,16.0225,58.967453320000004,5307.3,14300.0,281461.276875,298285.6875,4381.716875,211875.0,6091875.0,215700.4203,645468.75,3530.7610999999997
6349,0.6066079572580644,4.7,47.0,133.0,222.0,12.3,113.572,9635.648,20200.0,2859778.6237439997,27225.0,52785.0625,5760000.0,16402500.0,688070.25,328600.42766846664,1288.63050625
3265,0.4841085563396736,8.175,57.0,161.75,247.5,18.775,140.3225,18518.0,34600.0,3318534.1875,60705.1875,51719.07,46875.0,991875.0,594275.266875,30000.0,75.0
73,0.30106952728122366,3.62,37.33333333333333,144.56921159544166,213.99999999999997,15.499999999999998,88.66133333333332,4577.2,11100.0,3313424.435555556,30900.98,44918.037355555556,3555555.5555555555,14579999.999999998,779417.7422222222,1360150.2222222222,1151.7152176022223
909,0.2859807336003438,3.37,21.333333333333332,144.23587826210832,211.33333333333331,15.533333333333331,45.42666666666666,4971.6,11700.0,196940.87999999995,7112.268888888889,1979.8826888888887,2222.222222222222,180000.0,60211.440200000005,2712896.888888889,3199.5253509355557
3508,0.7316706566321051,1.61,10.0,141.00101450814878,185.85714285714283,14.857142857142858,20.27750342857143,3113.9,25400.0,43712.87675510204,5918.79387755102,238.99399992268084,459183.6734693877,4318367.346938775,14062.5,2844306.59719889,0.008950354367346936
5286,0.22354083425148585,5.826333333333333,10.833333333333332,136.182409445632,183.0,14.766666666666666,23.129768773333332,8962.38,23200.0,1178475.208925,270492.20888888894,15602.500355555552,314722.2222222222,1028888.888888889,413516.4889472222,1633858.583190424,1513.5678371755553
359,0.4663407226120941,7.166666666666666,24.333333333333332,133.33333333333331,226.33333333333331,13.933333333333332,52.34212333333333,19351.944,32400.0,4103493.683328,222222.22222222225,99606.72222222222,13519999.999999996,13519999.999999996,1232450.0,26676.434230973806,643.0893388888887
3172,0.4790530319841335,6.799999999999999,18.0,133.66666666666666,228.33333333333331,13.866666666666665,37.329,4995.648,3600.0,1795103.203328,249688.88888888888,37739.20222222223,35555.555555555555,80000.0,531824.2222222222,21844.178847985,105.56045
5918,2.2418580495949794,2.4652222222222218,15.555555555555555,133.36883235040537,181.88888888888889,13.422222222222224,33.51433508888889,18070.48,25000.0,1685605.5280469137,14196.292839506172,19550.669592986535,108395.06172839504,98765.43209876542,377209.0019506172,882774.31103974,35550.664464631
4401,0.3273613861116079,10.475,37.5,158.77765406903998,243.5,18.8,85.564,9963.8,19000.0,4661496.9025,343982.25,72210.4384,2500.0,4622500.0,864063.2025,443814.07406704914,130.8736
3615,0.3036705797988253,7.016666666666666,27.33333333333333,129.91319714990988,224.66666666666666,17.866666666666667,62.926156666666664,8189.8,13800.0,2433165.0022222227,240965.37555555554,34157.28491920846,3048888.888888889,3326666.666666666,665717.0224666666,2660908.4263459006,105.27653567086666
4407,0.5372482734277881,3.4413210625,9.875,113.4216683129232,173.25,16.349999999999998,22.081154375,6001.9400000000005,80967.92625794353,208682.1954558594,1783816.4693214844,1161.8171059810045,2209591.1878777347,2070340.8946074187,60646.06293085938,523626.3670351391,18.686230823249996
5701,0.9203994095360772,7.202444444444444,16.0,154.77201259090882,192.33333333333331,18.025555555555552,34.88809666666667,19962.559999999998,76400.0,806662.0171580246,1449386.0595061728,10512.40609300542,2232098.7654320984,5850617.283950618,410295.93876543205,3504429.0072603547,1625.3505194061136
538,0.3775823948370269,2.54275,25.75,134.267710626336,183.25,14.932500000000001,61.80630237,11110.06,27200.0,5099272.631268751,61733.70750000001,100318.82467500001,3000000.0,10830000.0,2009176.0951687498,837210.8407826835,1451.0860438668751
423,0.31140233157691877,11.141176470588235,36.64705882352941,165.9737106694588,241.64705882352942,21.976470588235294,83.61063999999999,28596.0,87200.0,2604410.9920415226,1410310.830449827,27579.940318339104,10233564.01384083,4478546.712802768,566333.1373702423,167822.9058173109,69.01525259515572
577,0.3135900205824857,6.8999999999999995,30.666666666666664,154.0368720920533,231.66666666666666,19.2,69.225,8447.6,30800.0,2315695.4688888886,228037.55555555556,34328.98702222222,1075555.5555555555,6242222.222222222,617604.98,621528.8348886411,106.38542222222222
3422,0.2802083413851849,5.444285714285714,26.0,142.0,227.71428571428572,16.75714285714286,57.38985714285714,18389.415999999997,16900.0,674060.1650302041,308144.38775510207,16325.400663265307,1167755.102040816,77806.12244897959,34324.73265306122,358214.2950400379,3013.443730229592
1518,0.2969751162456789,5.285,18.25,147.2653630448719,218.75,16.674999999999997,38.55425,8551.6,9200.0,2068443.3675000002,228072.826875,30329.399268750007,30000.0,67500.0,581328.1199999999,2901816.75,90.67658985187501
5181,0.5261236775456994,4.787866666666667,34.99999999999999,158.72085218684498,204.53333333333333,17.74666666666667,85.10086666666668,11883.71,37500.0,742164.3044862223,626321.0358222222,5570.599557423379,5182488.888888888,6500000.0,92443.91048888888,1298512.608225764,77.840689559136
1015,0.33910614953569834,5.604666666666666,19.666666666666664,138.01574277896532,192.33333333333331,15.0,43.63439210666667,5185.02,11800.0,5401066.9777999995,283655.12000000005,100788.52702222222,10888888.888888888,11842222.222222222,1604998.8890888887,94781.96965832938,647.3353705088887
1156,0.8470934050524324,20.85333333333333,41.33333333333333,194.66666666666663,265.3333333333333,26.833333333333336,95.88466666666667,4352.0,7300.0,85146.88888888889,1773472.222222222,1601.7799999999997,1388888.8888888888,642222.2222222221,44580.979999999996,1069923.176987432,854.2222222222222
4984,0.43487680736558887,6.24,42.2,145.4,233.60000000000002,14.520000000000001,98.86936,10444.0,16200.0,615084.96,2046.2400000000002,21679.648,6386400.0,2318400.0,217752.2904,1135824.0,1633.44
4680,0.3364035952142165,7.0754117647058825,15.176470588235293,147.18915431914655,195.58823529411765,13.141176470588235,33.02908705882353,23288.39,49100.0,4193412.158213149,341905.8641522491,76380.60510256715,11050519.03114187,12116332.179930797,1249964.383235294,4156618.728373702,1019.779686051081
5095,0.5893419787698063,4.48,32.0,145.67690869658125,215.5,14.5,71.6591,5447.2,4800.0,1261578.24,14871.802500000002,13652.754025,22500.0,40000.0,282439.1025,1432809.0,46223.0865198025
827,0.4003907365198857,3.192,15.6,127.4,217.60000000000002,16.1,31.6255048,6518.9439999999995,26400.0,6520.068234239996,530.1600000000001,370.6775999999999,405600.0,4034400.0,1132.7255999999998,12071.209536461742,0.00023064
695,3.284722007121098,12.049999999999999,34.5,144.0,242.5,10.6,77.385,14980.0,8200.0,819025.0,300304.0,17213.44,810000.0,302500.0,147609.64000000004,13225.0,35532.25
5396,0.08394699154938887,7.564285714285713,58.71428571428572,150.24256532123547,243.71428571428572,21.47142857142857,142.34544428571428,13683.5,33600.0,5604661.275510204,50613.06122448979,104638.2862244898,1379591.836734694,0.0,1695439.4469387755,2504.761284884844,652.6562451020409
3038,0.2698343232194364,2.333333333333333,20.0,107.0,191.0,14.5,44.81133333333333,3567.8,9000.0,2472494.9688888886,80614.50888888889,27588.088024928344,802222.2222222222,12500000.0,689693.8053555556,1663974.4355555554,1151.1735882642001
4451,0.3854058871881627,7.996,23.6,148.0,232.0,18.54,50.9936,6453.472,6100.0,554050.34279424,655656.0,13049.6536,1729600.0,73600.0,79684.40160000001,279820.43024131394,6033.113686000001
683,0.7567006984040863,8.704666666666666,12.666666666666666,155.01574277896532,198.66666666666666,21.366666666666667,26.02493544,1927.02,4500.0,621233.4578,1095002.6755555556,4805.920799999999,1280000.0,0.0,248968.60908888886,214767.64010504226,8886.426837175555
4700,0.29415167702642075,6.063750000000001,22.375,147.5153630448719,213.625,16.853749999999998,50.435,33919.0,58000.0,3471058.6468359376,209085.2425,69206.13401875,3282343.75,1981093.75,1319921.6715109376,5471734.9375,3499.183858601875
2132,0.674774006901621,6.731428571428571,61.14285714285714,155.85714285714283,243.14285714285714,18.0,150.54451428571429,16841.0,29700.0,364506.1224489796,5364.244897959183,5959.836734693878,0.0,4116734.693877551,108658.5820408163,3191534.693877551,662.204081632653
5269,0.5468292537176512,7.722142857142858,17.642857142857142,148.5593242246643,225.21428571428572,16.42142857142857,37.17075285714286,22528.8,31000.0,2741869.622857143,501942.2631122449,39283.37372680547,3943877.551020408,2918367.3469387754,1195877.695510204,22739254.24350812,1244.329978582041
1517,0.4146991767326453,7.65,19.5,130.5,233.0,11.925,41.50075,8735.648,8800.0,2149414.023744,166056.25,50512.5625,1690000.0,1440000.0,786769.0,134515.24564570704,237.08300625
4066,0.37646701366221924,6.667833333333332,18.166666666666664,152.7841618483215,200.66666666666666,15.51666666666667,39.4182,25260.66,28000.0,1451307.74946875,1373059.8218750001,17687.74471721107,1795763.8888888888,847222.2222222222,406419.04555555555,3839375.50506859,21145.0931764401
5182,0.15176503975079603,8.539692307692308,19.53846153846154,153.20087403778973,202.46153846153845,16.253846153846155,43.860076923076925,13610.52,12800.0,1579011.4608520712,3813044.8686390533,17851.563104484547,1117159.7633136096,450532.5443786982,544508.0899408285,3540083.1360946754,1075.329295738793
1,0.4764892223280973,28.666666666666668,54.33333333333333,201.0,277.3333333333333,32.13333333333333,132.138,5728.0,8000.0,0.8888888888888888,5635843.555555555,628.942222222222,5335555.555555556,268888.8888888889,2138.580000000001,720000.0,8.0
3515,0.035108599785072636,5.15,49.5,148.5,232.0,18.4,120.5202,26008.239999999998,70000.0,339408.777744,34782.25,6520.5625,5290000.0,6250000.0,6280.5625,1036806.1787324327,15.19050625
1029,0.30929159959363084,5.826666666666666,50.99999999999999,148.49306096648644,233.66666666666666,20.566666666666666,120.55904666666666,6800.0,22000.0,913501.3888888888,512.0,10001.693888888887,3042222.222222222,2568888.888888889,159951.67999999996,105559.38415266783,41003.12480022221
5743,0.30872053451762516,4.676588235294117,41.88235294117647,156.45614715836518,226.1764705882353,20.75294117647059,99.25498588235294,19857.19,98700.0,2895894.4948705886,58965.76830449827,54499.22992449446,474740.4844290657,2672318.339100346,911696.0150173012,378707.1688846992,328.35244758457577
1217,0.3172537314486099,7.7749999999999995,51.0,158.36979572486484,242.0,20.7,120.861235,11242.0,27200.0,898230.0625,16129.0,8385.980625,640000.0,1960000.0,454.1161000000001,1075591.900694136,1662.64140025
2683,0.38441693980009334,8.3,63.0,150.5,247.5,15.015,155.72,14386.0,18400.0,5445222.25,20449.0,149846.40999999997,4202500.0,90000.0,2186405.8225,1643524.0,6972.25
759,0.818449820359212,2.8246666666666664,22.0,140.682409445632,188.0,15.766666666666666,50.13693544,1208.02,4300.0,201819.98668888884,34637.119999999995,613.9008000000001,8888.888888888889,8888.888888888889,64936.87219999999,59378.22898362009,2089.6948816199997
