# FEAT_ID     Score                   Feature Expression
0             0.904882283552646216    (|(ave:first_ion_en - max:en_allen) - (max:mendeleev_number * mp_bandgap)|)
1             0.904886265338190943    ((|ave:first_ion_en - max:first_ion_en|) + (max:mendeleev_number * mp_bandgap))
2             0.904887157383272411    ((max:mendeleev_number * mp_bandgap) + mp_bandgap)
3             0.904890357481854979    ((max:first_ion_en - max:en_allen) - (max:mendeleev_number * mp_bandgap))
4             0.904902683528045149    ((ave:covalent_radius_pyykko * mp_bandgap) / (ave:covalent_radius_pyykko + ave:covalent_radius_slater))
5             0.904903603867719952    ((min:atomic_radius_rahm - min:covalent_radius_slater) * (min:vdw_radius * mp_bandgap))
6             0.904914758983633938    ((sum:first_ion_en / max:mendeleev_number) - (max:mendeleev_number * mp_bandgap))
7             0.904924530711401776    ((min:atomic_radius_rahm / min:vdw_radius_mm3) * (max:mendeleev_number * mp_bandgap))
8             0.904925794114782245    ((max:en_allen + mp_bandgap) + (max:mendeleev_number * mp_bandgap))
9             0.904941160062101235    ((ave:first_ion_en - mp_bandgap) + (max:mendeleev_number * mp_bandgap))
10            0.904942494700217481    ((ave:first_ion_en + max:first_ion_en) + (max:mendeleev_number * mp_bandgap))
11            0.90494535793874975     ((max:mendeleev_number * mp_bandgap) / cbrt(max:first_ion_en))
12            0.904949574356982089    ((max:mendeleev_number * mp_bandgap) + (max:first_ion_en - mp_bandgap))
13            0.904964240697185618    ((max:en_pauling * mp_bandgap) * (min:vdw_radius_mm3 / max:mendeleev_number))
14            0.904981408662256515    ((mp_bandgap / max:mendeleev_number) / (min:vdw_radius_mm3 - min:covalent_radius_cordero))
15            0.904984308931423787    ((max:mendeleev_number * mp_bandgap) + ave:first_ion_en)
16            0.904994030647834791    ((max:mendeleev_number * mp_bandgap) + max:first_ion_en)
17            0.905001041348475699    ((mp_bandgap / min:vdw_radius_alvarez) * (min:vdw_radius_alvarez + ave:covalent_radius_pyykko))
18            0.905015751646471633    ((mp_bandgap / ave:covalent_radius_cordero) * ave:covalent_radius_pyykko)
19            0.905026416847096282    ((ave:first_ion_en + mp_bandgap) + (max:mendeleev_number * mp_bandgap))
20            0.905036044393932704    ((mp_bandgap / max:mendeleev_number) * sqrt(min:vdw_radius_alvarez))
21            0.905037394775818793    ((max:mendeleev_number * mp_bandgap) + (max:first_ion_en + mp_bandgap))
22            0.90504269095394918     (|(mp_bandgap / ave:period) - (max:mendeleev_number * mp_bandgap)|)
23            0.905065414701162085    ((min:atomic_radius_rahm * mp_bandgap) * sqrt(max:first_ion_en))
24            0.905068787371174577    ((mp_bandgap / min:vdw_radius_mm3) * (min:covalent_radius_pyykko_double + min:vdw_radius_alvarez))
25            0.905076587787464359    ((mp_bandgap / min:period) * (min:covalent_radius_pyykko + min:covalent_radius_slater))
26            0.905102123111986678    ((ave:covalent_radius_cordero + min:covalent_radius_cordero) * (mp_bandgap / ave:covalent_radius_pyykko))
27            0.905121010856325681    ((min:vdw_radius_alvarez * mp_bandgap) / sqrt(ave:covalent_radius_slater))
28            0.905154880325256816    ((ave:first_ion_en / ave:period) - (max:mendeleev_number * mp_bandgap))
29            0.905155340483606019    ((mp_bandgap / max:mendeleev_number) * sqrt(max:en_pauling))
30            0.905166914682856816    ((mp_bandgap / min:vdw_radius_mm3) * (min:vdw_radius + ave:covalent_radius_cordero))
31            0.905167104272066037    ((max:first_ion_en / ave:period) - (max:mendeleev_number * mp_bandgap))
32            0.905169080494753753    ((mp_bandgap / min:atomic_radius_rahm) * (min:vdw_radius + ave:covalent_radius_slater))
33            0.90517900497444681     (cbrt(ave:covalent_radius_slater) * (|mp_bandgap|))
34            0.905190981933065464    ((mp_bandgap / min:atomic_radius_rahm) * sqrt(min:vdw_radius))
35            0.905195689620887589    ((ave:covalent_radius_slater + min:covalent_radius_pyykko) * (mp_bandgap / ave:covalent_radius_pyykko))
