2dm_id (unitless),bandgap (eV),ave:Polarizability,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,sum:hhi_p,var:boiling_point,var:c6_gb,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity,var:thermal_conductivity
5898,3.2822,2.9196666666666666,33.33333333333333,150.07501149328544,194.66666666666663,17.466666666666665,81.32593438666666,686.0666666666667,51.301660115928314,87600.0,716329.174288889,55462.64222222222,4275555.555555555,5722222.222222222,53428.80486666666,1060068.7638360956,14.125888337866666
5359,1.0563,7.933333333333334,48.666666666666664,153.0,242.66666666666663,16.8,117.05,2470.333333333333,119.99999999999999,8200.0,2915307.5555555555,69440.22222222222,55555.55555555555,35555.555555555555,1043819.8422222221,2848088.888888889,4110.222222222223
3390,0.0,6.166666666666666,43.666666666666664,148.33333333333331,235.33333333333331,15.899999999999999,104.71106466666666,1889.6666666666665,103.33333333333333,8900.0,785422.2222222222,22.22222222222222,8888.888888888889,1075555.5555555555,242811.57555555552,989355.5555555555,2090.8888888888887
3138,0.0,5.1000000000000005,33.800000000000004,111.6,208.6,14.192,81.9402,2418.44,158.4189297266254,17900.0,8220702.4224,128351.92559999999,7797600.0,3465600.0,3139341.8937839996,5623073.3184,6933.892432125336
5907,0.7605000000000004,3.815428571428571,23.428571428571423,140.25795446366186,195.85714285714283,11.39,53.56114285714286,1710.1085714285714,127.77488048601272,48800.0,4408191.094555102,64643.524081632655,4836734.693877551,1662040.8163265307,1569839.6163265307,3757511.244897959,30636.60709546851
4686,0.5896000000000001,5.332000000000001,30.8,140.5,225.90000000000003,15.75,70.06994,1357.1944,31.800301541762572,43200.0,645174.4375942401,45770.05,3640400.0,2156900.0,3314.945121,1200184.2979326528,1026.3554860000002
4305,7.7803,2.11775,10.0,136.267710626336,182.0,15.325000000000001,20.994186995,748.7575,54.099204622947,12200.0,1321682.2312687498,48730.50750000001,1875.0,46875.0,145190.10016874998,968795.8877836114,10352.246581366875
3982,9.999999999976694e-05,1.67,6.0,91.0,190.0,5.3,12.011,5100.0,33.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,1.3024000000000004,4.162315789473684,11.157894736842106,144.12721282825788,191.1578947368421,14.657894736842104,23.603844631578944,424.92526315789473,54.59328895822459,22400.0,360923.5037933518,188037.2032132964,851135.7340720221,3955013.8504155115,34091.32920609418,4336941.765450912,839.5461381418769
4511,3.1308,3.356666666666666,34.0,154.77856683967127,202.55555555555554,16.155555555555555,82.66166666666666,715.2166666666667,66.28113380584571,85200.0,512555.0286666666,55472.269135802475,5795555.555555556,6960987.654320987,89741.20172839507,838341.0,353.3329102460247
4050,5.3821,3.089408857142857,9.047619047619047,139.06747827318569,190.85714285714283,13.647619047619045,18.05995238095238,748.7542857142856,74.37484615517441,47771.12427240527,1024951.6096244898,49571.41992698413,4379043.242055104,725894.2372713479,427535.74045306124,2257357.1224489794,5294.631225537394
4808,0.8830000000000001,5.914,60.8,160.0,241.60000000000002,20.020000000000003,150.42636,1450.02,40.06,18600.0,137376.3216,11085.76,1729600.0,290400.0,9650.401600000005,346080.0,8.968064000000002
5136,1.8671,5.392857142857142,27.428571428571427,139.71428571428572,224.28571428571428,14.657142857142855,60.46514285714285,1251.0422857142855,37.02655109729594,22000.0,510136.51076963264,48314.97959183673,1287755.1020408163,229795.91836734692,10818.689938775511,1366791.5735499125,2322.7498836734694
3472,0.7224000000000004,2.6442666666666668,20.066666666666666,136.68555800142508,179.8,15.820000000000002,46.51631986133333,993.408,70.77248493114347,23800.0,3759564.1056159995,90489.12640000001,83822.22222222223,1264888.8888888888,1214083.227112889,43467.109032281405,11442.98833965529
3462,0.9331,5.74,57.2,157.4,239.60000000000002,19.820000000000004,141.04416,1401.9648000000002,39.94,17100.0,193892.15855616002,20177.440000000002,3001600.0,3410400.0,16159.969600000004,557746.6183447292,9.485924
