,bandgap (eV),ave:Polarizability,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,sum:hhi_p,var:boiling_point,var:c6_gb,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity,var:thermal_conductivity,r1_1term,r1_2term,r1_3term,r1_4term,r2_1term,r2_2term,r2_3term,r2_4term
4029,2.9321000000000006,4.8374999999999995,38.5,159.66648110356,225.75,21.55,88.6325,837.175,21.22323221013395,26400.0,765908.4768749999,38988.0,0.0,4501875.0,5007.393075000001,294194.6662182111,1257.0626999999997,1.9700675964836654,1.7747166089324322,1.9099024676016554,1.8904312107236212,2.0633299238140097,2.2097083916738742,2.181223195600516,2.3436871235651413
3226,0.0,5.504444444444444,21.333333333333332,131.88888888888889,224.44444444444446,12.875555555555554,45.51356533333333,1490.1244444444444,49.259368385900906,17700.0,767168.9706113581,44160.17283950617,3695555.555555555,179506.17283950618,231561.4828222222,648813.2118507625,131.68050000000002,1.1445848971176096,0.9950109331639272,1.1300262400607588,1.1652702238526902,0.9434448895772896,1.0266153890788816,0.6571253437274552,0.4724119543995372
4324,0.0,2.5175,12.25,100.75,191.25,11.75,25.89275,2023.7,71.93244143885451,9400.0,4426533.69,10078.666874999999,166875.0,187500.0,2352461.3200250003,55536144.24,26671.51311679722,0.6375086773244814,2.081185842637888,1.772971063024273,1.8420340619821158,2.006593310263822,1.6613394997612811,0.7413924968394263,0.7924334281487282
4839,2.2470999999999997,2.845833333333333,34.666666666666664,146.83392512975345,203.16666666666666,15.033333333333333,83.13791666666667,514.3783333333333,40.72751702105095,55600.0,143929.36679722223,13178.396875000002,3913055.555555555,5606388.888888889,35110.34358888889,1715481.0190972222,12.208001690097225,2.5538631359578368,2.50282541323183,2.705461474737088,2.6130507724220937,1.427134171113277,1.5415024702958697,1.9037908816821858,1.7814773868914755
3316,0.0,4.348000000000001,29.0,134.4,222.8,14.620000000000001,65.31603240000001,1286.46,43.18000000000001,19200.0,762960.8344,5023.36,217600.0,3045600.0,266279.98240000004,407654.21522327,1311.9294745599998,1.3702861482741167,1.202647339606819,1.322066232897643,1.329200221056646,1.2613494057150734,1.3523176811237103,1.062999439081509,1.057073500633238
4618,0.9976000000000003,5.776666666666666,42.666666666666664,142.66666666666666,224.66666666666666,12.366666666666667,98.2358,1976.0333333333333,69.43333333333332,9200.0,518094.1355555555,2592.0,222222.22222222222,4702222.222222222,123372.00222222219,125000.0,40989.571200000006,0.6788830304644558,0.530775023920607,0.04517096923369657,-0.03487357610984487,0.34450193636824733,0.0619425488075922,0.30907917729496337,0.672616694960953
3455,0.0,11.861666666666666,28.833333333333332,151.16666666666666,226.33333333333331,18.166666666666664,64.61688333333333,1661.2166666666665,61.33333333333333,26200.0,928214.8247222222,1771178.4722222227,54722.22222222221,5515555.555555556,411722.6,1027924.9999999999,1899.7564888888887,0.9704056676739983,0.840108671962426,0.9356619507487114,0.9694183858321295,0.5131671412410364,0.5623575102415268,0.7045816888830848,0.6338392843069658
3479,2.809,3.0387500000000003,32.25,153.8758876946302,199.625,16.6375,78.194475,684.99375,63.44127553157642,64000.0,621685.8350234375,54665.73984375,4230000.0,6276875.0,73312.86609375,770392.87109375,11.40563121009375,2.2220588057572033,2.0591199151147803,2.2486881330052726,2.3451301061574354,1.758397113875227,1.8937136874719225,2.378401342676877,2.2594657614565246
5562,3.3044999999999995,1.1355448000000001,7.466666666666667,120.50742416608442,170.9333333333333,14.146666666666667,15.027866666666666,142.496,68.05177671095913,44684.49708962107,77768.25814399998,4272.250419555556,1644159.5871062018,1656632.7008944354,26508.862488888884,772739.7998222223,894.9527769890889,3.7067132768592166,3.719780654842747,3.795453078289424,4.041649180905372,4.173495582336761,3.965596589856558,4.320489021644718,4.261138388004492
3645,0.0,8.533333333333333,42.0,155.66666666666666,246.99999999999997,17.2,101.02233333333334,2028.6666666666665,80.0,6900.0,1172490.888888889,118098.0,720000.0,2420000.0,325516.9088888889,520200.0,80.22222222222223,0.6332351644729082,0.4986046403744506,0.609915244161856,0.5235694107739048,0.6795908250233693,0.746621575101129,0.6156121912229877,0.38632642318093
3194,0.0,5.371287333333333,11.11111111111111,131.5339645828481,195.88888888888889,12.888888888888888,23.290333333333333,1231.2577777777776,83.11371582827604,12371.124272405268,2712244.2292395057,312959.6006098765,1402825.646639511,1276536.2483998383,795556.4097950617,2864413.888888889,106.79885494306173,1.43552649131684,1.3813341554291156,1.5281030981386028,1.5686419707411665,1.6162386655372725,1.7412490833133936,1.8441560727300232,1.6825805663765154
