# FEAT_ID     Score                   Feature Expression
0             0.899493293404591943    ((ave:covalent_radius_cordero + min:covalent_radius_cordero) * (mp_bandgap / ave:covalent_radius_slater))
1             0.899494166693184938    ((mp_bandgap / max:mendeleev_number) * cbrt(ave:first_ion_en))
2             0.899498198749516198    ((mp_bandgap / min:vdw_radius_mm3) * (min:vdw_radius_alvarez + ave:covalent_radius_slater))
3             0.899498416478655027    ((min:vdw_radius * mp_bandgap) / (min:vdw_radius_mm3 + min:covalent_radius_cordero))
4             0.899505362584411938    ((ave:vdw_radius_alvarez * mp_bandgap) / sqrt(min:vdw_radius_mm3))
5             0.899515286564173566    ((mp_bandgap / min:period) * min:covalent_radius_cordero)
6             0.899521368435539537    ((min:vdw_radius * mp_bandgap) / (min:atomic_radius_rahm + min:covalent_radius_pyykko))
7             0.899528393912503166    ((ave:covalent_radius_cordero * mp_bandgap) / (ave:vdw_radius_alvarez + ave:covalent_radius_slater))
8             0.899534179934791567    ((mp_bandgap / max:mendeleev_number) / cbrt(max:first_ion_en))
9             0.899537588664283794    ((mp_bandgap / min:vdw_radius_mm3) * (min:vdw_radius_mm3 + ave:vdw_radius_alvarez))
10            0.899550840154508369    ((min:vdw_radius_mm3 + min:atomic_radius_rahm) * (max:mendeleev_number * mp_bandgap))
11            0.899567749175220643    ((mp_bandgap / max:mendeleev_number) / sqrt(ave:first_ion_en))
12            0.899581831571239721    ((ave:covalent_radius_slater + min:covalent_radius_pyykko) * (mp_bandgap / ave:covalent_radius_cordero))
13            0.899595450385548778    ((ave:covalent_radius_pyykko + min:covalent_radius_cordero) * (mp_bandgap / ave:covalent_radius_cordero))
14            0.899598618276023276    ((min:atomic_radius_rahm - min:covalent_radius_slater) * (min:vdw_radius * mp_bandgap))
15            0.899612825614009681    ((mp_bandgap / min:vdw_radius_mm3) * (ave:vdw_radius_alvarez + min:atomic_radius_rahm))
16            0.899612870437905054    ((ave:vdw_radius_alvarez * mp_bandgap) / (min:vdw_radius_mm3 + ave:vdw_radius_alvarez))
17            0.899613003723162663    ((mp_bandgap / ave:vdw_radius_alvarez) * (ave:vdw_radius_alvarez + min:atomic_radius_rahm))
18            0.899629250691677429    ((min:vdw_radius_alvarez - min:covalent_radius_cordero) * (min:atomic_radius_rahm * mp_bandgap))
19            0.89963644916998442     ((min:vdw_radius_mm3 * mp_bandgap) / (min:vdw_radius_mm3 + ave:vdw_radius_alvarez))
20            0.899652011177881628    ((|mp_bandgap|) * sqrt(max:mendeleev_number))
21            0.899652182030107439    ((min:vdw_radius_mm3 * mp_bandgap) / cbrt(ave:covalent_radius_slater))
22            0.899663751622278962    (cbrt(ave:covalent_radius_pyykko) * (mp_bandgap / max:mendeleev_number))
23            0.899664503318837627    ((mp_bandgap / ave:vdw_radius_alvarez) * (min:vdw_radius_mm3 + ave:vdw_radius_alvarez))
24            0.899683449314380046    (sqrt(ave:first_ion_en) * (ave:vdw_radius_alvarez * mp_bandgap))
25            0.899685294885573916    ((mp_bandgap / min:period) * (min:covalent_radius_pyykko + min:covalent_radius_cordero))
26            0.8996968167369922      ((ave:vdw_radius_alvarez / ave:covalent_radius_cordero) * (min:vdw_radius * mp_bandgap))
27            0.899762735562810279    ((ave:covalent_radius_pyykko * mp_bandgap) * (min:vdw_radius_mm3 / ave:covalent_radius_slater))
28            0.899769271140919868    ((min:vdw_radius_mm3 * mp_bandgap) * (min:vdw_radius_mm3 - min:covalent_radius_slater))
29            0.899807820428643046    ((min:vdw_radius_alvarez * mp_bandgap) / cbrt(min:vdw_radius))
30            0.899818814564901204    (cbrt(ave:first_ion_en) * (ave:vdw_radius_alvarez * mp_bandgap))
