# FEAT_ID     Feature Postfix Expression (RPN)
0             19|4|mult|21|mult
1             8|29|div|21|7|add|mult
2             24|18|mult|27|18|mult|mult
3             27|8|add|24|19|add|mult
4             21|7|add|21|sqrt|div
5             26|14|div|18|11|mult|mult
6             20|18|add|18|26|div|mult
7             26|18|sub|29|18|add|sub
8             24|18|mult|27|25|sub|add
9             24|18|mult|27|20|sub|add
10            26|12|mult|24|18|mult|add
11            24|18|mult|29|27|add|mult
12            24|18|mult|27|26|abd|sub
13            27|8|sub|24|18|mult|add
14            17|sqrt|20|18|mult|mult
15            18|cb|17|13|mult|mult
16            18|sp|14|div
17            18|cb|25|8|div|mult
18            24|18|mult|27|10|sub|add
19            18|sp|29|13|mult|div
20            27|20|add|18|20|div|mult
21            18|sp|1|sqrt|div
22            18|sp|22|20|mult|div
23            18|8|add|18|10|abd|add
24            8|4|mult|21|7|add|mult
25            25|20|mult|18|17|mult|mult
26            24|18|mult|27|14|sub|add
27            14|12|mult|24|18|mult|add
28            18|sq|26|8|sub|div
29            29|sq|29|18|sub|div
30            14|22|div|21|7|add|mult
31            14|27|div|21|7|add|mult
32            18|sq|19|cbrt|mult
33            18|cb|28|11|mult|mult
34            18|cb|19|log|mult
35            18|cb|24|18|mult|mult
36            7|cbrt|22|13|add|mult
37            21|7|add|18|mult
38            10|27|div|21|7|add|mult
39            18|sp|26|11|mult|div
40            29|18|mult|28|sqrt|mult
41            18|13|add|18|26|div|mult
42            27|25|add|18|26|div|mult
43            12|8|mult|24|18|mult|add
44            18|sq|24|cbrt|div
45            18|sq|11|cbrt|div
46            18|8|add|23|cbrt|div
47            8|16|div|18|24|div|abd
48            18|cb|29|cbrt|mult
49            27|cbrt|18|mult
50            27|19|mult|24|11|mult|add
51            18|cb|24|12|add|div
52            25|17|mult|29|18|mult|mult
53            24|26|div|29|18|mult|mult
54            18|sq|20|13|sub|div
55            18|13|add|23|cbrt|div
56            24|18|mult|21|7|add|mult
57            24|18|mult|20|12|mult|add
58            24|18|mult|25|12|mult|add
59            18|sp|2|0|div|mult
