material_id,formula,bandgap (eV)
3883,H4BLi,6.3578
5671,F6SSn4,3.2703
4172,BrNZr,2.572
4207,AsO4Ta,1.6195
4680,Li2Nb4O11,2.538
5485,I7Ta3Te,0.6596000000000002
4546,HCaClO,3.6422
5822,CaMnSn,0.0
3252,In2Se3,0.4925999999999999
4655,Al2Cl8Sr,5.5657000000000005
4849,FO3PSn,3.8544
5883,HfSe8Te3,0.5354999999999999
3419,BaFI,4.3368
5131,CCuO3,0.02770000000000028
3544,SiTe2,0.0
5684,H3O4PSr,4.4393
3011,Mg2Y,0.0
3823,HfS2,1.3020999999999998
3524,IInTe,1.9599000000000002
4360,GeI2Y2,0.15759999999999996
4026,H2O7Ti3,2.5606000000000004
5480,O5SV,2.7030000000000003
5208,Cu2F5Li,0.0
5334,CS2Ta2,0.022099999999999786
4677,Bi7NbO13,0.0
3360,CuF2,0.4618000000000002
3285,MgSn2,0.0
5246,HClCuO,0.019099999999999895
3154,LiMnTe2,0.0
4506,Cu2S4W,1.5945
4336,Ga2NiS4,0.0
3829,Bi5O9Sr,0.0
4345,BiBrTe,1.6510000000000002
3021,MnNaSe2,0.0
3580,OS2Sb2,1.8598
4284,C4N4PtTl2,2.9434000000000005
5284,Al2BaCl8,5.5913
5632,H2CuO5S,0.23380000000000045
4033,BrCuHgS,0.5497999999999998
5362,O12Te4V,1.4855
3554,Li2O5Te2,3.7203
3693,Hg2P2S7,2.1689
3758,AlO2,0.0
3349,F2N2Sn,2.1506999999999996
4688,CdPS3,2.1510000000000002
5215,Br2NbSe2,1.2323999999999997
4896,CoNbTe2,0.0
5805,C2I11Sc6,0.3861999999999999
3143,Al2S4Zn,0.0
4893,CuO,0.22080000000000055
4220,Br2CdSb2Se3,1.1887000000000003
4868,SeSiZr,0.0
3241,O3PSn,0.3769
5435,AlBiBr6,2.6119
5916,Cu2O4W,0.9017999999999997
4404,BiO3Sb,2.8059000000000003
3967,BrFSn,2.3061999999999996
4232,FeI2,0.0
5330,F5TlZr,5.059900000000001
3781,PPdS,1.1236999999999997
3926,Sb2Se2Te,0.7533
4426,I3O9Sc,3.9825999999999997
3817,I2O5,2.7277
4074,H2O5Si2,2.8535999999999997
5511,Br,1.3032000000000004
4405,O4SSn,3.958
3184,Al2MnS4,0.0
4294,Ag2S,1.6869999999999998
4495,Li2NbO8P2,0.0
3188,Bi2MnTe4,0.8198
4125,PtS2,1.8226999999999998
4076,FInO3Te,3.5071000000000003
3597,GaS,2.4777
3438,AgN3,1.8287
4123,KO10V4,0.0
4731,MoO13P4,1.3489000000000004
4475,Br3Y,4.0441
4579,CuO4Te,0.0
3063,O8Re2Zn,4.0205
5403,Hg3O6Se,1.0625
4856,O6P2Sn,4.8258
4602,Cd3O10Se3,3.1866999999999996
4374,MnPSe3,0.45020000000000016
2990,H3W,0.0
4881,CuF5Li2,0.3677999999999999
3430,NiTe2,0.0
5168,Cl8NSc5,0.0
5588,Cu3F5O,0.0
3717,I2Mn,1.1068000000000002
4880,Mg5Sc,0.0
4508,Br2Cr,0.44789999999999974
5514,GaMg,0.0
3496,HBrCa,4.1537
5148,FeTaTe3,0.0
3509,CaGeMn,0.0
3237,Ga2S5Zn2,0.9591
3959,O4PbW,2.4914
3070,Ga2S5Zn2,0.9367000000000001
5144,GaTe,1.8617000000000001
4270,I2NbO,0.7807
4498,Co2FeO6,0.0
3754,Br7Nb3S,0.7879
4804,NiP2S6,0.4575
4119,H6Na2O6Pt,3.0411
3644,ClNTi,0.5740000000000003
3816,I2MgO6,3.6449999999999996
3518,Cl2NbSe2,1.0705
3017,Ga2MnS4,0.0
4193,H2O6Se2Sr,4.1666
3039,Te2W,1.0613
4671,ITe,1.0440999999999998
4489,Se2Ta,0.1591999999999998
5520,Bi2Pd,0.0
3657,INb2Te6,0.7258
4703,I,0.0
3864,H12N6Rb2Sn,2.5644
4337,Bi2Pd,0.0
5030,H5F2GaN2,2.8144
3401,H2KN,2.2845999999999997
4395,Bi2Te3,0.9707
3783,AgI,2.0285
3244,Cu2S2Y,0.0
4783,CrS2,0.0
4549,H4FKO2,4.942399999999999
4061,NbO10V3,1.6676000000000002
4195,H4O6P2Sr,5.205
3948,CAuClO,2.5046
5733,As2Ge5Te8,0.3228
3014,Cl3Tc,0.1998000000000002
3200,AgAlO2,0.0
4713,HAlO2,3.8135000000000003
4838,Bi2O5Se,3.0142
5828,F8Fe3Li2,3.4848
3302,H2O5V2,1.4918999999999998
4858,AlCl7Te,3.4005
5817,Cl3Sc,3.8438
4024,Cl2O3SeZn2,4.102
3286,AgNiSe2,0.0
3491,ITe,0.8259000000000001
3791,F3ISn2,2.9524
5408,Cd2O4Si,2.319
5318,BiBr3,2.9482
5280,Pt2Te3Tl,0.9822000000000002
3825,Cl3Cr,1.6135000000000006
5053,Ca5Ir,0.0
3762,ClNZr,3.0509
3250,Fe2OSe2Sr,1.1999
3012,Al3Ru2,0.0
5063,AuTi,0.0
3895,Cl3Ti,0.0
4129,I2O6S,2.1161
5264,Co3MnO8,0.0
4917,SeZn,2.1824
5320,AgCuTe2,0.0
4778,AlBiO3,3.2891
5692,Cl4HgK2,2.6433000000000004
3460,Hf3Te2,0.0
4414,HfTe2,0.0
3363,Ga2O3,3.1512
3025,Mg2Sr,0.0
3704,I3PbTl,2.0065999999999997
5803,Br2Mo,2.0481000000000003
3368,AgLi2Sn2,0.0
3042,PtTe,0.0
4312,CuLiO2,0.5035999999999996
4974,Al2Te5,1.4575999999999998
3753,C2I7Y6,0.0
5374,Ba2BrInO3,2.02
5835,CuLiO4P,0.0
4198,BN,4.097700000000001
5614,O3PdSe,1.1385
4087,Ga2Te3,0.0
5415,F4V,1.7261999999999995
5656,Cl6KNb,2.1854999999999998
5560,O5Pb3Se,3.0306
4422,CuI2O6,0.4267999999999996
3253,MgTi,0.0
4771,GeO3Zn,2.7475
4474,I3S2SbSn2,1.1641
5360,H2CdO2,2.0792
4604,GaPS4,2.2931
4693,H8BNaO7,4.0306999999999995
3240,I2V,1.1625
5703,I3InO9,3.5169000000000006
3813,NiS5Ta2,0.0
5209,RbSb2Se4,1.5727
5328,Ba2Hg,0.0
3161,MgTi,0.0
3977,F12MnSb2,3.1845
5496,AsI3,2.17
5233,Bi2CuO4,0.06469999999999976
3077,OSn,2.1348000000000003
3239,Bi2OS2,0.9895999999999999
3652,Br3Ir,1.8151000000000002
5796,Cr4Li2O13,1.6432000000000002
3332,ClSTi,0.0
5833,C8B2N8Zn,5.220599999999999
5181,Bi5O9Sr,0.0
2997,CaCoSi,0.0
4903,Ag2Bi2Cl2S3,1.5629000000000002
5700,LiO2Sb,2.6038
5019,Cl7FeTe,1.2679
3728,RhTe2,0.0
3412,Cl3Y,4.9775
4657,GeHfTe4,0.7240000000000002
5471,O3PbTi,2.4812
4615,Fe4S5,0.0
5698,O6Pb3S,2.9438999999999997
4055,CrCuO4,0.11639999999999961
3563,Cl2Fe,0.0
5843,Cl6FeHf,0.09450000000000003
3429,H4O4P2Pb,4.0217
3238,HfSiTe,0.0
3757,Br3Cr,1.4035999999999995
4089,F3PbRb,4.0259
5882,CrLiO13P4,0.0
5695,Hg4O7P2,2.888
3906,ReSe2,1.2463
4715,IrNbS4,0.0
3782,AuPS,1.0822000000000003
5548,AuCuO2,0.0
5285,FOSb,3.4236999999999997
3230,Bi2Pt,0.0
3651,PRbSe6,2.0015
4769,S2Tc,1.2219
5682,H4MgN2O8,3.5682000000000005
4131,Bi2Pb2Se5,0.806
3745,InSe,2.1011
3293,GeLi2N2,2.5044000000000004
5240,CAg2N2,1.5689000000000002
4029,Br3In,2.9321000000000006
3226,Ga2Mn2S5,0.0
4324,CCuN2,0.0
4839,Hg3O5Se4,2.2470999999999997
3316,NiPSe3,0.0
4618,Ag2Se,0.9976000000000003
3455,Fe2KSe3,0.0
3479,Bi2O5Te,2.809
5562,H4N2O8Zn,3.3044999999999995
3645,Te2Ti,0.0
3194,H2O4Ti3,0.0
5373,AsO4Sb,3.5221000000000005
3324,Na2S2Zn,2.3617
4502,BeF2,7.188
3402,Ge2Zr,0.0
5728,H2MgO2,3.5454
5687,LiO10P3Sn2,3.0236
5254,Li2O4S,4.435099999999999
3620,Br2Mo2S,0.9683
4550,Bi2CuO6Sr2,0.0
3353,I3Ir,1.5617
4091,As2Ge3Te6,0.502
2987,LiMg,0.0
3179,Cl2CuO4Pb2,0.0
4225,MnPS3,0.6553999999999998
5741,AuITe,1.0945
4755,LiO4SiV,2.3013000000000003
5482,Ag2Cl6Re,0.9074999999999998
5538,CoNb2S4,0.0
3710,CdI2O6,3.456
5212,GaIY,0.0
4147,FO3Tc,2.4938000000000002
5595,Bi2BrInSe4,1.4497999999999998
3514,PtSn4,0.0
4109,CoLi4O8P2,3.0277000000000003
4239,BrCuO2,0.45870000000000033
4805,Bi14S8Te13,0.8720000000000001
4065,AsCoS,0.0
4072,OTl2,0.9394999999999998
5492,GeP3,0.0
5813,P3Sn,0.4605999999999999
5501,CuLi2P,0.0
5626,Br2W,2.4212
4412,Nb2SiTe4,0.0
4100,NbSe3,0.0
4901,P2Si,1.5367
3917,Al2CdCl8,4.0137
4190,Ni2SeTaTe,0.0
3963,Cu2Fe4S7,0.0
5146,MnO8Re2,3.0592999999999995
5315,S3Zr,1.1275
3834,NbNiTe2,0.0
5018,B10Bi6O21,1.5769
3870,CAg2O3,1.3333999999999997
5337,Br7STa3,0.855
4310,HAuO2,1.3863000000000003
5629,H3I3N2,0.8353000000000002
3775,Cl3Y2,0.7872
3146,HfN2Na2,0.0
4918,AgS2Sb,1.9717999999999996
3936,Br4Pd4Te3,0.7376
5518,PdSn4,0.0
4299,MoO5P,3.1591
4572,BeCrO4,2.5152
4645,BaBr11Y3,3.1451
4955,CrGeTe3,0.4844999999999997
3330,MgSn,0.0
3631,AsO2,3.2434
4411,NiSe4V2,0.0
4587,C2H2CuO4,0.0
3642,As2Ge2Te5,0.5232
4357,CoO8Re2,2.1445
5777,Br4S9V4,0.6503000000000001
5478,H4O4P2Sr,5.165
4935,F3NbO,3.5573999999999995
4094,Cl2O4Pb,1.6046
4037,BiCuO2,1.4230999999999998
4780,Mg2O8Te3,3.4332000000000003
4269,BrCuO2,0.0
4192,Li3S3Sb,2.6234
3151,GeSe3Tl2,1.5326000000000002
4437,Cl8Sc5,0.0
3656,BrInO,2.3891
3799,BiFO,3.4159
5062,H3AlO3,4.3458
5012,CuI2O2Sr2,0.0
4716,KNO3,3.3364999999999996
4389,AgO3Te,1.1883
3320,Mg2Ti,0.0
3210,As2Se3,0.7142
4990,B2O5Te,3.7294
3051,S2Si,3.2969
4912,HAgO2,0.0
3369,Mg2Rh,0.0
3612,CrI2,0.2530999999999999
3466,CCl2Sc2,0.8565
3673,Bi9I2,0.0
3630,H5AsCaO6,3.936
3988,ClRe3Se4,1.2469999999999999
5274,H3F3GaN,2.5984
5098,S3SiTl2,2.8831
4104,MgPS3,3.0539999999999994
5253,Al2O3,4.8346
3828,Mo2O8Zr,3.2285000000000004
3094,MgSb2,0.0
3008,NbS2,0.0
5311,BrOZr,0.0
5039,NiS2,0.8927999999999998
3787,BiO4Pd2,0.0
3613,ClNaO4,5.5747
3295,BrCu2O3,0.0
4347,BaF12Sb2,3.5225
3348,AgSe2Ti,0.0
4407,H9BaIO5,3.9113999999999995
5070,AgClO4Pb4,2.8222
4605,Ca2ClFeO3,0.8457
3548,Pb4Pt,0.0
4252,PdS6Ta2,0.16280000000000028
3484,AuI,1.7685999999999997
4910,Fe3S4,0.0
5542,Br9Nb2Rb3,0.4253
3732,BiIn,0.0
5911,AuBiCl6,1.0021000000000004
4464,I2O5Sb4,2.3944
3440,BiLiO2,2.2825
4866,H8B2Zn,4.522399999999999
3322,CuS,0.0
3256,Ag2O4Se,1.5468000000000002
4277,CaCl2O4,2.9306
3649,Hg2IO,1.5462999999999996
4231,O5Ta2,3.1272
5198,ClInO3Te,3.2566
3940,Hg2O4S,2.4132000000000002
4920,BO3Sb,3.9486999999999997
4925,H8B2CaO8,4.4534
5137,Cl3Fe,0.39590000000000014
3327,SSn,1.8758
3038,N2Pd,0.0
4382,I2N2S,1.5517000000000003
3812,CoTaTe2,0.009600000000000053
5842,KMg6O7Rb,0.05800000000000005
3141,O4SiZr,3.9934
4658,H2ClHgN,2.3038
3939,Te4TiZr,0.0
4383,H2LiO2P,5.4113
3396,PS3Sn,2.2014
3007,HMnO2,0.17829999999999968
3512,ClGaTe,2.2963999999999993
4011,CoSe,0.0
3624,Cl2NbS2,1.8206999999999998
5603,AsCl2Hg2,1.3778000000000006
3267,PbS,2.0793
4512,Br2Ca3Si,0.7999
3018,Al2S5Zn2,0.0
4102,Al2MgSe4,1.2177
5256,P2S6Sn,1.4967000000000001
4496,AsAuO3,1.1237
5524,FeTe,0.0
3934,AuClO2,1.1327999999999996
5810,AgP2ScSe6,1.6673
4197,Bi4Br2O9Te2,1.1641
4773,H2Mg3O6,2.4572
3301,As,1.573
4813,Cl3LiSn,4.401
4227,Bi7Cl3S9,0.4606999999999999
3814,CCuLiO3,2.0866999999999996
5086,O9Sb2Si3,4.665
3760,As2O3,3.9015
4553,BrOSc,3.3226000000000004
4307,Pb2Pd3Te2,0.0
3411,Cu2Te,0.0
3019,CdCl2O2Pb2,3.7001
5704,I3Y,2.8542999999999994
3736,Se3Zr,0.44819999999999993
5317,Cl2Mg,4.574800000000001
3449,BrNTi,0.5802
4770,BiCl2CuS,0.2630999999999999
5394,BiCdISe2,0.6362999999999999
3622,Cl2OOs,0.0
4439,Fe2Se4Ti,0.0
3560,In4Se3,1.1230000000000002
4365,H3AlO3,4.376200000000001
5697,BrClSn,1.8881000000000001
3203,S2V,0.027899999999999814
4589,PS5TiTl,1.1585
5184,Be2Cl6Te7,1.3979
5874,H4ClNaO2,4.4388
3136,Cl3Zr,0.1730999999999998
3534,FeGa2S4,0.0
5473,MnNb2S4,0.0
3749,GaInS3,2.0327
3192,S2Sn,1.5737999999999994
4965,BiO8PPb4,2.9436999999999998
5122,NiSe,0.0
5199,NiSe5Ta2,0.0
5599,AlI7Te,1.9384999999999994
4563,GeTe,0.0
5191,H2Mo2O7,2.2552999999999996
