,Volume,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,sum:hhi_p,sum:hhi_r,sum:sound_velocity,var:boiling_point,var:c6_gb,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity,r1_1term,r1_2term,r1_3term,r1_4term,r2_1term,r2_2term,r2_3term,r2_4term
114,124.58256338633535,22.4,164.0122904358975,218.2,23.845999999999997,48.76278,924.36,33.16,13600.0,13100.0,7858.0,1099025.7663999998,3167753.4024,3073600.0,4297600.0,594485.5744,4950255.039999999,134.1068319935442,113.78092032086947,112.77126765843789,104.35200386826891,133.0371663741417,103.13231186328451,154.29656687547626,108.67083066892445
3,176.62575498366118,37.4,176.0122904358975,221.8,28.66,88.7270904,679.48,9.58,34000.0,31000.0,7226.555937922587,352153.4176,6702350.202400001,5440000.0,6640000.0,24659.046400000007,585163.1635856011,146.38011000013964,165.23618080703852,174.3103135736261,173.49066557825262,160.39012337970254,173.91569895651162,177.20378267783047,165.0986240578254
17,115.42014132932273,32.2,148.2122904358975,215.4,16.08,74.85520000000001,1057.16,37.26,12600.0,11000.0,5006.0,1128270.7104,26103.0664,3961600.0,4660000.0,212297.12639999995,1705864.9600000004,125.23603682298203,124.25564094577712,121.6463892151331,126.45579598094305,118.88244140781019,109.66603973723701,147.0773336837925,131.49210395128551
38,214.23360897107594,48.400000000000006,182.93318488284797,231.0,31.759999999999998,115.96349039999998,792.0600000000001,10.660000000000002,37200.0,57000.0,21680.231284416506,430277.83440000005,6543531.6,1353600.0,3924000.0,17177.0824,218770.6264632186,182.62234658501876,199.03710564453428,214.08042746843648,206.44262613650045,192.35522360820195,208.5664223415392,215.40128378375027,209.6502685560434
72,150.57443242225364,41.2,175.333184882848,224.20000000000002,29.880000000000003,95.8074904,1072.06,37.46,38200.0,69400.0,25300.231284416506,1427604.2344000002,6506706.16,1189600.0,402400.0,384677.97839999996,85537.88147146333,155.1344869306199,140.4039399929581,157.97596374232492,133.49626561853268,147.80175662234842,155.42494269992648,189.66983446741187,160.6833300365723
120,271.7063705144595,50.4,186.8437548698378,248.39999999999998,36.16,120.2477724,796.22,19.436094833276982,49800.0,46800.0,33098.309660168714,221855.77360000001,6158202.640000001,333600.0,921600.0,74326.8984,542109.0612993271,274.08437439326275,266.0762324678952,258.66285162194725,254.46238095432614,291.4369330205752,246.50797604344126,282.30132896691964,257.852415249769
6,175.23952406125755,27.599999999999998,170.4122904358975,221.2,25.659999999999997,62.10556,843.96,12.760000000000002,26200.0,21200.0,8836.0,799963.4944000001,3166743.8183999998,3037600.0,3817600.0,17139.105600000003,832712.6400000001,144.26433088575038,165.87539655583615,162.03390362121155,174.1559671274405,147.65256760797965,168.68060318336728,171.35652940206205,166.06020466926205
101,64.65769186928596,20.6,134.81416850106882,186.2,13.74,45.68188189600001,1116.006,76.0793636983576,14600.0,14800.0,29301.4952999072,1607031.6280240002,21098.3296,18400.0,1600.0,371882.380776,110075.77870806327,61.07851097001489,59.66072372311958,53.01987458943245,57.13179542715818,54.63057672165177,49.91837843757851,87.16810110464485,63.15291826697995
2,57.71548700058894,17.0,157.520852186845,208.8,16.810000000000002,37.3117,1115.5140000000001,92.15971934359035,9000.0,7900.0,10016.732051639809,1974138.8574640001,1551709.4535999997,2616000.0,1765600.0,698768.6656000001,4263428.185229942,106.48413304006478,86.43264720984607,81.85758159298308,82.86737965226662,98.73731716170771,78.2808839720569,97.1222038042378,65.98011358498252
122,201.40007298384913,38.4,176.533184882848,229.0,28.54,88.77796000000001,899.94,13.240000000000002,18500.0,28300.0,11202.83767324696,734276.5624,3056902.5600000005,1396000.0,4242400.0,8611.656000000004,221324.1637714433,174.10813756331683,195.6136551815922,196.86221462225353,203.41316079959114,175.8741494920595,197.40743273532786,204.63818294581267,204.1286789265268
54,89.98190321387162,13.2,166.81416850106882,198.60000000000002,25.3,27.234301895999998,611.806,32.0993636983576,20200.0,26400.0,28581.4952999072,466681.038424,2529210.2495999997,889600.0,5198400.0,168109.477656,329073.31102672697,82.77532313750329,90.84798195483697,85.78056444520998,89.30445825570925,90.27174217715798,96.16237899109163,124.83026836065487,96.60987263594743
50,114.48840874923887,19.8,161.0122904358975,213.8,21.7,41.798860000000005,920.56,29.28,7800.0,11700.0,6188.0,1019089.0623999999,2279660.0824,6400.0,5942400.0,213187.26399999997,1842787.8400000003,120.41948258239279,120.0279540526088,115.15116897464316,122.16427804963564,119.03333450944876,122.41090871283085,137.1298677390687,113.50264012401337
104,153.17208619691428,20.4,162.81229043589752,217.2,23.0,43.615660000000005,973.16,20.58758774072156,23000.0,24200.0,16036.0,1232081.1904000002,2255878.2183999997,2256000.0,5833600.0,163185.184,4085928.64,130.87277589862006,132.85174916310362,126.79466527370028,136.44757211769377,127.65820913114912,140.14289715466168,152.49093884590923,135.42959610679412
46,66.38274984747244,17.2,155.81416850106882,200.39999999999998,20.68,40.252441896,656.636,32.1993636983576,10400.0,11000.0,16100.7476499536,552837.068064,4586851.3696,505600.0,1096000.0,146009.918224,2150389.051313446,86.53771679305967,95.98364595724826,91.33914626356571,95.29174350966433,92.76245129014038,95.4818955655425,88.19597572468945,68.78799347970326
105,62.6054213694049,30.599999999999998,120.0,214.0,16.65,73.426694,1972.44,114.0189297266254,16700.0,7900.0,8175.8,5857654.9024,2071618.3336,10086400.0,1753600.0,1736359.9185839999,3036150.1504,121.01176931158008,75.63126290218605,80.50409124028701,53.26933989148563,95.05513440252831,66.43432702797183,97.70824671977248,68.8289598462047
61,151.3414191693852,32.8,150.0122904358975,218.8,17.38,76.672,1109.76,28.56758774072156,32600.0,22800.0,13672.0,1326892.5184,29801.282400000004,4790400.0,4573600.0,165095.9104,4122050.56,136.08315967164373,137.20038617609748,133.66665965079983,140.7341861098265,127.68802011827886,127.27613613278955,159.46724507349052,151.82540417749186
141,59.086370359150216,15.400000000000002,153.520852186845,196.4,15.02,33.387353856000004,1262.334,92.92362451031336,5000.0,7300.0,10342.5,3451351.856104001,424406.13359999994,544000.0,3686400.0,1230420.443136,5493011.5,78.40261135494802,48.46307240773802,45.68112040579405,62.210701849790084,68.9821964805538,48.193609462256305,85.18248022415669,56.445665547329725
79,61.723442194155446,17.0,162.520852186845,198.2,19.340000000000003,36.60906,1240.5140000000001,92.28362451031336,5600.0,14000.0,9142.5,3457892.357464,2273923.4136,625600.0,8296000.0,1234899.1744000004,5180291.5,81.96208531562415,51.4451951853389,52.21741923686331,62.50800538940746,72.66277958331213,61.393660512329745,90.48711369047788,64.2255754339757
136,187.84814555634821,28.8,184.81229043589752,229.2,31.96,65.3750904,664.88,15.476094833276983,29400.0,24000.0,14599.020041202204,322330.8736,6817002.258399999,3434400.0,3840000.0,114723.25440000003,2899876.884194479,174.94297801508105,175.46665183585992,173.4110957333236,178.70222023973812,194.44706516887834,179.74509619398043,211.28799088215135,177.40135510729885
91,70.5924838492545,27.4,140.2141685010688,189.60000000000002,15.12,64.984241896,965.006,64.6793636983576,12600.0,12500.0,12868.7476499536,1284799.4400240001,39986.9056,3961600.0,4000000.0,260927.23797599995,853490.2036854485,66.34691493928482,70.16854451565735,68.09967516122944,65.79612468564972,62.21583068310761,63.64130078615378,96.05948534710271,74.98145394103706
41,85.88925575648324,22.2,158.81416850106882,190.8,23.5,50.066241896,740.206,48.5793636983576,23400.0,23800.0,24761.4952999072,876180.2976239999,3353758.6816,3362400.0,3277600.0,209631.916456,353555.551939637,68.3225011304389,75.21735527224897,76.70742814918414,70.2552080548216,69.24006505024224,83.14340919420562,96.17158057156158,80.14874125291092
58,241.35898237610192,46.8,183.2437548698378,246.6,35.4,110.7393724,816.22,8.34,49200.0,43800.0,31709.8455568891,257886.97360000003,5910762.640000001,441600.0,2289600.0,90266.1784,287545.75748203933,263.0279314125275,254.42380691549852,246.04106207465176,244.06291152466142,277.20230728436695,235.92608288680307,274.3709175685083,247.77699303612647
90,132.31413582130907,35.8,151.4122904358975,217.0,16.72,83.71964,986.16,29.26,24400.0,21800.0,8072.0,895271.4304000002,28626.818400000004,4134400.0,4689600.0,172540.38239999997,859714.56,130.23483978679,131.53863205131503,130.37485304163732,134.84500748626502,126.49341888902663,115.7707320515116,152.94533776590325,137.98976648629932
48,150.66491369320212,30.8,172.6122904358975,221.0,27.84,70.3338904,541.08,9.38,24400.0,20600.0,10210.555937922587,137987.7216,6744976.0584,3174400.0,3894400.0,26791.526400000002,998234.9452103812,143.56542005328393,162.1956279553877,164.3581194880215,170.2822442768637,168.77146323518755,163.47729319798975,170.74218257129476,146.40187113242825
88,125.28028867280602,16.4,167.4122904358975,218.4,23.08,33.95066,625.16,10.280000000000001,11500.0,10700.0,7220.0,234128.5504,2209133.3224,2256000.0,6438400.0,84413.54560000003,2976006.4,134.7625947460324,144.22347135654127,132.8359644066831,150.35068971873454,150.93910244155018,132.327506963613,155.83271821056385,121.12863745503441
126,76.03223118739854,24.000000000000004,164.12085218684498,214.8,19.020000000000003,55.3096,1366.114,82.08758820151056,7900.0,6400.0,6372.5,3192733.0806639995,4576251.733599999,1765600.0,921600.0,672395.0656,1849013.5,123.40876193730249,101.91074731367969,100.67798554513578,93.84342502989354,108.30652263863941,107.16526336050588,100.60910196949895,77.80368718511522
21,72.98106977000764,35.6,156.12085218684498,205.2,14.780000000000001,86.73740000000001,1550.714,76.86362451031337,7600.0,5900.0,5222.5,4394780.431864,168010.50160000002,1609600.0,757600.0,899753.6764,1099043.5,97.4328228866031,72.8085701777551,78.72240048422807,72.00407457635784,81.63493003743687,74.76160439710505,110.03441728291736,87.75302983180293
57,128.03730151269548,19.0,162.4122904358975,218.8,21.758,40.0772688,799.56,25.28,7800.0,12000.0,7768.0,613148.5824,2208330.1384,6400.0,5856000.0,275984.5056000001,3716288.64,136.08315967164373,129.58734736603276,121.61656676570163,129.22281703449826,141.2756254544129,114.7968238720982,148.39168220768994,107.27599283927313
75,94.16246053996997,26.0,164.6141685010688,195.2,26.880000000000003,60.462932296000005,448.92600000000004,36.7993636983576,24400.0,23600.0,25936.051237829786,199398.77858399999,6890085.8496,3174400.0,3318400.0,45872.807976,83412.37952442342,76.11855905566293,99.49670896220952,105.17067139004266,94.7902500502415,90.23782351160891,104.04998249777896,109.66421900216248,92.8055490203688
32,247.05285935135086,52.8,176.2437548698378,242.2,32.68,126.46577239999999,973.4200000000001,16.540000000000003,46600.0,44000.0,29089.8455568891,652515.5656000001,6145527.040000001,1242400.0,2176000.0,4207.758400000001,227277.664663028,237.64605410214514,253.80125402563937,254.81740207242808,253.78285809295437,236.169851338582,248.86377183615173,249.50215780692253,251.13011702634182
138,67.19447744045841,15.0,153.0141685010688,188.0,20.740000000000002,31.927901896,828.406,56.6993636983576,7800.0,13200.0,14050.7476499536,1150441.319224,2364475.1776,6400.0,5198400.0,254987.679736,246911.6659058361,63.80825990437475,68.33581226516753,62.1637199635817,63.03273187915383,62.217355891186365,73.18780065903793,81.1143408203229,68.44477398778446
59,73.7097811903136,18.8,157.6141685010688,190.2,23.28,41.568601896,479.206,42.5793636983576,12100.0,12400.0,13480.7476499536,237881.829624,3371733.0016,3205600.0,3121600.0,62850.540304,601649.7587437204,67.32691804937365,88.94989413726783,85.0444701242057,80.62691855032969,77.1946653668972,86.65298972630004,93.72009478265642,76.57735658969807
63,95.27186437700378,37.6,146.0141685010688,192.0,16.66,92.39344189600001,522.952,41.6793636983576,16500.0,14100.0,10705.7476499536,408749.200336,40154.7136,4960000.0,3769600.0,41440.053784,740105.3370334194,70.3611991734014,95.40288943560955,97.97763872874586,88.06046728173327,79.06040764175951,84.58471277223335,106.71059208687815,94.7601566070628
128,112.79282718486571,29.200000000000003,165.0141685010688,195.60000000000002,25.1,69.932601896,645.806,37.7793636983576,13200.0,12300.0,11040.7476499536,582408.6304240001,3308355.8175999997,3038400.0,3146400.0,47278.191695999994,574467.7000146629,76.87214375468231,99.8796471579813,106.84524565827934,95.58735609720246,81.95867320988467,106.95782767016618,114.04943076066803,107.52731059846238
37,67.40982957627959,24.400000000000002,159.92085218684497,210.0,18.080000000000002,56.2548,1413.114,93.58362451031337,6900.0,9100.0,8762.5,3510254.3646640005,4597638.373599999,1197600.0,3513600.0,1214847.3856000002,5177327.5,109.6795260806146,75.85173030503059,78.50880768844277,67.30872255297805,94.88078812924032,73.69547021553636,80.96358983923595,53.60591757999293
29,76.0439350575542,14.2,154.4141685010688,193.0,20.798000000000002,30.206310696000003,707.406,52.6993636983576,15600.0,27000.0,31261.4952999072,722199.5712240001,2300882.8096000003,6400.0,5076000.0,322353.24165599997,1126561.162951701,72.10948003221112,71.68683366617478,66.44472086785517,69.66037842717812,74.42269205309357,68.53027454372058,90.97418828366703,61.76437319288294
107,56.84900711217347,15.600000000000001,152.92085218684497,195.8,14.84,33.778795856,1315.334,87.8031652938273,8664.675592658521,6493.2169965732055,9547.618683153423,3846590.452104001,407531.8216,4744993.8837971045,2551325.1170753813,869627.259136,4283663.970306214,77.25183647347806,56.163550466910806,52.00317454272923,63.70377146537497,67.12141431951798,62.18106910366616,83.41910570635746,63.27815890554149
134,218.9143114936079,39.6,190.93318488284797,237.0,34.84,92.0474904,720.86,15.956094833276984,40200.0,59400.0,28168.695387696127,276693.73840000003,6609745.36,1101600.0,2282400.0,94360.37040000001,724442.1884768833,210.4781824317046,208.4771547481414,210.6847624821061,208.32744377075662,229.46446957072348,208.48093062652282,244.6719674362089,215.68338552317877
1,65.89429488532184,30.400000000000002,120.79999999999998,214.8,16.786,72.953294,1978.44,102.0189297266254,40800.0,17800.0,17299.6,5904929.6224,2064345.7416000003,12217600.0,2601600.0,1970299.3993840003,3653191.9744000006,123.40876193730249,73.86230677408459,78.9262097030666,46.16283313488671,96.89239022184573,59.95616212887208,100.75361306259883,68.74983242426691
52,168.55364823384346,27.599999999999998,169.2122904358975,220.2,27.939999999999998,62.3770904,954.08,20.28758774072156,47400.0,32700.0,24585.83390688388,1230719.6416000002,6762292.218400001,4182400.0,3769600.0,164453.51039999997,4119066.2312831497,140.8012162887003,141.33395786743512,143.93063866303333,144.6990907886069,138.59601778443923,159.15189180674994,169.42304800261346,150.6911706394072
130,75.83037174302696,17.4,156.81416850106882,196.2,23.11,38.680901896,973.206,60.5793636983576,13800.0,13900.0,14340.7476499536,1906410.301624,3250675.4496000004,3110400.0,3133600.0,677069.7171760001,1065310.3204269127,78.0170623058436,62.50100192580083,63.602112636182845,66.31136249084574,73.93098139896536,75.2014756612056,104.73212296159399,78.51041568158357
103,59.81199781507478,21.8,153.92085218684497,198.2,15.046,50.96535385600001,1471.334,108.92362451031336,9600.0,6300.0,9326.5,5140350.244104,381732.95759999997,6505600.0,2310400.0,2027033.691136,3983194.8599999994,81.96208531562415,37.1296592359233,40.1020770175932,62.56606785820287,69.1990060936947,37.68505424074377,89.98327489289062,58.010872480240266
99,110.35918464198421,32.6,168.0141685010688,196.0,27.700000000000003,78.856132296,587.326,36.9993636983576,34000.0,34000.0,22952.051237829786,439072.70178400003,6849629.0176,5440000.0,5440000.0,43241.913976,608838.1573981051,77.63347333867459,101.32537004800746,114.29695664575004,97.24437040186096,85.18692711822497,111.49576404354286,115.64020367342975,108.41656736539096
116,69.28383831454539,24.0,146.6141685010688,194.2,16.5,57.13604189600001,669.606,45.679363698357605,16300.0,11500.0,13900.7476499536,526097.624824,76381.7856,4790400.0,4560000.0,128113.13029600002,1435146.2377052796,74.26806765347327,87.0399851034949,83.44711584195343,82.76156412906383,78.09779152986799,76.92238954222142,106.74705231787325,83.6089791674008
87,107.3098314779565,26.400000000000002,171.2687704767909,200.0,27.54,61.56138440000001,335.934,47.52362451031336,37200.0,36900.0,19256.978716367135,114998.651304,6885662.701600001,6001600.0,5906400.0,20817.8224,1524239.803704809,85.68691270342747,113.92927932681016,119.72578406474503,112.20800715008619,112.24238423062039,119.1216190002649,122.92454411948808,106.94021367410198
74,163.4935249887072,25.2,181.2122904358975,227.4,31.2,55.866690399999996,684.88,4.380000000000001,14400.0,10500.0,6605.2779689612935,363615.6736,6499506.2584,3297600.0,3840000.0,134266.1344,2131601.588935026,167.5593071948614,167.13739790135617,162.77694017527148,170.03841980895385,184.19638818671424,171.10950638320253,203.89895687508016,168.8181295963724
121,77.59315330331438,26.599999999999998,141.6141685010688,194.60000000000002,15.178,63.26265069600001,844.006,60.679363698357605,25200.0,25600.0,28897.4952999072,889614.8920240002,77336.2176,3961600.0,3894400.0,325215.686296,1882544.5007313134,75.00256561281539,74.03874352139192,72.88364828086078,72.53647131852046,73.82551634298517,60.07892703674064,100.82803634121467,69.28495834588384
143,72.59770851342745,27.599999999999998,142.2141685010688,190.60000000000002,15.54,65.351041896,633.006,50.679363698357605,12600.0,12900.0,12998.7476499536,480699.42402400007,40505.689600000005,3961600.0,3865600.0,82400.910864,907999.2281259311,67.98889684110712,86.73197407155388,83.01961295598376,79.20377184880658,72.01896187061786,74.55020517915801,99.52525157598963,81.0451328789367
20,112.6975075036733,24.0,176.81416850106882,203.4,31.0,55.504132296,572.726,42.89545853163458,29400.0,27000.0,30324.515341109407,406559.26098399993,7021030.249600001,3434400.0,3060000.0,146561.08629600005,604838.8859098195,93.19551327308575,101.69281521294073,110.67742833913124,102.3341660631651,104.69615608232614,117.17210671190881,146.18099677377165,116.95848384523609
71,203.33613640248274,42.0,180.333184882848,230.8,31.36,98.2654904,898.0600000000001,13.060000000000002,37000.0,56600.0,24160.231284416506,734061.1144000001,6475142.560000001,1396000.0,4242400.0,8675.425600000004,14407.154756159729,181.7541907295756,202.1892343215852,209.00399242067868,209.5472835532515,183.97265210035218,209.49670341165134,213.12893154173253,210.32503933504705
106,203.87993540567467,48.2,182.13318488284798,229.60000000000002,31.54,115.39949039999999,735.46,10.06,44800.0,66400.0,20796.231284416506,304881.6664,6553801.6,2113600.0,126400.0,14762.077600000004,410567.3555717025,176.62362277796302,194.79279308697932,210.96283346165578,202.57426946714529,190.22340563778758,203.47846450610564,210.8381512509601,203.77537350804926
14,165.1217664757107,36.2,180.333184882848,233.8,31.1,83.51467199999999,1010.2600000000001,12.860000000000001,21400.0,31200.0,14631.028993568107,1153541.0104,6293814.160000001,1465600.0,878400.0,379240.7224000001,1141239.6720849623,195.17798930684893,175.29331484050863,176.83431844233587,159.79217300935636,190.75435025290545,179.34797425885,219.77142702885874,187.09941582369865
92,73.15017953780705,23.0,168.12085218684498,202.2,20.18,53.117059999999995,1357.5140000000001,68.28362451031336,6600.0,11300.0,5962.5,4365458.081464,2274067.3336000005,1297600.0,6762400.0,916481.7664,1250447.5,90.47292833395797,66.34724560767872,70.5808298843411,68.64379987922852,78.55125763179373,86.22157242122918,104.06491920205978,84.74733505847178
102,83.68680399312422,18.6,156.2141685010688,189.60000000000002,21.380000000000003,40.792341896,757.406,48.6993636983576,14800.0,26200.0,26161.4952999072,884958.971224,2347654.6816,25600.0,5245600.0,209439.66253599996,102633.68354223546,66.34691493928482,73.52216523906904,70.33491156210084,67.9245247371639,66.60523806263595,77.3225234574841,88.07472732452561,72.7115479465738
