,Volume,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,sum:hhi_p,sum:hhi_r,sum:sound_velocity,var:boiling_point,var:c6_gb,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity,r1_1term,r1_2term,r1_3term,r1_4term,r2_1term,r2_2term,r2_3term,r2_4term
15,130.49084769010804,22.6,165.0122904358975,220.0,23.878,49.351168799999996,782.36,25.16,12100.0,10800.0,7068.0,605820.0063999998,3181152.1383999996,3205600.0,3782400.0,277432.1664,3669696.6400000006,140.11796843791575,132.99263544403428,128.64750977391105,132.21026107730188,146.64126244552452,123.05483777951373,158.31125582128516,116.54708727656387
95,70.35268214247002,24.200000000000003,161.320852186845,211.4,18.36,55.646074,1439.114,81.58362451031337,13000.0,12600.0,6052.5,3693496.436664,4586637.4936,9640000.0,10345600.0,1094507.8336,1542133.5,113.52468646063483,81.88615093021323,83.67672679847915,71.95508585985846,97.79724003571296,83.71623788422092,86.86341683565067,61.09900328573133
39,66.90965549992833,20.6,159.92085218684497,208.6,17.300000000000004,45.704674,1388.5140000000001,94.15971934359035,14200.0,13300.0,8936.732051639809,3656084.2134640003,1565175.9736,10062400.0,10362400.0,1098292.1536,3345577.8344916217,105.96042367469644,75.25569074278587,74.94871048742787,69.64483995223893,92.02104026516211,76.86368216076481,101.04546630626167,73.04830744343025
22,89.42508557141944,31.2,145.4141685010688,193.8,16.32,74.757841896,604.606,45.0793636983576,25400.0,24600.0,23217.4952999072,452856.40482399997,48992.8576,3926400.0,4086400.0,67910.427976,605395.9668007714,73.54109521386249,93.55231078561411,92.86815855670687,88.19933499835157,79.588892156099,83.06115388175621,107.45094041427467,91.26685112076464
68,172.84383277490593,26.400000000000002,149.0122904358975,219.6,17.08,58.75959999999999,1234.3600000000001,35.806173508828714,26200.0,13800.0,14466.0,1543556.9664,47464.6264,2281600.0,217600.0,161742.16806399997,4060055.04,138.7607573552253,139.7940734083893,131.3368873797338,143.4381202587926,126.10183861332816,129.01865585961835,157.9010871211557,150.5265055109474
80,163.55606623731336,41.4,176.73318488284798,226.20000000000002,30.159999999999997,96.0971304,886.46,21.46,17100.0,28100.0,12180.115642208253,696436.7464000001,6628003.840000002,2325600.0,4573600.0,147731.66559999998,19366.229618493693,162.79659437174394,161.78678895733196,175.5819285836294,164.51197204570087,164.84952623079195,172.96386067573263,195.59255573554248,171.06099000005332
140,92.31264108905833,16.8,169.4141685010688,199.8,27.42,36.508201896,594.606,31.979363698357602,14400.0,12000.0,13590.7476499536,452893.72482400003,3421974.2496000007,3297600.0,3240000.0,168059.47077599997,647755.1794241286,85.2646895008863,93.00510034508235,92.45076062779762,92.01774149729147,94.02016646080001,102.17294209706156,132.9515284711061,104.09481951522213
47,56.730591818187804,17.200000000000003,156.72085218684498,205.0,16.586000000000002,37.52262,974.5140000000001,92.15971934359035,8800.0,8600.0,11396.732051639809,1338937.805464,1550766.7816000003,2502400.0,2353600.0,681072.0256,5979404.966728907,96.95275085125608,78.75020047940865,75.07074921392433,77.8611433896903,93.14100597409384,60.594583121193466,88.12612162415473,50.89708943651149
30,157.5095787725395,18.0,174.81229043589752,224.4,26.259999999999998,37.10526,703.96,4.680000000000001,20200.0,23400.0,12856.0,375249.8944,2403392.2584,889600.0,5942400.0,133275.46560000003,2075914.2400000002,155.88546009554398,157.13447408906154,144.78713895444105,160.98202995539052,169.38968487620508,151.76441562076914,185.4131510653018,152.81040319353585
112,74.23809586689029,30.400000000000002,165.520852186845,214.0,18.92,72.7628,1530.114,69.58362451031337,15800.0,12800.0,11165.0,4377431.688664,4596478.2935999995,1765600.0,921600.0,917024.5696,1150811.5,121.01176931158008,92.74604428746935,97.31202440020287,81.31354600218296,102.56619393140839,101.70047436505095,97.85763918973312,75.79634409131279
76,62.215863534407745,17.2,141.2141685010688,190.8,15.120000000000001,37.833681896,820.606,57.0793636983576,22000.0,12800.0,31365.4952999072,937540.612824,62398.80960000001,2416000.0,153600.0,261963.00109599993,544609.8927278941,68.3225011304389,71.81450182082976,64.44515797190957,67.92391395912297,67.23915253919326,62.15430954936746,95.6504536325346,69.53070897393165
137,209.17711987829728,40.8,160.13318488284796,230.20000000000002,20.5,94.648,1178.3400000000001,28.57858576810716,15800.0,24300.0,11117.83767324696,1078301.0104,58613.759999999995,78400.0,6258400.0,10300.432704000004,254459.45994952266,179.17219144112912,199.0570208112939,189.57442357771484,206.779727264555,166.45224653068388,177.95215062259146,195.43189102656146,206.27978374025054
33,96.3983133618557,25.2,158.81416850106882,190.4,22.28,59.33710189600001,386.352,33.6993636983576,23400.0,29600.0,23775.4952999072,153621.926736,2363554.6656,2502400.0,4878400.0,13969.908664000002,338060.079253807,67.65703825263608,100.87957549222804,99.64119752698134,90.85136588751203,82.6513267142496,94.23364083865695,94.6440903034168,89.39270000540714
81,67.79890223639997,14.8,152.2141685010688,188.4,20.64,30.957381896,861.406,64.6993636983576,7200.0,13200.0,15450.7476499536,1287562.5232240001,2337368.6656,54400.0,5198400.0,422482.8008559999,986027.9291110329,64.432867827088,60.241297988306236,55.30175911490689,59.554307693943855,62.2033448034701,64.12040733072226,81.40383600208708,61.792697539406674
142,62.17869364696995,23.400000000000002,162.92085218684497,200.0,19.366,54.18706,1449.5140000000001,108.28362451031336,10200.0,13000.0,8126.5,5156011.505464,2282355.8376,6366400.0,7456000.0,2033671.3344000005,3572938.86,85.68691270342747,40.24875656775292,47.68412778473562,60.2324058054989,72.80976404551961,51.24011456563275,93.90129548765995,64.40393054176312
62,128.4855607921225,20.0,170.0122904358975,219.6,25.2,43.22456,607.96,10.16,31600.0,19000.0,13040.0,220800.61440000002,3182315.3224,4182400.0,4240000.0,84690.2464,2898726.4000000004,138.7607573552253,147.64591525789814,139.8717707878336,153.8539024724335,157.00968260271304,139.4270669305101,165.1840989458412,128.94876634170964
139,77.73399964038569,20.2,140.6141685010688,195.4,14.878,45.350250696,968.606,67.91794946646476,18800.0,16600.0,29691.4952999072,1172505.236824,94899.8656,505600.0,42400.0,321277.41909599997,1578768.1153687872,76.49438725105684,75.53606584598117,70.70954077638828,74.22952140809426,72.48182072166878,64.86660917561483,99.09403322781749,72.96947554803228
135,88.71171279800387,18.8,158.2141685010688,192.2,21.939999999999998,41.701501896,468.006,37.0993636983576,15800.0,26000.0,25581.4952999072,220037.00402399997,2335117.8496000003,9600.0,5296000.0,47343.069736000005,117963.02902115896,70.70723015063962,94.53533267918573,89.64345671145651,87.48183953867793,82.11190649200267,90.41226330982352,96.22084565688057,80.49432828404807
53,191.20366066853614,41.8,181.13318488284798,230.4,31.240000000000002,97.4870904,860.0600000000001,17.29858576810716,19200.0,28700.0,10795.115642208253,614821.6744000001,6501091.36,1166400.0,3618400.0,4010.1663040000008,235439.0427751683,180.02912613378945,204.15911763944615,210.5749108549625,211.0445998211283,184.6705459551591,208.6241044820282,211.49604599358344,209.1446023073595
5,56.46241061036604,17.6,155.92085218684497,203.6,16.560000000000002,38.2924,990.114,94.15971934359035,8100.0,5900.0,10366.732051639809,1401390.408664,1560634.1496,2205600.0,949600.0,509263.1296,4640959.687784027,93.65714981599693,81.93593938017744,77.78724214717494,81.75087034422349,89.371498641397,72.41610926060764,85.22467192849415,56.77754355412216
85,66.0474316617167,11.600000000000001,159.4141685010688,192.60000000000002,22.12,24.079701896,533.006,37.6993636983576,11500.0,12200.0,15082.7476499536,311036.224024,2301560.8576,2256000.0,5814400.0,113836.205656,730981.779925667,71.4047148116511,86.0096875978772,77.00078929653112,80.4330236558031,79.91996270823451,82.1440806877049,98.23924570914753,72.63053853496066
109,115.63604009548429,32.800000000000004,168.81416850106882,197.4,27.92,79.42013229599999,643.926,37.5993636983576,26400.0,24600.0,23836.051237829786,581237.6385840001,6840419.8176,3038400.0,3146400.0,46882.718415999996,378926.53151327453,80.3600388418561,102.9714329938067,116.56524406069019,100.02159447503935,86.09717418454424,115.28345536371653,119.62769024343952,113.30054586125252
49,75.17971112473752,29.200000000000003,154.72085218684498,206.0,14.88,69.2842,1386.714,89.36758820151056,15200.0,11800.0,12025.0,3216838.6238639997,275937.54160000006,1609600.0,757600.0,642987.3484,1819997.5,99.37665514475802,82.088324427485,83.35428313189186,80.83172312665107,86.10945830939747,80.61390535065252,106.48715129663333,84.5669129722298
35,114.29816418447948,26.4,166.2141685010688,197.2,27.520000000000003,61.722132296,749.926,39.9993636983576,26200.0,24200.0,26316.051237829786,916425.3265840001,6779710.9696,3037600.0,3205600.0,33510.99277600001,67634.39011691704,79.9645688264548,105.4657218867283,111.82214191040248,102.17607256156518,81.89072139376037,116.69380104542219,117.35720558215087,115.40781570565687
77,173.54368977247577,38.8,175.93318488284797,226.0,31.4,90.3176904,581.08,3.12,18100.0,32700.0,12930.115642208253,93140.2336,6680474.56,1597600.0,194400.0,7599.2184000000025,158559.2910859984,162.0150010182694,185.77604767572035,194.8655368974314,193.7547503270403,187.31236031805736,191.51393066853893,201.03548904995654,190.03094969327424
34,62.88448403712296,27.400000000000002,164.32085218684497,199.4,21.266,64.73896,1306.314,103.13319792723303,13000.0,16600.0,7192.5,4101128.475064,3290398.7416000003,6640000.0,12889600.0,1656386.4736000001,3209921.5000000005,84.42655851573225,45.38109535596589,56.52075871127724,60.92151681400739,73.86371078615764,58.73086062176303,98.77958470230652,69.08166217448857
131,73.32445965687805,26.000000000000004,164.520852186845,210.8,19.46,60.80680000000001,944.714,59.183624510313365,7100.0,5400.0,5072.5,1135385.7998640002,4650560.893599999,1285600.0,553600.0,141871.336,806153.5,111.86110869358932,118.25897586630913,116.62511073083121,121.61053746194776,109.31045347491148,118.67775677239939,96.73029680613053,83.14275053253661
7,61.54031610112789,16.8,160.12085218684498,209.8,17.26,36.696799999999996,1097.5140000000001,82.15971934359035,6800.0,6100.0,9596.732051639809,1884193.3614640003,1571895.4936000002,2070400.0,973600.0,572019.1296,3862134.3821650394,109.14058624674972,92.98458435383404,87.55095478251428,89.95162827472404,101.81380754869723,87.88331278757764,102.81409396686684,74.07246509323645
43,90.03176998171779,25.799999999999997,162.6141685010688,192.60000000000002,26.32,59.553772296000005,738.326,48.399363698357604,11700.0,11900.0,13258.025618914893,875364.249784,6916702.6816,3362400.0,3277600.0,209774.45677599998,63970.1851655979,71.4047148116511,77.87316206385023,85.29113651315846,73.83464294450667,72.72535837772847,90.92450575961588,101.40224318327479,85.82645054041913
70,58.76522370994315,22.0,153.12085218684498,197.4,14.91,51.438753856000005,1465.334,120.92362451031337,5900.0,5300.0,8852.5,5086990.252104,372559.30960000004,1177600.0,1254400.0,1777685.2687360002,3391813.5,80.3600388418561,39.76879708372315,42.107383170315046,62.51822190596543,67.85891536222164,43.107811634825836,87.97052917608586,58.87278255892562
89,184.5971359160373,30.0,154.0122904358975,222.4,17.619999999999997,67.9756,1122.3600000000001,28.09858576810716,20800.0,13200.0,8666.0,1175157.6064,81784.2264,553600.0,169600.0,21461.676864000005,819711.04,148.52470086318021,168.0691384352454,156.95777612383637,176.5861511266354,139.30525349031203,149.11280819802016,163.76263906910052,165.31630886967895
83,86.85815788108755,32.6,166.12085218684498,211.2,20.46,78.86088000000001,812.714,53.78362451031336,19600.0,19600.0,8725.0,783134.2958640002,4701207.949600001,3726400.0,4566400.0,144811.52159999998,464927.5,112.96753205094919,118.95010411257121,122.97251285685938,122.28057600696437,115.6129621534829,118.50781215890663,106.50524691133836,86.4499627557309
123,221.8543389191891,45.599999999999994,167.4437548698378,237.6,29.32,107.76224199999999,1087.3000000000002,24.42758774072156,52000.0,44600.0,33135.28961896651,1053788.46,2926923.04,184000.0,1854400.0,114408.27759999999,1681886.7577468907,213.46418393598984,208.81670401658118,208.7638785581685,206.90555797009347,204.29351533333525,211.5545161727582,229.99256638087903,221.0911726466012
129,70.58438955216727,18.6,155.6141685010688,189.2,22.86,41.201801896,811.206,56.5793636983576,12100.0,12000.0,13350.7476499536,1144105.045624,3375199.1775999996,3205600.0,3240000.0,255419.045656,552153.5343032377,65.70213837186543,69.9472793501818,68.13626896288368,65.20479084909925,64.6291855637837,78.96110617473232,89.43580083138893,75.98724634133737
8,137.97712887801308,20.799999999999997,151.8122904358975,217.2,17.1,46.400000000000006,875.39,14.46,30000.0,26400.0,27354.0,811272.0084000002,271981.8184,384000.0,1542400.0,30857.283136000013,5149944.64,130.87277589862006,150.14587220688279,137.32334780243173,157.61712280015672,131.8841626610752,134.7331755173627,142.21613769744323,136.01687227695095
13,63.590445555501454,15.200000000000003,154.92085218684497,197.8,15.3,32.778627856,1288.334,80.92362451031336,22200.0,21600.0,15265.0,3642434.488104,448341.2536,9913600.0,11022400.0,1102558.894336,2200361.5,81.15701245491039,53.704100143325135,50.5615086238422,63.19637124249783,71.13265867319876,56.9867274410296,88.82977158736263,62.797051134122626
108,227.61176691219194,49.199999999999996,171.2437548698378,239.39999999999998,32.14,117.2497724,1085.42,24.24758774072156,78000.0,66900.0,52334.76833533365,1054277.4856,6304203.040000001,184000.0,1854400.0,115377.62639999998,1098455.5800638928,222.651376155256,216.6611433082282,222.00379878567557,213.00753802654816,213.4103847079161,224.5792973632834,239.20280518941442,227.25867591547646
