material_id,Volume,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,sum:hhi_p,sum:hhi_r,sum:sound_velocity,var:boiling_point,var:c6_gb,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity
39,66.90965549992833,20.6,159.92085218684497,208.6,17.300000000000004,45.704674,1388.5140000000001,94.15971934359035,14200.0,13300.0,8936.732051639809,3656084.2134640003,1565175.9736,10062400.0,10362400.0,1098292.1536,3345577.8344916217
22,89.42508557141944,31.2,145.4141685010688,193.8,16.32,74.757841896,604.606,45.0793636983576,25400.0,24600.0,23217.4952999072,452856.40482399997,48992.8576,3926400.0,4086400.0,67910.427976,605395.9668007714
68,172.84383277490593,26.400000000000002,149.0122904358975,219.6,17.08,58.75959999999999,1234.3600000000001,35.806173508828714,26200.0,13800.0,14466.0,1543556.9664,47464.6264,2281600.0,217600.0,161742.16806399997,4060055.04
80,163.55606623731336,41.4,176.73318488284798,226.20000000000002,30.159999999999997,96.0971304,886.46,21.46,17100.0,28100.0,12180.115642208253,696436.7464000001,6628003.840000002,2325600.0,4573600.0,147731.66559999998,19366.229618493693
140,92.31264108905833,16.8,169.4141685010688,199.8,27.42,36.508201896,594.606,31.979363698357602,14400.0,12000.0,13590.7476499536,452893.72482400003,3421974.2496000007,3297600.0,3240000.0,168059.47077599997,647755.1794241286
47,56.730591818187804,17.200000000000003,156.72085218684498,205.0,16.586000000000002,37.52262,974.5140000000001,92.15971934359035,8800.0,8600.0,11396.732051639809,1338937.805464,1550766.7816000003,2502400.0,2353600.0,681072.0256,5979404.966728907
30,157.5095787725395,18.0,174.81229043589752,224.4,26.259999999999998,37.10526,703.96,4.680000000000001,20200.0,23400.0,12856.0,375249.8944,2403392.2584,889600.0,5942400.0,133275.46560000003,2075914.2400000002
112,74.23809586689029,30.400000000000002,165.520852186845,214.0,18.92,72.7628,1530.114,69.58362451031337,15800.0,12800.0,11165.0,4377431.688664,4596478.2935999995,1765600.0,921600.0,917024.5696,1150811.5
76,62.215863534407745,17.2,141.2141685010688,190.8,15.120000000000001,37.833681896,820.606,57.0793636983576,22000.0,12800.0,31365.4952999072,937540.612824,62398.80960000001,2416000.0,153600.0,261963.00109599993,544609.8927278941
137,209.17711987829728,40.8,160.13318488284796,230.20000000000002,20.5,94.648,1178.3400000000001,28.57858576810716,15800.0,24300.0,11117.83767324696,1078301.0104,58613.759999999995,78400.0,6258400.0,10300.432704000004,254459.45994952266
33,96.3983133618557,25.2,158.81416850106882,190.4,22.28,59.33710189600001,386.352,33.6993636983576,23400.0,29600.0,23775.4952999072,153621.926736,2363554.6656,2502400.0,4878400.0,13969.908664000002,338060.079253807
81,67.79890223639997,14.8,152.2141685010688,188.4,20.64,30.957381896,861.406,64.6993636983576,7200.0,13200.0,15450.7476499536,1287562.5232240001,2337368.6656,54400.0,5198400.0,422482.8008559999,986027.9291110329
142,62.17869364696995,23.400000000000002,162.92085218684497,200.0,19.366,54.18706,1449.5140000000001,108.28362451031336,10200.0,13000.0,8126.5,5156011.505464,2282355.8376,6366400.0,7456000.0,2033671.3344000005,3572938.86
62,128.4855607921225,20.0,170.0122904358975,219.6,25.2,43.22456,607.96,10.16,31600.0,19000.0,13040.0,220800.61440000002,3182315.3224,4182400.0,4240000.0,84690.2464,2898726.4000000004
139,77.73399964038569,20.2,140.6141685010688,195.4,14.878,45.350250696,968.606,67.91794946646476,18800.0,16600.0,29691.4952999072,1172505.236824,94899.8656,505600.0,42400.0,321277.41909599997,1578768.1153687872
135,88.71171279800387,18.8,158.2141685010688,192.2,21.939999999999998,41.701501896,468.006,37.0993636983576,15800.0,26000.0,25581.4952999072,220037.00402399997,2335117.8496000003,9600.0,5296000.0,47343.069736000005,117963.02902115896
53,191.20366066853614,41.8,181.13318488284798,230.4,31.240000000000002,97.4870904,860.0600000000001,17.29858576810716,19200.0,28700.0,10795.115642208253,614821.6744000001,6501091.36,1166400.0,3618400.0,4010.1663040000008,235439.0427751683
5,56.46241061036604,17.6,155.92085218684497,203.6,16.560000000000002,38.2924,990.114,94.15971934359035,8100.0,5900.0,10366.732051639809,1401390.408664,1560634.1496,2205600.0,949600.0,509263.1296,4640959.687784027
85,66.0474316617167,11.600000000000001,159.4141685010688,192.60000000000002,22.12,24.079701896,533.006,37.6993636983576,11500.0,12200.0,15082.7476499536,311036.224024,2301560.8576,2256000.0,5814400.0,113836.205656,730981.779925667
109,115.63604009548429,32.800000000000004,168.81416850106882,197.4,27.92,79.42013229599999,643.926,37.5993636983576,26400.0,24600.0,23836.051237829786,581237.6385840001,6840419.8176,3038400.0,3146400.0,46882.718415999996,378926.53151327453
49,75.17971112473752,29.200000000000003,154.72085218684498,206.0,14.88,69.2842,1386.714,89.36758820151056,15200.0,11800.0,12025.0,3216838.6238639997,275937.54160000006,1609600.0,757600.0,642987.3484,1819997.5
35,114.29816418447948,26.4,166.2141685010688,197.2,27.520000000000003,61.722132296,749.926,39.9993636983576,26200.0,24200.0,26316.051237829786,916425.3265840001,6779710.9696,3037600.0,3205600.0,33510.99277600001,67634.39011691704
77,173.54368977247577,38.8,175.93318488284797,226.0,31.4,90.3176904,581.08,3.12,18100.0,32700.0,12930.115642208253,93140.2336,6680474.56,1597600.0,194400.0,7599.2184000000025,158559.2910859984
34,62.88448403712296,27.400000000000002,164.32085218684497,199.4,21.266,64.73896,1306.314,103.13319792723303,13000.0,16600.0,7192.5,4101128.475064,3290398.7416000003,6640000.0,12889600.0,1656386.4736000001,3209921.5000000005
131,73.32445965687805,26.000000000000004,164.520852186845,210.8,19.46,60.80680000000001,944.714,59.183624510313365,7100.0,5400.0,5072.5,1135385.7998640002,4650560.893599999,1285600.0,553600.0,141871.336,806153.5
7,61.54031610112789,16.8,160.12085218684498,209.8,17.26,36.696799999999996,1097.5140000000001,82.15971934359035,6800.0,6100.0,9596.732051639809,1884193.3614640003,1571895.4936000002,2070400.0,973600.0,572019.1296,3862134.3821650394
43,90.03176998171779,25.799999999999997,162.6141685010688,192.60000000000002,26.32,59.553772296000005,738.326,48.399363698357604,11700.0,11900.0,13258.025618914893,875364.249784,6916702.6816,3362400.0,3277600.0,209774.45677599998,63970.1851655979
70,58.76522370994315,22.0,153.12085218684498,197.4,14.91,51.438753856000005,1465.334,120.92362451031337,5900.0,5300.0,8852.5,5086990.252104,372559.30960000004,1177600.0,1254400.0,1777685.2687360002,3391813.5
89,184.5971359160373,30.0,154.0122904358975,222.4,17.619999999999997,67.9756,1122.3600000000001,28.09858576810716,20800.0,13200.0,8666.0,1175157.6064,81784.2264,553600.0,169600.0,21461.676864000005,819711.04
83,86.85815788108755,32.6,166.12085218684498,211.2,20.46,78.86088000000001,812.714,53.78362451031336,19600.0,19600.0,8725.0,783134.2958640002,4701207.949600001,3726400.0,4566400.0,144811.52159999998,464927.5
123,221.8543389191891,45.599999999999994,167.4437548698378,237.6,29.32,107.76224199999999,1087.3000000000002,24.42758774072156,52000.0,44600.0,33135.28961896651,1053788.46,2926923.04,184000.0,1854400.0,114408.27759999999,1681886.7577468907
129,70.58438955216727,18.6,155.6141685010688,189.2,22.86,41.201801896,811.206,56.5793636983576,12100.0,12000.0,13350.7476499536,1144105.045624,3375199.1775999996,3205600.0,3240000.0,255419.045656,552153.5343032377
8,137.97712887801308,20.799999999999997,151.8122904358975,217.2,17.1,46.400000000000006,875.39,14.46,30000.0,26400.0,27354.0,811272.0084000002,271981.8184,384000.0,1542400.0,30857.283136000013,5149944.64
13,63.590445555501454,15.200000000000003,154.92085218684497,197.8,15.3,32.778627856,1288.334,80.92362451031336,22200.0,21600.0,15265.0,3642434.488104,448341.2536,9913600.0,11022400.0,1102558.894336,2200361.5
108,227.61176691219194,49.199999999999996,171.2437548698378,239.39999999999998,32.14,117.2497724,1085.42,24.24758774072156,78000.0,66900.0,52334.76833533365,1054277.4856,6304203.040000001,184000.0,1854400.0,115377.62639999998,1098455.5800638928
114,124.58256338633535,22.4,164.0122904358975,218.2,23.845999999999997,48.76278,924.36,33.16,13600.0,13100.0,7858.0,1099025.7663999998,3167753.4024,3073600.0,4297600.0,594485.5744,4950255.039999999
3,176.62575498366118,37.4,176.0122904358975,221.8,28.66,88.7270904,679.48,9.58,34000.0,31000.0,7226.555937922587,352153.4176,6702350.202400001,5440000.0,6640000.0,24659.046400000007,585163.1635856011
17,115.42014132932273,32.2,148.2122904358975,215.4,16.08,74.85520000000001,1057.16,37.26,12600.0,11000.0,5006.0,1128270.7104,26103.0664,3961600.0,4660000.0,212297.12639999995,1705864.9600000004
38,214.23360897107594,48.400000000000006,182.93318488284797,231.0,31.759999999999998,115.96349039999998,792.0600000000001,10.660000000000002,37200.0,57000.0,21680.231284416506,430277.83440000005,6543531.6,1353600.0,3924000.0,17177.0824,218770.6264632186
72,150.57443242225364,41.2,175.333184882848,224.20000000000002,29.880000000000003,95.8074904,1072.06,37.46,38200.0,69400.0,25300.231284416506,1427604.2344000002,6506706.16,1189600.0,402400.0,384677.97839999996,85537.88147146333
120,271.7063705144595,50.4,186.8437548698378,248.39999999999998,36.16,120.2477724,796.22,19.436094833276982,49800.0,46800.0,33098.309660168714,221855.77360000001,6158202.640000001,333600.0,921600.0,74326.8984,542109.0612993271
6,175.23952406125755,27.599999999999998,170.4122904358975,221.2,25.659999999999997,62.10556,843.96,12.760000000000002,26200.0,21200.0,8836.0,799963.4944000001,3166743.8183999998,3037600.0,3817600.0,17139.105600000003,832712.6400000001
101,64.65769186928596,20.6,134.81416850106882,186.2,13.74,45.68188189600001,1116.006,76.0793636983576,14600.0,14800.0,29301.4952999072,1607031.6280240002,21098.3296,18400.0,1600.0,371882.380776,110075.77870806327
2,57.71548700058894,17.0,157.520852186845,208.8,16.810000000000002,37.3117,1115.5140000000001,92.15971934359035,9000.0,7900.0,10016.732051639809,1974138.8574640001,1551709.4535999997,2616000.0,1765600.0,698768.6656000001,4263428.185229942
122,201.40007298384913,38.4,176.533184882848,229.0,28.54,88.77796000000001,899.94,13.240000000000002,18500.0,28300.0,11202.83767324696,734276.5624,3056902.5600000005,1396000.0,4242400.0,8611.656000000004,221324.1637714433
54,89.98190321387162,13.2,166.81416850106882,198.60000000000002,25.3,27.234301895999998,611.806,32.0993636983576,20200.0,26400.0,28581.4952999072,466681.038424,2529210.2495999997,889600.0,5198400.0,168109.477656,329073.31102672697
50,114.48840874923887,19.8,161.0122904358975,213.8,21.7,41.798860000000005,920.56,29.28,7800.0,11700.0,6188.0,1019089.0623999999,2279660.0824,6400.0,5942400.0,213187.26399999997,1842787.8400000003
104,153.17208619691428,20.4,162.81229043589752,217.2,23.0,43.615660000000005,973.16,20.58758774072156,23000.0,24200.0,16036.0,1232081.1904000002,2255878.2183999997,2256000.0,5833600.0,163185.184,4085928.64
46,66.38274984747244,17.2,155.81416850106882,200.39999999999998,20.68,40.252441896,656.636,32.1993636983576,10400.0,11000.0,16100.7476499536,552837.068064,4586851.3696,505600.0,1096000.0,146009.918224,2150389.051313446
105,62.6054213694049,30.599999999999998,120.0,214.0,16.65,73.426694,1972.44,114.0189297266254,16700.0,7900.0,8175.8,5857654.9024,2071618.3336,10086400.0,1753600.0,1736359.9185839999,3036150.1504
61,151.3414191693852,32.8,150.0122904358975,218.8,17.38,76.672,1109.76,28.56758774072156,32600.0,22800.0,13672.0,1326892.5184,29801.282400000004,4790400.0,4573600.0,165095.9104,4122050.56
141,59.086370359150216,15.400000000000002,153.520852186845,196.4,15.02,33.387353856000004,1262.334,92.92362451031336,5000.0,7300.0,10342.5,3451351.856104001,424406.13359999994,544000.0,3686400.0,1230420.443136,5493011.5
79,61.723442194155446,17.0,162.520852186845,198.2,19.340000000000003,36.60906,1240.5140000000001,92.28362451031336,5600.0,14000.0,9142.5,3457892.357464,2273923.4136,625600.0,8296000.0,1234899.1744000004,5180291.5
136,187.84814555634821,28.8,184.81229043589752,229.2,31.96,65.3750904,664.88,15.476094833276983,29400.0,24000.0,14599.020041202204,322330.8736,6817002.258399999,3434400.0,3840000.0,114723.25440000003,2899876.884194479
91,70.5924838492545,27.4,140.2141685010688,189.60000000000002,15.12,64.984241896,965.006,64.6793636983576,12600.0,12500.0,12868.7476499536,1284799.4400240001,39986.9056,3961600.0,4000000.0,260927.23797599995,853490.2036854485
41,85.88925575648324,22.2,158.81416850106882,190.8,23.5,50.066241896,740.206,48.5793636983576,23400.0,23800.0,24761.4952999072,876180.2976239999,3353758.6816,3362400.0,3277600.0,209631.916456,353555.551939637
58,241.35898237610192,46.8,183.2437548698378,246.6,35.4,110.7393724,816.22,8.34,49200.0,43800.0,31709.8455568891,257886.97360000003,5910762.640000001,441600.0,2289600.0,90266.1784,287545.75748203933
90,132.31413582130907,35.8,151.4122904358975,217.0,16.72,83.71964,986.16,29.26,24400.0,21800.0,8072.0,895271.4304000002,28626.818400000004,4134400.0,4689600.0,172540.38239999997,859714.56
48,150.66491369320212,30.8,172.6122904358975,221.0,27.84,70.3338904,541.08,9.38,24400.0,20600.0,10210.555937922587,137987.7216,6744976.0584,3174400.0,3894400.0,26791.526400000002,998234.9452103812
88,125.28028867280602,16.4,167.4122904358975,218.4,23.08,33.95066,625.16,10.280000000000001,11500.0,10700.0,7220.0,234128.5504,2209133.3224,2256000.0,6438400.0,84413.54560000003,2976006.4
126,76.03223118739854,24.000000000000004,164.12085218684498,214.8,19.020000000000003,55.3096,1366.114,82.08758820151056,7900.0,6400.0,6372.5,3192733.0806639995,4576251.733599999,1765600.0,921600.0,672395.0656,1849013.5
21,72.98106977000764,35.6,156.12085218684498,205.2,14.780000000000001,86.73740000000001,1550.714,76.86362451031337,7600.0,5900.0,5222.5,4394780.431864,168010.50160000002,1609600.0,757600.0,899753.6764,1099043.5
57,128.03730151269548,19.0,162.4122904358975,218.8,21.758,40.0772688,799.56,25.28,7800.0,12000.0,7768.0,613148.5824,2208330.1384,6400.0,5856000.0,275984.5056000001,3716288.64
75,94.16246053996997,26.0,164.6141685010688,195.2,26.880000000000003,60.462932296000005,448.92600000000004,36.7993636983576,24400.0,23600.0,25936.051237829786,199398.77858399999,6890085.8496,3174400.0,3318400.0,45872.807976,83412.37952442342
32,247.05285935135086,52.8,176.2437548698378,242.2,32.68,126.46577239999999,973.4200000000001,16.540000000000003,46600.0,44000.0,29089.8455568891,652515.5656000001,6145527.040000001,1242400.0,2176000.0,4207.758400000001,227277.664663028
138,67.19447744045841,15.0,153.0141685010688,188.0,20.740000000000002,31.927901896,828.406,56.6993636983576,7800.0,13200.0,14050.7476499536,1150441.319224,2364475.1776,6400.0,5198400.0,254987.679736,246911.6659058361
59,73.7097811903136,18.8,157.6141685010688,190.2,23.28,41.568601896,479.206,42.5793636983576,12100.0,12400.0,13480.7476499536,237881.829624,3371733.0016,3205600.0,3121600.0,62850.540304,601649.7587437204
63,95.27186437700378,37.6,146.0141685010688,192.0,16.66,92.39344189600001,522.952,41.6793636983576,16500.0,14100.0,10705.7476499536,408749.200336,40154.7136,4960000.0,3769600.0,41440.053784,740105.3370334194
128,112.79282718486571,29.200000000000003,165.0141685010688,195.60000000000002,25.1,69.932601896,645.806,37.7793636983576,13200.0,12300.0,11040.7476499536,582408.6304240001,3308355.8175999997,3038400.0,3146400.0,47278.191695999994,574467.7000146629
37,67.40982957627959,24.400000000000002,159.92085218684497,210.0,18.080000000000002,56.2548,1413.114,93.58362451031337,6900.0,9100.0,8762.5,3510254.3646640005,4597638.373599999,1197600.0,3513600.0,1214847.3856000002,5177327.5
29,76.0439350575542,14.2,154.4141685010688,193.0,20.798000000000002,30.206310696000003,707.406,52.6993636983576,15600.0,27000.0,31261.4952999072,722199.5712240001,2300882.8096000003,6400.0,5076000.0,322353.24165599997,1126561.162951701
107,56.84900711217347,15.600000000000001,152.92085218684497,195.8,14.84,33.778795856,1315.334,87.8031652938273,8664.675592658521,6493.2169965732055,9547.618683153423,3846590.452104001,407531.8216,4744993.8837971045,2551325.1170753813,869627.259136,4283663.970306214
134,218.9143114936079,39.6,190.93318488284797,237.0,34.84,92.0474904,720.86,15.956094833276984,40200.0,59400.0,28168.695387696127,276693.73840000003,6609745.36,1101600.0,2282400.0,94360.37040000001,724442.1884768833
1,65.89429488532184,30.400000000000002,120.79999999999998,214.8,16.786,72.953294,1978.44,102.0189297266254,40800.0,17800.0,17299.6,5904929.6224,2064345.7416000003,12217600.0,2601600.0,1970299.3993840003,3653191.9744000006
52,168.55364823384346,27.599999999999998,169.2122904358975,220.2,27.939999999999998,62.3770904,954.08,20.28758774072156,47400.0,32700.0,24585.83390688388,1230719.6416000002,6762292.218400001,4182400.0,3769600.0,164453.51039999997,4119066.2312831497
130,75.83037174302696,17.4,156.81416850106882,196.2,23.11,38.680901896,973.206,60.5793636983576,13800.0,13900.0,14340.7476499536,1906410.301624,3250675.4496000004,3110400.0,3133600.0,677069.7171760001,1065310.3204269127
103,59.81199781507478,21.8,153.92085218684497,198.2,15.046,50.96535385600001,1471.334,108.92362451031336,9600.0,6300.0,9326.5,5140350.244104,381732.95759999997,6505600.0,2310400.0,2027033.691136,3983194.8599999994
99,110.35918464198421,32.6,168.0141685010688,196.0,27.700000000000003,78.856132296,587.326,36.9993636983576,34000.0,34000.0,22952.051237829786,439072.70178400003,6849629.0176,5440000.0,5440000.0,43241.913976,608838.1573981051
116,69.28383831454539,24.0,146.6141685010688,194.2,16.5,57.13604189600001,669.606,45.679363698357605,16300.0,11500.0,13900.7476499536,526097.624824,76381.7856,4790400.0,4560000.0,128113.13029600002,1435146.2377052796
87,107.3098314779565,26.400000000000002,171.2687704767909,200.0,27.54,61.56138440000001,335.934,47.52362451031336,37200.0,36900.0,19256.978716367135,114998.651304,6885662.701600001,6001600.0,5906400.0,20817.8224,1524239.803704809
74,163.4935249887072,25.2,181.2122904358975,227.4,31.2,55.866690399999996,684.88,4.380000000000001,14400.0,10500.0,6605.2779689612935,363615.6736,6499506.2584,3297600.0,3840000.0,134266.1344,2131601.588935026
121,77.59315330331438,26.599999999999998,141.6141685010688,194.60000000000002,15.178,63.26265069600001,844.006,60.679363698357605,25200.0,25600.0,28897.4952999072,889614.8920240002,77336.2176,3961600.0,3894400.0,325215.686296,1882544.5007313134
143,72.59770851342745,27.599999999999998,142.2141685010688,190.60000000000002,15.54,65.351041896,633.006,50.679363698357605,12600.0,12900.0,12998.7476499536,480699.42402400007,40505.689600000005,3961600.0,3865600.0,82400.910864,907999.2281259311
