# FEAT_ID     Score                   Feature Expression
0             0.213165407005836666    (min:vdw_radius_mm3 * min:covalent_radius_pyykko)
1             0.213166128734209259    (sum:specific_heat * max:en_allen)
2             0.213231537465381704    (1.0 / min:Polarizability)
3             0.213251255556640429    (min:atomic_radius_rahm / max:en_allen)
4             0.21369862408557011     (ave:covalent_radius_pyykko * min:covalent_radius_slater)
5             0.213699593043705227    sqrt(max:en_allen)
6             0.21378290098555186     cbrt(max:en_allen)
7             0.213894800856543138    (min:covalent_radius_pyykko / min:atomic_radius_rahm)
8             0.213933453088501563    (min:vdw_radius_mm3 / max:en_allen)
9             0.213968814894301834    (min:vdw_radius_mm3 * min:covalent_radius_slater)
10            0.213987706769509678    (sum:first_ion_en / min:covalent_radius_slater)
11            0.214062711406435652    cbrt(max:first_ion_en)
12            0.214192401239859637    (min:vdw_radius_mm3^3)
13            0.214274856396782259    (min:covalent_radius_slater / max:en_allen)
14            0.214412190920730855    (ave:boiling_point * min:Polarizability)
15            0.21462998547119666     (ave:covalent_radius_pyykko * min:covalent_radius_pyykko)
16            0.214645727347797244    cbrt(min:c6_gb)
17            0.214759370133692229    (ave:covalent_radius_slater * min:covalent_radius_slater)
18            0.214985318125249653    min:atomic_radius_rahm
19            0.215030983997620939    (min:vdw_radius / min:boiling_point)
20            0.2150523657293964      (ave:first_ion_en / min:dipole_polarizability)
21            0.215294099082046747    (sum:first_ion_en / min:period)
22            0.215321517930862072    (min:dipole_polarizability / min:c6_gb)
23            0.215589432912006024    (min:vdw_radius / min:covalent_radius_slater)
24            0.215625923789397461    (min:covalent_radius_pyykko_double + min:vdw_radius_alvarez)
25            0.215630873425245562    (min:covalent_radius_cordero / min:covalent_radius_slater)
26            0.215664612156462265    (min:covalent_radius_pyykko_triple + min:vdw_radius_alvarez)
27            0.215806684019008016    (min:vdw_radius / ave:boiling_point)
28            0.216096369660804422    (max:mendeleev_number / min:Polarizability)
29            0.21612666598570765     (max:mendeleev_number / min:covalent_radius_pyykko)
30            0.216227273516137297    (sum:first_ion_en / min:covalent_radius_pyykko)
31            0.216231468711904906    (min:covalent_radius_pyykko / max:en_allen)
32            0.216252247072524079    (min:vdw_radius / min:covalent_radius_cordero)
33            0.216296727168655167    (min:vdw_radius_mm3 * min:atomic_radius_rahm)
34            0.216429598069930784    (min:vdw_radius_mm3 * min:covalent_radius_cordero)
35            0.216551731935157366    ln(ave:period)
36            0.216615257086381935    (max:first_ion_en + max:en_allen)
37            0.216616169953742083    (min:vdw_radius_alvarez / ave:boiling_point)
38            0.216753180292363234    (min:covalent_radius_pyykko_triple + min:vdw_radius)
39            0.216870630419202265    (min:vdw_radius * min:covalent_radius_slater)
40            0.216890199600070971    (min:vdw_radius_alvarez * min:covalent_radius_slater)
41            0.216932716121766511    (ave:density / max:en_allen)
42            0.216971751077509017    (sum:specific_heat / ave:period)
43            0.217164651515531826    (ave:covalent_radius_pyykko * ave:covalent_radius_slater)
44            0.217174996126503927    min:covalent_radius_pyykko
45            0.217310423973802763    (ave:covalent_radius_slater^2)
46            0.217362029262281042    (ave:covalent_radius_pyykko * min:covalent_radius_cordero)
47            0.217363991500968967    (max:mendeleev_number / min:covalent_radius_cordero)
48            0.217495013872970294    sqrt(min:atomic_radius_rahm)
49            0.217510592075156661    (min:covalent_radius_cordero / min:vdw_radius_mm3)
50            0.21760386139003457     (min:vdw_radius / min:melting_point)
51            0.217631819364746543    (min:covalent_radius_pyykko_double + min:vdw_radius)
52            0.217634853222627156    (sum:first_ion_en / min:covalent_radius_cordero)
53            0.217785059399213055    (min:vdw_radius * min:covalent_radius_pyykko)
54            0.217811169597945053    (max:en_pauling^2)
55            0.217978928992885707    (min:atomic_radius_rahm + min:covalent_radius_pyykko)
56            0.218168725732976299    (ave:covalent_radius_slater * min:covalent_radius_pyykko)
57            0.218260435565910793    (ave:density / max:first_ion_en)
58            0.218268475071639378    (sum:specific_heat / min:vdw_radius_alvarez)
59            0.218282521539607755    (min:vdw_radius_alvarez * ave:period)
60            0.218288350118124641    (max:mendeleev_number / ave:first_ion_en)
61            0.218293569786152719    cbrt(min:atomic_radius_rahm)
62            0.218356342872135872    (sum:specific_heat / ave:covalent_radius_slater)
63            0.218430246358936681    (ave:first_ion_en * sum:specific_heat)
64            0.218442904737514293    (min:vdw_radius_alvarez * min:covalent_radius_pyykko)
65            0.218870766708632203    (sum:specific_heat / min:covalent_radius_slater)
66            0.21895775915939869     max:mendeleev_number
67            0.218977992946180394    (ave:boiling_point / min:vdw_radius_mm3)
68            0.219125691177942894    (ave:melting_point / max:mendeleev_number)
69            0.21919020500573308     (min:vdw_radius * min:covalent_radius_cordero)
70            0.21920380252665253     (sum:specific_heat / min:period)
71            0.219256776111332208    (min:covalent_radius_pyykko_double + ave:covalent_radius_slater)
72            0.219338255480478056    (sum:specific_heat / min:vdw_radius)
73            0.219393660079342023    (ave:covalent_radius_slater * min:covalent_radius_cordero)
74            0.219398744508274179    (min:covalent_radius_pyykko_triple + ave:covalent_radius_slater)
75            0.219449562089121086    (sum:first_ion_en / ave:period)
76            0.219571184957620152    (min:vdw_radius_alvarez / max:en_pauling)
77            0.219637665714298047    (min:covalent_radius_cordero / max:en_allen)
78            0.219711857582815945    (min:covalent_radius_slater / min:vdw_radius_mm3)
79            0.219851266863773598    min:covalent_radius_slater
80            0.219987874439886183    (min:covalent_radius_pyykko + min:covalent_radius_slater)
81            0.220021813979392022    (min:covalent_radius_cordero / min:atomic_radius_rahm)
82            0.22028792637781644     (min:covalent_radius_pyykko + min:covalent_radius_cordero)
83            0.220491635778588546    (1.0 / min:vdw_radius)
84            0.220508930118508806    (min:atomic_radius_rahm + min:covalent_radius_slater)
85            0.220634616371532227    (max:first_ion_en * max:mendeleev_number)
86            0.220769804288704657    (min:vdw_radius_mm3^2)
87            0.220899709381871534    (min:covalent_radius_cordero + min:covalent_radius_slater)
88            0.220936258780461359    (min:atomic_radius_rahm + min:covalent_radius_cordero)
89            0.221089431379840079    (1.0 / max:first_ion_en)
90            0.221209099143190896    (min:vdw_radius_alvarez * min:covalent_radius_cordero)
91            0.22124583069611703     min:covalent_radius_cordero
92            0.221323639850949466    (min:Polarizability / min:c6_gb)
93            0.221570005731375697    (ave:melting_point * min:dipole_polarizability)
94            0.221613578747114959    ave:covalent_radius_pyykko
95            0.221763111157505105    (sum:specific_heat / ave:covalent_radius_cordero)
96            0.221784930725220847    (min:vdw_radius_mm3 + min:atomic_radius_rahm)
97            0.221933572575407412    (1.0 / ave:covalent_radius_pyykko)
98            0.22209120851128189     (min:covalent_radius_slater / min:atomic_radius_rahm)
99            0.222372021572241951    cbrt(max:en_pauling)
100           0.222547912469359954    (sum:specific_heat / min:c6_gb)
101           0.222633597682397349    (sum:specific_heat / min:covalent_radius_pyykko)
102           0.222669649290273275    (sum:first_ion_en / min:c6_gb)
103           0.222699204187913141    (min:vdw_radius^3)
104           0.222817605397402807    sqrt(min:covalent_radius_pyykko)
105           0.222864292533094616    (max:first_ion_en / min:c6_gb)
106           0.22297988462195667     (ave:first_ion_en / min:Polarizability)
107           0.223073101218830672    sqrt(max:en_pauling)
108           0.22312530014141102     (sum:specific_heat / min:covalent_radius_cordero)
109           0.22313814795060577     (ave:density / ave:first_ion_en)
110           0.223277819202675254    (ave:first_ion_en / min:covalent_radius_pyykko_triple)
111           0.223279249163265581    (ave:period / ave:density)
112           0.22335190127016058     (min:vdw_radius_mm3 + min:covalent_radius_pyykko)
113           0.223414802653178229    max:en_pauling
114           0.223541950421040525    (min:vdw_radius_alvarez^2)
115           0.223543278736848705    (ave:covalent_radius_pyykko / max:en_allen)
116           0.223682765693545726    cbrt(min:covalent_radius_pyykko)
117           0.223708145106005646    (min:atomic_radius_rahm / max:en_pauling)
118           0.223719378645854283    (min:vdw_radius_mm3 / max:en_pauling)
119           0.223954065781125949    (1.0 / min:atomic_radius_rahm)
120           0.224080730145523488    (max:mendeleev_number * max:en_allen)
121           0.224229038628884603    (ave:period / max:mendeleev_number)
122           0.224378518002967015    sqrt(ave:covalent_radius_pyykko)
123           0.224587925086488949    (min:atomic_radius_rahm / ave:density)
124           0.224717490379947482    (ave:covalent_radius_cordero * min:covalent_radius_slater)
125           0.224888999049990795    (min:vdw_radius_mm3 + min:covalent_radius_slater)
126           0.224954036026945525    cbrt(ave:covalent_radius_pyykko)
