1 -4.7801551967216245
2 -4.7801551967216245
3 -4.7801551967216245
4 -4.7801551967216245
5 -4.655934196516266
6 -4.573992174359193
7 -4.573992174359193
8 -4.573992174359193
9 -4.518987949730464
10 -4.518987949730464
11 -4.4668760414679625
12 -4.435570429497664
13 -4.435570429497664
14 -4.435570429497664
15 -4.435570429497664
16 -4.400946590893889
17 -4.3797743800781594
18 -4.332815064927392
19 -4.332815064927392
20 -4.332815064927392
21 -4.332815064927392
22 -4.332815064927392
23 -4.2587961987826635
24 -4.2587961987826635
25 -4.2587961987826635
26 -4.2587961987826635
27 -4.234462394521689
28 -4.234462394521689
29 -4.234462394521689
30 -4.234462394521689
31 -4.234462394521689
32 -4.234462394521689
33 -4.227744485805554
34 -4.227744485805554
35 -4.187691947122816
36 -4.187691947122816
37 -4.167755318307792
38 -4.116452063955836
39 -4.116452063955836
40 -4.116452063955836
41 -4.109746799643984
42 -3.857928341445463
43 -3.857928341445463
44 -3.857928341445463
45 -3.857928341445463
46 -3.857928341445463
47 -3.857928341445463
48 -3.857928341445463
49 -3.857928341445463
50 -3.857928341445463
51 -3.857928341445463
52 -3.8202346259296447
53 -3.8202346259296447
54 -3.8202346259296447
55 -3.8202346259296447
56 -3.8083158701318665
57 -3.8083158701318665
58 -3.8083158701318665
59 -3.8083158701318665
60 -3.8083158701318665
61 -3.8083158701318665
62 -3.8083158701318665
63 -3.8083158701318665
64 -3.8083158701318665
65 -3.732747000890351
66 -3.732747000890351
67 -3.732747000890351
68 -3.732747000890351
69 -3.732747000890351
70 -3.732747000890351
71 -3.732747000890351
72 -3.732747000890351
73 -3.732747000890351
74 -3.732747000890351
75 -3.732747000890351
76 -3.732747000890351
77 -3.732747000890351
78 -3.732747000890351
79 -3.732747000890351
80 -3.732747000890351
81 -3.732747000890351
82 -3.732747000890351
83 -3.732747000890351
84 -3.732747000890351
85 -3.695181140206585
86 -3.695181140206585
87 -3.695181140206585
88 -3.695181140206585
89 -3.695181140206585
90 -3.695181140206585
91 -3.695181140206585
92 -3.695181140206585
93 -3.695181140206585
94 -3.695181140206585
95 -3.695181140206585
96 -3.695181140206585
97 -3.695181140206585
98 -3.695181140206585
99 -3.695181140206585
100 -3.695181140206585
