# FEAT_ID     Feature Postfix Expression (RPN)
0             27|18|mult|24|3|add|mult
1             18|cb|26|17|mult|mult
2             18|cbrt|27|18|add|mult
3             13|26|div|27|18|mult|mult
4             27|11|mult|18|14|div|mult
5             18|cb|29|20|add|div
6             18|sq|18|29|div|mult
7             18|cb|13|cbrt|div
8             27|8|add|18|20|div|mult
9             18|cb|22|20|div|mult
10            11|8|abd|18|add
11            11|22|div|21|18|mult|mult
12            29|18|add|27|18|mult|mult
13            13|10|add|21|7|add|mult
14            19|4|mult|21|7|add|mult
15            27|8|add|23|sqrt|div
16            18|cb|20|26|div|mult
17            18|cb|20|cbrt|div
18            27|18|mult|27|22|add|div
19            11|10|abd|27|18|add|add
20            18|cb|29|sqrt|div
21            18|cb|27|18|add|mult
22            25|20|mult|21|7|add|mult
23            29|19|div|27|18|add|abd
24            25|18|add|27|18|mult|mult
25            18|cb|25|20|div|mult
26            18|sp|26|8|mult|div
27            18|sp|26|14|mult|div
28            18|22|div|27|mult
29            18|28|div|21|7|add|mult
30            27|18|mult
31            26|21|mult|20|7|mult|add
32            18|sq|27|11|add|mult
33            25|19|div|27|18|add|sub
34            18|cb|24|12|add|mult
35            25|24|mult|21|7|add|mult
36            27|cbrt|18|mult
37            14|cbrt|21|7|add|mult
38            29|26|mult|21|7|add|mult
39            24|19|add|22|11|add|mult
40            18|8|mult|27|26|abd|div
41            29|20|div|27|18|mult|mult
42            18|sq|27|18|mult|mult
43            27|18|add|22|cbrt|div
44            29|24|mult|21|7|add|mult
45            26|25|mult|21|7|add|mult
46            24|19|add|22|18|mult|mult
47            18|26|div|22|18|mult|mult
48            18|cb|26|8|add|div
49            27|24|mult|19|18|mult|add
50            21|8|mult|22|7|mult|add
51            18|sq|27|25|add|mult
52            14|29|div|21|7|add|mult
53            18|sq|24|18|mult|mult
54            25|24|div|21|7|add|mult
55            7|sqrt|27|8|add|mult
56            18|cb|20|14|div|mult
57            18|cb|24|12|sub|mult
58            29|26|add|21|7|add|mult
59            7|cbrt|18|29|div|mult
60            18|cb|20|sqrt|div
61            18|sq|29|27|add|mult
62            27|18|mult|26|cbrt|div
63            12|log|21|7|add|mult
64            16|log|22|18|mult|mult
65            25|18|mult|28|27|mult|mult
66            24|22|div|27|18|mult|mult
67            27|18|mult|29|13|sub|div
68            18|cb|24|29|div|mult
69            25|7|mult|21|10|mult|add
70            25|26|div|27|18|mult|mult
71            27|18|mult|26|10|sub|div
72            18|sq|23|sqrt|div
73            18|cb|8|14|div|mult
74            18|8|sub|13|add
75            18|sp|28|sq|mult
76            18|cb|26|25|add|div
77            25|18|mult|21|cbrt|mult
78            27|7|mult|21|8|mult|add
79            18|cb|26|cbrt|div
80            10|8|add|21|7|add|mult
81            11|10|div|18|cb|mult
82            18|cb|18|17|mult|mult
83            21|7|add|25|mult
84            27|18|mult|24|log|mult
85            27|7|mult|21|18|mult|add
86            27|sq|18|22|div|mult
87            24|18|mult|27|11|add|mult
88            26|25|add|21|7|add|mult
89            27|26|abd|21|7|add|mult
90            27|18|add|18|26|div|mult
91            18|cb|25|26|div|mult
92            24|18|mult|27|13|add|mult
93            18|cb|18|29|div|mult
