ID,exfoliation_energy (J/m^2),min:bulk_modulus (GPa),min:thermal_conductivity (W / m / K),min:evaporation_heat (KJ / mol),max:num_p_valence,ave:num_p_valence,min:boiling_point (K),ave:thermal_conductivity (W / m / K),var:heat_capacity_molar (J / mol / K),ave:hhi_r,var:num_p_valence,ave:electron_affinity (eV),max:electron_affinity (eV),min:melting_point (K),min:heat_of_formation (KJ / mol),max:heat_capacity_molar (J / mol / K),ave:icsd_volume (cm^3 / mol),ave:mendeleev_number,min:vdw_radius_uff (pm),max:thermal_conductivity (W / m / K),var:electron_affinity (eV),max:mendeleev_number,ave:vdw_radius_uff (pm),sum:thermal_conductivity (W / m / K),ave:heat_capacity_molar (J / mol / K),ave:bulk_modulus (GPa),min:num_valance,perimeter_area_ratio (AA^-1),max:icsd_volume (cm^3 / mol),ave:atomic_volume (cm^3 / mol),ave:evaporation_heat (KJ / mol)
1507,0.7850003547439579,8.3,0.52,59.7,4.0,2.2857142857142856,958.1,26.50857142857143,0.22428955102040682,6285.714285714285,2.204081632653061,1.08143,2.02067,490.0,182.2,26.32,29.07857142857143,84.42857142857142,420.5,46.0,0.6616288332,93.0,428.61428571428564,371.12,25.909857142857142,28.128571428571426,16.0,0.6328810733951475,29.81,16.9,118.38571428571429
1783,0.3162272708723521,1.9,0.12,29.56,5.0,3.333333333333333,331.9,31.41333333333333,608.7723555555555,5966.666666666666,5.555555555555555,2.4643921333333334,3.3635882000000006,265.9,111.85,75.69,47.42999999999999,84.33333333333333,302.3,94.0,1.6171071326176096,98.0,380.0333333333333,188.48,58.243333333333325,54.599999999999994,6.0,0.809034954087584,65.14,18.076666666666668,133.70666666666665
3433,0.3302398202857186,1.1,0.0089,20.41,5.0,2.5,238.6,11.50445,18.442730249999993,1800.0,6.25,2.0193625,3.612725,172.2,121.302,33.949,26.17,74.0,312.4,23.0,2.53880405640625,99.0,353.54999999999995,46.0178,29.6545,86.80990922799299,4.0,1.340289229747469,29.05,16.4,293.705
774,0.24114145785919114,65.0,3.0,49.8,4.0,3.0,1263.0,31.5,1.572515999999999,3400.0,1.0,1.601794,1.970876,722.7,196.6,25.73,28.085,88.0,428.0,60.0,0.136221522724,92.0,437.5,126.0,24.476,80.76896935180389,14.0,0.833280753388845,33.94,17.05,188.9
2318,0.41815253004466935,7.7,0.205,10.5,4.0,2.2857142857142856,717.824,51.54571428571428,0.452963265306122,4000.0,3.9183673469387754,1.6369165885714285,2.07710403,386.0,277.17,24.06,20.732857142857142,80.28571428571428,296.3,120.0,0.2583533114552427,94.0,357.5571428571428,721.64,23.28285714285714,98.68571428571428,6.0,0.9078529743028113,25.76,12.414285714285713,229.40463569310592
4465,0.28723637673457514,1.9,0.02658,15.579091192355275,5.0,3.25,90.19,80.04329,428.0149919999999,2225.0,3.6875,2.1486113000000002,3.3635882000000006,54.8,111.85,75.69,29.205,92.5,329.3,320.0,0.6117703254732454,101.0,362.05,640.34632,39.966,93.52802042526113,6.0,0.7843521131329317,65.14,15.425,100.17954559617763
1936,0.926376814308447,46.0,35.0,177.8,2.0,1.5,2013.0,44.25,0.3072000000000006,3350.0,0.75,0.40805737000000003,0.562,600.65,195.2,25.98,26.42,78.75,289.9,72.0,0.007899444443772304,82.0,394.75,708.0,25.02,79.5,10.0,0.59627057979389,30.32,15.950000000000001,226.45000000000002
5413,0.7673610782765288,1.9,0.12,29.56,5.0,3.2,331.9,21.232,402.03657015999994,5240.0,2.96,2.17954455106398,3.3635882000000006,265.9,111.8,75.69,36.346000000000004,89.2,284.8,97.0,0.6241240369790813,98.0,396.34000000000003,212.32000000000002,35.5912,18.3,12.0,0.6700060903182226,65.14,18.18,76.012
4710,0.37547112209125255,46.798939497262666,0.02658,6.54,5.0,3.0,85.01,7.351426666666667,6.815792888888889,1200.0,4.666666666666667,1.6471010666666666,3.4011897000000006,53.53,79.335,31.304,17.15,84.66666666666666,317.5,22.0,1.8567864212749763,102.0,334.6333333333333,44.10856,28.580666666666662,77.63499344926164,4.0,1.15352054131234,17.67,13.899999999999999,148.23969706411845
3627,0.31098126861297104,7.7,0.449,41.95,5.0,2.5,457.5,200.2245,224.85002499999996,3150.0,6.25,2.1470184,3.0590368,386.7,106.757,54.43,27.16,84.5,349.5,400.0,0.8317775619385598,97.0,399.75,800.898,39.435,73.85,11.0,0.9911755074644524,42.51,16.4,173.275
3024,0.4334141630256923,65.0,3.0,49.8,4.0,2.6666666666666665,1263.0,20.0,0.28375555555555504,6200.0,3.5555555555555554,1.6197193333333333,1.970876,722.7,196.6,25.73,28.676666666666662,79.0,316.5,54.0,0.24662200908888887,92.0,403.5,60.0,25.35333333333333,100.0,5.0,1.2512370250813647,33.94,17.266666666666666,259.8666666666667
2484,0.02396801590890265,8.3,0.236,49.8,4.0,3.5,553.0,0.378,0.5921302500000012,5550.0,0.25,1.3836385,2.02067,317.3,227.2,25.363000000000003,24.4,91.5,414.7,0.52,0.40580913199224994,93.0,417.6,1.512,24.593500000000002,9.65,5.0,0.9840654687759846,29.81,16.75,54.75
3117,2.2358292571990397,45.0,22.0,131.8,0.0,0.0,1363.0,68.0,0.008106888888888799,1233.3333333333333,0.0,0.7570758513270489,2.113227553981147,922.0,147.1,25.06,19.60666666666667,58.33333333333333,302.1,160.0,0.9195737203058045,73.0,312.3666666666667,408.0,24.99633333333333,88.33333333333333,2.0,1.1190713418627778,23.48,11.733333333333333,325.6666666666667
1151,1.3528961495147682,43.0,46.0,162.4,1.0,0.75,1730.0,72.0,0.3366749999999999,6875.0,0.1875,0.567,1.137,576.6,182.2,26.32,24.2925,74.75,292.9,150.0,0.10830000000000001,78.0,399.25,288.0,25.985000000000003,127.25,9.0,1.010913545798808,28.53,14.974999999999998,245.3
3933,0.20407881986010515,7.7,0.449,41.95,5.0,3.333333333333333,457.5,36.632666666666665,167.58917458333332,3833.333333333333,5.555555555555555,2.0675528666666665,3.0590368,386.7,106.757,54.43,46.184999999999995,69.66666666666666,339.9,200.0,1.9672821805246086,97.0,418.3666666666667,219.796,45.28649999999999,9.566666666666666,2.0,0.661852000480646,62.88,28.616666666666667,77.23333333333333
588,0.545201973794632,8.3,0.52,59.7,4.0,2.0,958.1,54.839999999999996,0.4213619999999971,3333.333333333333,2.0,0.8735566666666665,2.02067,429.32,227.2,26.74,27.36333333333333,83.66666666666666,420.5,82.0,0.6579344997555554,93.0,437.69999999999993,1480.68,26.281,55.5619525603572,13.0,0.38338390588404836,29.81,15.966666666666665,169.96666666666667
226,0.2624808158085676,1.9,0.12,29.56,5.0,4.5,331.9,0.149,504.39036675,6450.0,0.75,2.7093429,3.3635882000000006,265.9,111.85,75.69,53.602500000000006,96.0,414.7,0.236,1.2841107377162706,98.0,417.84999999999997,2.384,62.7235,4.175,5.0,0.43638498177919827,65.14,21.875,34.62
3173,1.897831075742508,45.0,22.0,131.8,0.0,0.0,1363.0,91.0,0.0091202499999999,1050.0,0.0,1.0961137769905736,2.113227553981147,922.0,147.1,25.06,20.575000000000003,62.0,302.1,160.0,1.03452043534403,73.0,309.8,728.0,24.9645,77.5,2.0,0.9678685526246403,23.48,12.3,277.20000000000005
5738,0.3174542385223063,46.798939497262666,0.02658,6.54,5.0,3.428571428571428,85.01,2.248197142857143,4.740054693877546,1442.8571428571427,4.816326530612245,2.8865619913590463,3.4011897000000006,53.53,79.335,31.304,15.348571428571429,89.85714285714286,296.1,7.8,0.47023629724484195,102.0,326.8285714285714,31.474759999999996,29.604857142857142,71.90025697708185,6.0,0.8207971018000901,17.36,13.882857142857144,69.10558445605075
1870,1.1535057665097117,8.3,0.52,59.7,4.0,2.4,958.1,7.112000000000001,0.3268533599999989,4640.0,3.84,1.335202,2.02067,490.0,227.2,26.53,31.073999999999998,65.8,334.5,17.0,0.704799568536,93.0,386.1,71.12,25.829800000000002,21.380000000000003,3.0,0.5680615019604746,32.97,17.82,182.62
5846,0.33396572034502287,1.1,0.0089,0.904,5.0,1.6666666666666665,20.28,7.729799999999999,12.44402955555555,2343.8504862582136,5.555555555555555,1.59764,3.612725,14.01,121.302,33.949,28.12,83.66666666666666,288.6,23.0,2.0482357716166666,103.0,331.9,46.3788,29.381666666666664,76.80648599406122,1.0,1.3799566640260197,32.02,15.633333333333331,196.10466666666667
597,0.46928832903586043,7.7,0.205,10.5,4.0,3.0,717.824,4.15375,1.4910750000000004,1875.0,3.0,1.6048280225,2.07710403,386.0,277.17,25.52,25.560000000000002,75.25,329.5,16.0,0.6691338817804202,94.0,385.0,33.23,23.404999999999998,20.025,3.0,1.122721062019353,25.76,15.375,91.05
3952,0.7830186809373604,1.9,0.02658,15.579091192355275,5.0,4.105263157894736,90.19,0.9753884210526316,216.11072141828254,2563.157894736842,0.09418282548476455,1.8223516263157895,3.3635882000000006,54.8,111.85,75.69,27.625263157894736,97.84210526315789,350.0,3.0,0.33255790065994634,101.0,387.88421052631577,37.06476,33.100947368421046,64.78770786082868,6.0,0.42108650517067625,65.14,17.052631578947366,27.857368585047787
45,1.0801020410435078,42.0,24.0,131.8,3.0,1.0,1363.0,114.66666666666666,0.028960222222222325,1466.6666666666665,2.0,1.7574850359874312,2.113227553981147,903.9,147.1,25.23,25.723333333333333,78.0,302.1,160.0,0.2531054782170182,88.0,348.73333333333335,344.0,24.98933333333333,44.0,2.0,0.9990914037591996,30.21,15.466666666666665,152.93333333333334
5043,0.7111378818829052,46.798939497262666,0.02658,6.54,5.0,3.0,85.01,33.35142666666666,7.416459555555555,1566.6666666666667,4.666666666666667,1.8415198866666667,3.4011897000000006,53.53,79.335,31.304,14.966666666666665,89.0,287.2,100.0,1.3226470583712115,102.0,324.5333333333333,200.10855999999998,28.49733333333333,100.96832678259497,6.0,1.01612281902518,17.36,12.6,137.07303039745176
28,0.250678766651667,1.9,0.12,10.5,5.0,4.5,331.9,0.16249999999999998,701.985025,3950.0,0.25,2.7203461150000003,3.3635882000000006,265.9,111.85,75.69,45.45,96.0,403.5,0.205,0.4137603799151475,98.0,411.2,1.2999999999999998,49.195,4.8,6.0,0.7812327690456483,65.14,19.5,20.03
2534,0.6985293155317105,8.3,0.52,59.7,4.0,3.5,958.1,12.26,0.004422250000000178,4700.0,0.25,1.5333350000000001,2.02067,490.0,227.2,25.363000000000003,30.009999999999998,90.5,420.5,24.0,0.23749540222499996,93.0,431.25,245.2,25.2965,25.15,15.0,0.4628167333414713,30.21,17.45,127.44999999999999
3465,0.4342540311886176,1.1,0.0089,15.579091192355275,5.0,3.25,90.19,107.515515,9.261278187499993,850.0,3.6875,1.959238,3.612725,54.8,121.302,33.949,20.205,93.0,314.8,430.0,0.9155592707033752,101.0,352.375,1720.24824,29.51375,63.32802042526114,6.0,0.6622019635046043,29.05,14.25,76.41704559617763
2173,0.033273281944829314,8.3,0.52,59.7,4.0,2.0,958.1,8.76,0.3404722499999988,4300.0,4.0,1.163835,2.02067,490.0,227.2,26.53,31.39,59.0,334.5,17.0,0.734166217225,93.0,377.5,35.04,25.9465,24.65,3.0,1.0137123842362852,32.97,18.15,213.35
5232,0.827034690642812,11.0,0.02658,15.579091192355275,4.0,3.5999999999999996,90.19,6.765806,4.918217439999998,1530.0,0.44000000000000006,1.28330755,1.4611135,54.8,249.229,29.378,18.655,96.99999999999999,350.0,67.0,0.08267229776927248,101.0,371.85999999999996,135.31611999999998,28.028399999999998,61.27422859536559,5.0,0.6344513237548339,27.05,14.829999999999998,50.46536383464869
1258,0.7143506385789369,25.0,0.0277,6.54,5.0,3.333333333333333,85.01,2.7851333333333335,2.450897999999997,2033.3333333333333,5.555555555555555,3.0093520476437683,3.4011897000000006,53.53,61.38,31.304,18.886666666666667,92.66666666666666,270.5,8.3,0.3070734916080867,102.0,314.4333333333333,8.355400000000001,30.196999999999996,39.53262633150844,7.0,1.2684848300942049,23.82,16.333333333333336,23.86
3210,0.4490421216633147,8.3,0.52,32.4,4.0,3.6,876.0,20.312,0.1254549600000009,5200.0,0.24,1.534002,2.02067,490.0,227.2,25.363000000000003,26.494,91.4,420.5,50.0,0.35526861333599996,93.0,421.5,203.12,25.073800000000002,13.780000000000001,15.0,0.7380041383876974,29.81,15.14,48.78
1273,2.847031466839001,100.0,72.0,383.0,2.0,1.5,2628.0,130.5,6.460668750000003,3025.0,0.75,1.5741408250000002,2.128,1683.0,450.0,25.86,18.79,80.75,275.4,150.0,0.1022533285772269,85.0,390.975,2088.0,21.4575,132.5,4.0,0.6977236351849758,20.02,11.35,404.75
703,0.7984026119129204,7.7,0.205,10.5,4.0,2.2857142857142856,717.824,26.373571428571427,3.209240816326532,4142.857142857143,2.204081632653061,1.1056160128571428,2.07710403,386.0,182.2,26.32,27.34285714285714,84.85714285714286,403.5,46.0,0.7078417255891203,94.0,421.3285714285714,369.23,24.768571428571427,27.87142857142857,6.0,0.6587881858240222,28.53,16.471428571428568,97.3
1225,0.25437064559808126,7.7,0.449,41.95,5.0,4.0,457.5,59.08675,171.34741875,3850.0,3.0,2.4024851,3.0590368,386.7,106.757,54.43,36.035,92.75,449.9,235.0,1.2931804043186697,97.0,449.975,472.694,46.872499999999995,24.775,3.0,0.551962081696127,42.51,21.775,102.48750000000001
3977,0.28320931804237914,42.0,0.0277,6.54,5.0,4.4,85.01,3.74216,5.270678648888885,1773.3333333333333,1.8399999999999999,3.0317538146504446,3.4011897000000006,53.53,79.335,31.304,17.977333333333338,97.33333333333334,296.1,24.0,0.6491612686279595,102.0,347.79333333333335,56.1324,30.161866666666665,51.03915159781013,7.0,0.8447285251653526,30.21,16.626,45.992
762,0.1544790556926985,6.3,0.02658,15.579091192355275,4.0,1.3333333333333333,90.19,93.34219333333333,0.29286755555555544,500.0,3.555555555555556,0.8523218333333333,1.4611135,54.8,107.5,29.378,32.29333333333333,41.0,298.3,140.0,0.18531364670138886,101.0,315.5333333333333,840.07974,28.612666666666666,29.568680283507423,1.0,0.7272451416859798,39.76,20.466666666666665,70.45969706411843
71,0.7261858951385793,65.0,3.0,49.8,4.0,2.0,1263.0,161.5,0.024335999999999074,2950.0,4.0,2.139753,2.30863,722.7,196.6,25.73,25.45,81.0,329.3,320.0,0.028519441128999984,92.0,388.15,646.0,25.574000000000005,142.5,16.0,0.9618911541909188,33.94,15.35,194.9
142,0.2592616231541478,7.7,0.449,41.95,5.0,4.0,457.5,59.08675,171.34741875,3850.0,3.0,2.4024851,3.0590368,386.7,106.757,54.43,36.035,92.75,449.9,235.0,1.2931804043186697,97.0,449.975,472.694,46.872499999999995,24.775,3.0,0.6617572684344213,42.51,21.775,102.48750000000001
5884,1.2428407772128227,46.798939497262666,0.0277,6.54,5.0,3.5714285714285716,85.01,37.01978571428572,8.959664489795916,2100.0,5.1020408163265305,2.867703871045748,3.4011897000000006,53.53,79.335,31.304,16.125714285714288,91.71428571428572,276.3,139.0,0.8880261606970072,102.0,323.35714285714283,518.277,29.424285714285713,76.28495678375904,6.0,0.5759758528470699,16.42,14.871428571428572,105.35714285714286
1485,3.057328063874526,130.0,150.0,309.0,0.0,0.0,3243.0,176.66666666666666,16.195637555555564,5333.333333333333,0.0,-1.2209999999999999,1.137,1551.0,324.0,24.98,9.266666666666666,73.0,274.5,190.0,2.7800819999999993,77.0,280.6333333333333,530.0,19.288666666666664,213.33333333333331,2.0,1.4273286331401445,11.58,6.1,370.66666666666663
