ID,max:mendeleev_number,ave:melting_point,var:covalent_radius_pyykko_double,ave:evaporation_heat,var:num_d_unfilled,ave:num_s_unfilled,ave:c6_gb,ave:heat_capacity_molar,ave:atomic_radius,min:boiling_point,sum:electron_affinity,ave:Polarizability,ave:molar_volume,var:c6_gb,sum:melting_point,min:vdw_radius_uff,sum:gs_mag_moment,ave:gs_est_bcc_latcnt,ave:icsd_volume,var:covalent_radius_cordero,aflow_proto
45,88.0,915.9666666666666,0.2222222222222222,152.93333333333334,0.0,0.0,587.3333333333333,24.98933333333333,159.66666666666666,1363.0,5.272455107962294,9.266666666666666,15.396666666666665,3472.2222222222217,2747.9,302.1,0.0,3.7120784203333335,25.723333333333333,0.8888888888888888,hP3_164_a_d
46,82.0,1234.7666666666664,10.88888888888889,310.2,14.222222222222223,0.0,702.6666666666666,25.04333333333333,172.33333333333331,2013.0,1.45497264,10.053333333333333,16.653333333333332,56896.88888888889,7408.6,314.1,0.0,3.7342486196666664,27.686666666666664,186.88888888888889,oP6_59_a_ab
49,99.0,1337.6,272.25,297.705,16.0,0.0,568.55,29.8395,157.17690869658125,238.6,7.25345,9.19,15.415,222265.10249999998,5350.4,314.1,0.0,3.6000976725,25.735,1332.25,hP4_164_c_d
52,82.0,1044.7666666666664,72.0,259.4,14.222222222222223,0.0,756.0,24.819999999999997,165.66666666666666,2013.0,1.58497264,9.52,15.72,98568.0,6268.6,317.5,4.5e-05,3.627176958333333,26.10333333333333,43.55555555555556,oP6_59_a_ab
56,92.0,828.1,56.25,166.95000000000002,0.0,0.0,495.5,24.965,151.5,1263.0,4.807412,6.15,15.23,600.25,3312.4,447.0,0.0,3.659106435,25.275,72.25,hP4_187_g_h
58,94.0,481.3,576.0,86.45,0.0,0.0,324.5,24.509999999999998,149.0,717.824,4.90820806,5.25,16.375,34040.25,1925.2,403.5,0.0,3.7489216465,27.145000000000003,400.0,hP4_187_g_h
59,88.0,1177.9333333333332,227.55555555555554,256.3333333333333,0.888888888888889,0.0,467.0,25.509999999999998,147.33333333333331,1908.0,3.248,6.666666666666666,14.323333333333334,2738.0,3533.8,283.4,0.5953946999999999,3.5687439739999998,23.76,49.99999999999999,tP3_123_a_h
61,99.0,703.65,484.0,137.255,0.0,0.5,219.05,29.6495,145.67690869658125,238.6,4.914725,4.48,13.83,14871.802500000002,1407.3,314.8,0.0,3.4278308730000004,23.05,462.25,hP2_187_a_c
63,98.0,1090.9333333333334,56.888888888888886,246.37333333333333,8.0,0.3333333333333333,504.66666666666663,58.66,153.70353875871996,331.9,7.644582400000001,7.266666666666666,16.796666666666667,201824.2222222222,3272.8,316.5,0.0,3.6990433583333333,49.47666666666666,430.22222222222223,hP3_164_a_d
64,102.0,644.3149999999999,1600.0,130.32,0.0,0.5,175.6,28.326999999999998,139.01180708422402,85.01,4.7031897,3.6685000000000003,10.735,27357.160000000003,1288.6299999999999,314.8,0.0,2.9420851175000005,16.735,1936.0,hP2_187_a_c
65,98.0,580.8,0.8888888888888888,129.04,0.0,0.0,246.33333333333331,58.20066666666666,150.70353875871996,331.9,7.959888400000001,3.9799999999999995,17.73,7040.888888888889,1742.3999999999999,418.9,0.0,3.789180127,50.83666666666666,0.0,hP3_164_a_d
67,98.0,738.2666666666667,0.8888888888888888,147.37333333333333,0.0,0.0,227.33333333333331,57.12333333333333,149.0368720920533,331.9,8.1166975,3.8766666666666665,17.206666666666667,3253.555555555555,2214.8,418.9,0.0,3.743027575666667,50.099999999999994,18.0,hP3_164_a_d
69,92.0,978.9,30.25,151.95,0.0,0.5,406.0,25.54,152.0,1263.0,6.545752,6.140000000000001,15.365,4225.0,3915.6,314.8,0.0,3.6542277715,25.494999999999997,12.25,mP4_10_bc_m
70,94.0,865.6666666666665,117.55555555555554,131.13333333333333,0.0,0.0,302.66666666666663,23.793333333333333,130.33333333333331,717.824,4.7162080600000005,3.533333333333333,13.206666666666665,52920.88888888888,2597.0,289.9,0.0,3.5035054069999996,22.08,256.88888888888886,hP3_164_a_d
71,92.0,1030.1399999999999,12.25,194.9,0.0,0.5,449.0,25.574000000000005,153.0,1263.0,8.559012,5.65,15.335,484.0,4120.5599999999995,329.3,0.0,3.6662085445,25.45,1.0,tP4_129_a_c
72,90.0,786.8666666666666,0.2222222222222222,159.4,0.888888888888889,0.0,255.66666666666666,24.572666666666667,126.66666666666666,553.0,2.6492139999999997,4.6866666666666665,13.543333333333333,9430.22222222222,2360.6,283.4,0.5953946999999999,3.2880830706666666,16.279999999999998,64.22222222222221,tP3_123_a_h
73,99.0,796.4666666666666,64.22222222222221,170.2733333333333,0.22222222222222224,0.3333333333333333,221.39999999999998,31.252666666666663,144.56921159544166,238.6,9.35345,3.62,14.623333333333333,30900.98,2389.4,275.4,0.0,3.4756584549999996,24.4,256.88888888888886,hP3_164_a_d
75,94.0,643.8333333333333,73.47222222222223,79.18333333333334,8.88888888888889,0.0,316.6666666666667,23.093333333333334,130.33333333333334,717.824,20.929040300000004,4.85,14.715,156055.55555555553,7726.0,317.5,4.5e-05,3.638536982666667,24.41166666666667,420.1388888888889,oP12_59_a2e_b
79,90.0,847.0999999999999,450.0,118.99999999999999,0.0,0.0,1548.9999999999998,25.22733333333333,173.99999999999997,553.0,0.795707,17.876666666666665,23.139999999999997,927522.0,2541.3,339.9,0.0,4.005037094666667,35.79,1058.0,hP3_164_a_d
82,100.0,873.145,552.25,201.5279277863702,0.0,0.0,166.85,24.557,112.0,77.4,-0.0628733999999973,3.3150000000000004,12.8,19923.322500000002,10477.74,366.0,0.0,3.268015928,21.35,400.0,aP12_2_3i_3i
84,97.0,849.775,67.6875,154.9625,0.75,0.25,468.75,47.067499999999995,146.55469358729724,457.5,20.6282208,6.1625,21.36,19080.1875,6798.2,292.9,0.0,4.063472301,34.7775,1.6875,mC16_12_g_ij
85,92.0,512.815,30.25,160.05,0.0,0.0,463.5,25.880000000000003,150.5,1263.0,4.8017520000000005,6.81,16.130000000000003,56.25,2051.26,438.3,0.0,3.7327622025,26.77,64.0,aP4_2_i_i
86,76.0,1312.865,2.25,268.7,16.0,0.0,738.0,25.225,142.5,1180.0,4.797957194640464,10.175,9.9,213444.0,5251.46,276.3,4.5e-05,3.1267466725000004,16.43,361.0,tP4_129_c_c
88,94.0,810.55,506.25,132.3,0.0,0.5,240.5,24.025,135.5,717.824,6.758208059999999,4.84,12.899999999999999,10100.25,3242.2,314.8,0.0,3.4593825305,21.405,400.0,mP4_10_bc_m
89,99.0,631.8,5.555555555555555,116.60666666666667,0.0,0.0,136.06666666666666,28.113666666666663,135.56921159544166,238.6,4.82545,3.32,13.21,3036.8022222222226,1895.4,274.5,0.0,3.2755339869999998,22.07,8.0,hP3_164_a_d
90,98.0,730.675,60.75,163.92,12.0,0.0,480.25,63.1075,158.16648110356,331.9,21.033529200000004,6.762499999999999,18.34,257986.6875,5845.4,312.4,0.0,3.8173736812500003,54.6775,567.1875,mC16_12_g_ij
92,97.0,1004.1333333333332,80.22222222222221,192.63333333333333,0.888888888888889,0.3333333333333333,495.3333333333333,44.61333333333333,145.1597276331531,457.5,7.255073599999999,6.433333333333333,19.906666666666666,22613.555555555555,3012.4,292.9,0.0,3.946457015,32.199999999999996,2.0,hP3_164_a_d
