ID,max:mendeleev_number,ave:melting_point,var:covalent_radius_pyykko_double,ave:evaporation_heat,var:num_d_unfilled,ave:num_s_unfilled,ave:c6_gb,ave:heat_capacity_molar,ave:atomic_radius,min:boiling_point,sum:electron_affinity,ave:Polarizability,ave:molar_volume,var:c6_gb,sum:melting_point,min:vdw_radius_uff,sum:gs_mag_moment,ave:gs_est_bcc_latcnt,ave:icsd_volume,var:covalent_radius_cordero,aflow_proto
1702,99.0,374.4,552.25,91.405,0.0,0.0,303.05,30.1345,159.17690869658125,238.6,7.97945,4.89,17.305,42415.4025,1497.6,394.7,0.0,3.717369989,28.79,462.25,oP4_59_a_a
1704,102.0,481.5466666666666,854.2222222222222,117.69333333333333,0.0,0.3333333333333333,149.13333333333333,29.342,138.01574277896532,85.01,18.2220188,2.3046666666666664,10.87,38604.94222222222,2889.2799999999997,329.3,0.0,2.865273836666667,16.6,1386.888888888889,mP6_14_a_e
1705,94.0,407.65999999999997,441.0,117.8,0.0,0.0,391.5,24.72,146.5,717.824,4.75420806,6.55,15.645,63252.25,1630.6399999999999,403.5,0.0,3.684801141,25.950000000000003,342.25,aP4_2_i_i
1706,99.0,946.4,180.1875,204.8075,9.1875,0.0,294.575,31.80175,147.7653630448719,238.6,22.320349999999998,4.91,15.755,116989.12687499999,7571.2,317.0,0.0,3.57169808475,26.200000000000003,867.0,hP8_162_c_k
1707,92.0,1251.357142857143,510.204081632653,179.71428571428572,0.0,0.0,364.7714285714286,21.546285714285716,142.28571428571428,1263.0,10.413826,4.7942857142857145,15.86857142857143,28211.273469387754,8759.5,408.3,0.0,3.6313477204285713,26.457142857142856,595.1020408163265,mC14_12_a2i_i
1708,102.0,730.6338461538462,768.9940828402367,131.98615384615385,19.171597633136095,0.0,610.123076923077,29.079384615384615,144.78376256519877,85.01,28.149517600000006,7.188923076923078,12.661538461538463,575852.3171597633,9498.24,329.5,3.175e-05,3.0166067643846155,19.704615384615387,3022.248520710059,mP13_10_3mn_bmn
1709,98.0,484.59999999999997,117.55555555555554,63.64,0.0,0.0,334.3333333333333,58.749666666666656,158.37020542538664,331.9,8.840403953981149,5.566666666666666,17.85333333333333,43414.22222222222,1453.8,302.1,0.0,3.7871865076666666,51.25333333333333,98.0,tP3_115_a_g
1711,98.0,425.4,108.0,70.97,0.0,0.0,266.25,63.074999999999996,157.91648110356,331.9,22.273529200000002,3.9374999999999996,19.3825,18841.6875,3403.2,418.9,0.0,3.9144828307500004,56.407500000000006,67.6875,oP8_31_a_ab
1712,102.0,755.6866666666667,624.2222222222222,157.69333333333333,10.88888888888889,0.0,325.1333333333333,29.165999999999997,134.01574277896532,85.01,7.327379400000002,4.504666666666666,10.239999999999998,198366.00888888887,2267.06,314.4,0.0,2.779544982,15.573333333333334,2048.0,hP3_164_a_d
1713,102.0,115.88,630.75,72.48,0.0,0.0,121.65,29.9855,135.767710626336,85.01,21.267138200000005,2.44775,11.349999999999998,37263.3075,927.04,336.4,0.0,2.85415463875,17.215000000000003,792.1875,oP8_26_a_ac
1714,99.0,448.79999999999995,967.9999999999999,60.94,0.0,0.0,1911.3999999999999,31.98933333333333,172.23587826210832,238.6,7.37007,14.686666666666667,24.313333333333333,6583368.98,1346.4,370.3,0.0,4.115753930333334,40.32666666666667,2837.555555555555,tP3_115_a_g
1716,97.0,833.1333333333332,174.22222222222223,154.16666666666669,0.888888888888889,0.0,390.3333333333333,44.97666666666666,141.82639429981975,457.5,29.096294399999998,5.833333333333333,19.34333333333333,3.5555555555555554,9997.6,283.4,2.3815787999999998,3.8573680859999997,31.959999999999997,49.99999999999999,mP12_14_2e_e
1718,97.0,809.8636363636365,2.3801652892561984,167.33636363636364,0.0,0.0,483.0909090909091,30.53909090909091,157.49810753631448,457.5,31.0641472,6.372727272727273,19.559090909090912,1967.3553719008264,17817.0,442.0,0.0,4.060297657909091,32.446363636363635,0.0,mP22_11_2e_9e
1719,93.0,923.3,16.0,182.15,0.0,0.5,248.5,24.901500000000002,134.0,958.1,6.511340000000001,4.985,11.765,240.25,3693.2,349.5,0.0,3.2683247470000003,20.81,36.0,mP4_10_bc_m
1721,99.0,447.45000000000005,272.25,35.105,0.0,0.0,284.05,29.8395,153.67690869658125,238.6,44.668808,3.84,18.925,34950.302500000005,7159.200000000001,394.7,0.0,3.8855781384999997,31.494999999999997,324.0,aP16_2_4i_4i
1722,93.0,1990.6666666666665,72.0,473.2333333333333,8.0,0.6666666666666666,837.6666666666666,24.854333333333333,144.0,958.1,7.710964000000001,11.723333333333331,12.693333333333333,182810.88888888888,11944.0,316.5,0.0,3.4514911269999997,22.03666666666666,430.2222222222222,tP6_129_2c_c
1724,92.0,934.0,37.55555555555556,134.73333333333332,0.0,0.3333333333333333,402.0,25.299999999999997,149.33333333333331,1263.0,5.1767520000000005,5.7333333333333325,16.01,9522.0,2802.0,349.5,0.0,3.6773068536666664,26.563333333333333,8.0,mC6_12_a_i
1725,93.0,1467.5,42.25,322.35,6.25,0.0,586.0,24.20198571122699,138.0,958.1,5.14134,7.585,12.525000000000002,124609.0,5870.0,299.8,0.0,3.392867571,22.015,182.25,tP4_129_a_c
1726,94.0,1408.3333333333333,138.88888888888889,241.66666666666666,5.555555555555555,0.0,314.3333333333333,23.626666666666665,130.33333333333331,717.824,4.304208060000001,5.166666666666666,13.306666666666665,60784.22222222222,4225.0,295.4,0.0,3.509264831333333,22.076666666666664,470.2222222222222,hP3_164_a_d
1727,94.0,871.3,110.25,157.55,0.0,0.5,202.0,23.57,127.5,717.824,6.624208060000001,4.55,11.32,3844.0,3485.2,349.5,0.0,3.265127521,18.785,182.25,oP4_59_a_b
1728,100.0,873.145,552.25,201.5279277863702,0.0,0.0,166.85,24.557,112.0,77.4,-0.0628733999999973,3.3150000000000004,12.8,19923.322500000002,10477.74,366.0,0.0,3.268015928,21.35,400.0,mC24_12_3i_3i
1729,97.0,418.26,23.040000000000003,67.96000000000001,0.0,0.0,413.80000000000007,48.648,154.59167315978374,457.5,26.357018399999998,5.760000000000001,24.838,2460.1600000000003,4182.6,437.0,0.0,4.339454119000001,41.084,12.959999999999999,aP10_1_2a_8a
1730,99.0,796.3538461538462,289.9408284023669,153.71384615384616,19.171597633136095,0.0,1059.753846153846,31.09553846153846,159.14081070348465,238.6,30.4368,10.072307692307694,18.34769230769231,1482723.8840236687,10352.6,334.5,0.0,3.7960926376923076,30.557692307692307,1832.899408284024,mP13_10_3mn_bmn
1731,99.0,447.45000000000005,272.25,35.105,0.0,0.0,284.05,29.8395,153.67690869658125,238.6,22.334404,3.84,18.925,34950.302500000005,3579.6000000000004,394.7,0.0,3.8855781384999997,31.494999999999997,324.0,aP8_2_2i_2i
1732,93.0,711.75,9.0,171.9,0.0,0.0,376.5,24.7815,141.5,958.1,4.907,5.285,13.21,20592.25,2847.0,420.5,0.0,3.4674584200000003,23.21,0.25,aP4_2_i_i
1733,102.0,611.02,392.0,130.56,0.888888888888889,0.0,137.8,29.559333333333328,130.682409445632,85.01,7.958379400000001,2.638,9.663333333333332,32563.519999999997,1833.06,283.4,0.5953946999999999,2.7061491326666665,14.566666666666666,997.5555555555555,hP3_164_a_d
1737,84.0,1409.7333333333331,0.8888888888888888,332.0,3.555555555555556,0.0,426.0,23.848,133.33333333333331,3023.0,2.616424,6.693333333333333,11.45,7442.0,4229.2,291.2,2.1106628,3.3151794549999996,18.746666666666666,107.55555555555556,tP3_123_a_h
1738,99.0,764.4,100.0,162.50500000000002,0.0,0.5,180.55,29.194499999999998,137.67690869658125,238.6,9.695450000000001,4.19,12.25,6963.9025,3057.6,349.5,0.0,3.2335758635,20.43,225.0,oP4_51_e_f
1739,19.0,1170.6666666666667,233.47222222222223,175.45,11.25,0.0,2953.3333333333335,26.578333333333333,206.16666666666669,1657.0,0.428,25.96666666666667,30.78333333333333,382722.2222222222,7024.0,329.5,6.35e-06,4.564607946833334,50.89333333333333,86.80555555555554,aP6_1_5a_a
1740,102.0,460.8975,432.0,100.655,0.0,0.0,84.65,28.475499999999997,133.517710626336,85.01,23.186180400000005,1.8002500000000001,11.415,16628.4075,3687.18,336.4,0.0,2.8769797565,17.32,546.75,aP8_1_2a_6a
1741,102.0,683.3975,67.6875,131.03,0.0,0.0,32.45,26.24975,125.017710626336,85.01,20.966584200000007,1.1752500000000001,9.497499999999999,1485.1875,5467.18,336.4,0.0,2.623212154,14.252500000000001,136.6875,oP8_26_a_ac
1742,102.0,696.624,718.2400000000001,156.832,7.84,0.0,185.56,30.115199999999998,137.01889133475842,85.01,55.70703520000001,3.0656000000000003,11.129999999999999,123004.51840000002,13932.48,317.0,0.0,2.812001507,16.666000000000004,2043.04,mP20_14_4e_e
1743,99.0,471.0444444444444,17.28395061728395,64.98555555555555,4.320987654320987,0.0,216.63333333333333,32.25366666666667,144.6085246391264,238.6,60.85827327902665,3.7844444444444445,15.158888888888889,50008.76222222223,8478.8,296.1,0.001240484,3.458882406,25.305555555555557,398.2222222222222,mP18_13_e3g_g
1744,102.0,531.824,595.36,122.232,4.0,0.0,195.96,29.65139428449079,134.41889133475843,85.01,28.309517600000007,2.7256000000000005,10.686,138027.1104,5318.24,299.8,0.0,2.7615630102,15.980000000000004,1296.0,mP10_14_2e_a
1745,65.0,1441.0,490.88888888888886,260.66666666666663,0.888888888888889,0.3333333333333333,2389.333333333333,26.186666666666667,187.99999999999997,1657.0,1.233,21.266666666666666,25.386666666666663,1413440.8888888888,4323.0,292.9,0.0,4.182748063666667,41.24666666666666,624.2222222222222,tP3_123_a_h
1746,83.0,1045.0666666666666,2.0,386.3333333333333,14.222222222222223,0.0,930.0,26.446666666666665,161.33333333333331,2543.0,5.300268,10.153333333333332,15.533333333333331,92450.0,6270.4,312.4,0.0,3.899608839,25.796666666666663,288.0,tP6_129_ac_c
1747,94.0,1077.0,20.25,199.8,2.25,0.0,300.5,23.755,126.0,717.824,5.47872098,5.2,11.1,25760.25,4308.0,287.2,3.0969424,3.2293456515,18.44,272.25,tP4_129_a_c
1748,93.0,1586.5,16.0,331.85,2.25,0.0,377.5,25.231500000000004,138.0,958.1,7.16894,5.685,12.47,20880.25,6346.0,284.0,0.0,3.3901878175,21.845,110.25,tP4_129_a_c
1749,94.0,1106.75,192.0,197.375,9.1875,0.0,326.75,23.365,132.5,717.824,26.21324836,5.449999999999999,14.36,104626.6875,17708.0,317.0,0.0,3.619025571,23.7325,792.1875,aP16_2_2i_6i
1752,87.0,971.3333333333333,128.0,238.79999999999998,0.0,0.0,551.3333333333333,25.673333333333332,159.0,1883.0,7.340172,6.533333333333333,17.06,2938.8888888888887,8742.0,289.9,0.0,3.7147810096666665,28.493333333333332,18.0,hP9_147_ad_g
1753,92.0,613.9000000000001,1.0,172.9,0.0,0.0,593.0,26.36,161.0,1263.0,6.165886,5.890000000000001,18.375,14884.0,2455.6000000000004,439.2,0.0,4.0824077995,30.494999999999997,0.25,oP4_59_a_b
1755,97.0,743.525,31.6875,114.6375,15.1875,0.0,684.25,47.2025,153.55469358729724,457.5,18.7302208,8.462499999999999,23.04,261517.6875,5948.2,329.5,1.27e-05,4.1966071245,38.1225,180.1875,oP8_59_a_be
1756,97.0,862.14,16.0,190.975,0.0,0.5,408.0,39.92400000000001,148.36979572486484,457.5,10.7353336,5.574999999999999,17.965,361.0,3448.56,329.3,0.0,3.8174801055,29.735,2.25,hP4_164_d_d
1759,92.0,576.01,16.0,137.45,0.0,0.0,557.0,26.235,163.0,1263.0,4.541752,7.85,18.11,7396.0,2304.04,446.3,0.0,3.879646382,30.04,4.0,aP4_2_i_i
1760,94.0,1072.3333333333333,150.22222222222223,202.0,5.555555555555555,0.0,406.3333333333333,22.813657140817988,130.0,717.824,4.70420806,5.7333333333333325,13.229999999999999,141866.8888888889,3217.0,299.8,0.0,3.5005417483333328,21.913333333333334,392.0,hP3_164_a_d
1762,94.0,1346.9999999999998,227.55555555555554,259.66666666666663,10.88888888888889,0.0,388.99999999999994,23.586666666666666,134.33333333333331,717.824,40.28587254000001,6.299999999999999,13.969999999999999,124002.0,36369.0,317.0,0.0,3.5846059096666663,23.056666666666665,938.8888888888888,mC54_12_3i3j_agij
1763,102.0,342.79749999999996,507.0,86.905,0.0,0.0,98.9,29.283499999999997,134.767710626336,85.01,22.872562200000004,1.87775,11.8075,23603.07,2742.3799999999997,336.4,0.0,2.91159417,17.872500000000002,744.1875,aP8_1_2a_6a
1764,98.0,877.54,105.84,164.536,19.44,0.0,1152.2,56.025999999999996,165.73318488284798,331.9,21.409529200000005,10.91,19.82,1397416.56,8775.4,334.5,0.0,3.941330216,52.272,1176.0,mC20_12_2i_3i
1765,93.0,907.5,4.6875,159.775,9.1875,0.0,413.5,25.244750000000003,138.5,958.1,26.34804,5.9275,14.395000000000001,97740.75,14520.0,314.4,0.0,3.53732312725,25.827499999999997,204.1875,mP16_11_2e_6e
1767,94.0,330.62,117.55555555555556,183.7,0.0,0.0,350.6666666666667,24.919999999999998,136.33333333333331,717.824,26.433936270000004,6.379999999999999,13.043333333333333,22190.222222222223,8926.74,403.5,0.0,3.4764610969999996,21.653333333333332,64.22222222222223,hP27_143_6d_abc2d
1768,94.0,1328.0,230.64,278.3,8.64,0.4,540.0,23.46,134.60000000000002,717.824,16.13224818,8.02,13.649999999999999,240000.0,13280.0,316.5,0.0,3.5585296077999997,22.716,835.44,mP10_11_2e_3e
1770,102.0,446.30600000000004,1075.8400000000001,138.908,0.0,0.0,412.44000000000005,26.6768,162.8047228336896,85.01,28.6825508,6.0314000000000005,19.287999999999997,40449.254400000005,8926.12,336.4,0.0,3.7688963130000004,31.588,1324.9600000000003,mP20_10_2m_4m4n
1771,92.0,1571.4666666666665,0.8888888888888888,285.8666666666667,10.88888888888889,0.0,609.6666666666666,25.606666666666666,156.33333333333331,1263.0,55.428776,8.033333333333333,17.256666666666668,38456.88888888889,61287.2,317.0,0.0,3.844399564333333,28.509999999999998,227.55555555555554,aP39_13i_2_a6i
1772,87.0,515.705,4.6875,185.275,0.0,0.0,545.5,25.825,169.0,1883.0,6.254172,8.100000000000001,19.9225,3168.75,4125.64,437.0,0.0,3.9412279010000004,33.07000000000001,6.75,hP8_164_d_i
1773,97.0,794.5,34.48979591836734,125.02142857142857,16.53061224489796,0.0,726.4285714285714,46.169999999999995,153.9568510355212,457.5,31.342367999999997,8.907142857142857,22.657142857142855,284645.10204081633,11123.0,329.5,2.54e-05,4.165476976714286,37.495714285714286,196.1224489795918,mP14_11_2e_5e
1774,98.0,493.8454545454546,152.3305785123967,146.1018181818182,0.0,0.0,453.72727272727275,34.64181818181818,167.73732875237818,331.9,30.416868800000003,6.60909090909091,21.03181818181818,15809.652892561982,10864.6,418.9,0.0,4.012455865363637,40.790909090909096,116.62809917355372,mP22_11_2e_9e
1775,92.0,560.54,162.24,49.8,0.0,0.0,357.4,24.967599999999997,147.2,553.0,14.811684,4.752,19.084,19357.440000000002,5605.400000000001,414.7,0.0,3.8914212766,27.959999999999997,230.64,mP10_11_2e_3e
1777,97.0,335.8933333333333,37.55555555555556,47.46666666666667,0.0,0.0,348.66666666666663,45.61433333333333,152.82639429981975,457.5,25.031251028793914,5.239999999999999,21.84333333333333,3253.555555555555,3023.04,270.5,0.0,4.174900458333333,36.279999999999994,10.88888888888889,hP9_143_2d_abc
1779,92.0,1297.62,61.440000000000005,213.88,11.759999999999998,0.0,664.5999999999999,25.394,149.6,1263.0,13.925256,8.260000000000002,15.604,56221.44,12976.2,314.4,0.0,3.6524872174,25.915999999999997,54.0,aP10_2_2i_3i
1780,93.0,1192.8571428571427,3.9183673469387754,180.68571428571425,6.122448979591836,0.42857142857142855,437.0,24.500285714285717,135.71428571428572,958.1,10.08068,7.125714285714285,12.481428571428571,55488.0,8350.0,302.3,0.0,3.338422409285714,22.18142857142857,88.40816326530611,mC14_12_2i_ai
1781,94.0,659.75,90.25,147.3,0.0,0.0,330.0,23.45,135.0,717.824,5.01986806,4.85,12.765,36100.0,2639.0,403.5,0.0,3.464261194,21.185000000000002,64.0,hP4_164_c_d
1782,93.0,1046.6666666666665,5.555555555555555,193.13333333333333,10.88888888888889,0.0,473.66666666666663,25.205333333333336,138.0,958.1,59.36242,6.6466666666666665,13.72,115840.88888888888,40820.0,314.4,0.0,3.473537834,24.5,241.99999999999997,aP39_13i_2_a6i
1783,98.0,887.2666666666667,0.8888888888888888,133.70666666666665,5.555555555555555,0.3333333333333333,361.0,58.243333333333325,148.37020542538664,331.9,14.786352800000003,5.8999999999999995,15.596666666666668,60552.0,5323.6,302.3,0.0,3.534104389,47.42999999999999,80.22222222222223,mP6_14_a_e
1784,94.0,330.62,117.55555555555556,183.7,0.0,0.0,350.6666666666667,24.919999999999998,136.33333333333331,717.824,26.433936270000004,6.379999999999999,13.043333333333333,22190.222222222223,8926.74,403.5,0.0,3.4764610969999996,21.653333333333332,64.22222222222223,hP27_143_6d_abc2d
1785,65.0,1299.8333333333335,190.13888888888889,210.33333333333331,0.5555555555555556,0.16666666666666666,1976.3333333333335,25.770833333333332,186.50000000000003,1757.0,2.5195,22.26666666666667,23.21333333333333,321733.8888888889,15598.0,292.9,0.0,4.024439391166667,38.755,160.55555555555554,oP12_26_a_a2c
1786,90.0,471.35,22.6875,108.375,0.0,0.0,270.25,23.918000000000003,131.75,553.0,5.345302,4.4225,15.265,20791.6875,3770.8,414.7,0.0,3.4720024352500003,18.395,36.75,hP8_164_d_i
1788,92.0,649.6500000000001,49.0,106.1,0.0,0.0,490.0,26.025,165.5,1263.0,14.087256,6.55,18.84,361.0,7795.800000000001,434.7,0.0,3.9437668875,31.235,12.25,aP12_2_3i_3i
1789,102.0,343.02,1184.2222222222222,48.29333333333334,0.0,0.0,216.46666666666667,29.158999999999995,142.682409445632,85.01,8.915606953981149,3.9046666666666665,12.133333333333333,85091.87555555554,1029.06,302.1,0.0,2.9842353643333333,18.773333333333333,1568.0,tP3_115_a_g
1790,92.0,576.01,16.0,137.45,0.0,0.0,557.0,26.235,163.0,1263.0,13.625256,7.85,18.11,7396.0,6912.120000000001,446.3,0.0,3.879646382,30.04,4.0,aP12_2_3i_3i
1791,92.0,1448.88,29.04,273.48,15.36,0.0,908.4,25.328,152.2,1263.0,4.178752,10.96,14.568000000000001,127545.84,7244.4,317.5,6.75e-05,3.5766694874000002,24.178,116.16,tP5_123_ah_g
1792,94.0,822.0,54.1875,93.375,4.6875,0.25,282.25,22.862499999999997,127.75,717.824,55.17849672,5.074999999999999,13.454999999999998,60705.1875,26304.0,302.3,0.0,3.496233486,22.3225,216.75,mP32_14_2e_6e
1794,90.0,420.0,16.805555555555557,88.85,0.0,0.0,242.5,23.88666666666667,130.5,553.0,16.66346,4.158333333333333,15.85,15401.25,10080.0,414.7,0.0,3.5015318355000002,18.593333333333334,27.22222222222222,oP24_26_3a3b2c_ab
1795,90.0,382.125,300.0,77.94999999999999,0.0,0.0,267.5,24.448,138.75,553.0,5.233642,4.6225000000000005,17.07,19440.75,3057.0,414.7,0.0,3.6143326614999998,21.375,270.75,mC16_12_i_ij
1796,102.0,736.8071428571428,759.3877551020408,171.81428571428572,5.1020408163265305,0.0,275.57142857142856,28.943134692129703,134.58829583460573,85.01,36.21189700000001,3.6550000000000002,10.465714285714286,176054.98775510205,10315.3,299.8,0.0,2.793222987857143,15.791428571428572,1653.0612244897957,mP14_13_e2g_g
1797,99.0,814.4,168.75,185.3075,6.75,0.25,357.825,31.61175,147.0153630448719,238.6,23.511162,5.5600000000000005,15.75,203932.576875,6515.2,316.5,0.0,3.57261022675,26.325000000000003,720.75,hP8_162_c_k
1800,94.0,1106.75,192.0,197.375,9.1875,0.0,326.75,23.365,132.5,717.824,26.21324836,5.449999999999999,14.36,104626.6875,17708.0,317.0,0.0,3.619025571,23.7325,792.1875,mP16_11_2e_6e
1801,99.0,208.47499999999997,9.1875,27.7575,0.0,0.0,119.57499999999999,31.417749999999998,142.5153630448719,238.6,46.339128,2.5425000000000004,17.2975,1515.3768750000002,3335.5999999999995,394.7,0.0,3.634533589,26.535,4.6875,mP16_14_3e_e
1802,102.0,388.115,1190.25,28.169999999999998,0.0,0.0,240.6,28.517,147.01180708422402,85.01,21.4882628,3.0285,15.83,53084.16,3104.92,336.4,0.0,3.3998323829999997,25.18,1640.25,aP8_2_2i_2i
1803,88.0,849.35,11.25,189.73333333333332,0.0,0.0,504.8333333333333,25.41166666666667,161.0,1730.0,22.428,6.766666666666667,18.028333333333336,3.4722222222222223,20384.4,434.7,0.0,3.9472447821666665,29.93,4.999999999999999,oP24_26_3a3b2c_ab
1805,102.0,55.482000000000006,0.16,9.243171114548081,0.0,0.0,13.3,30.868,125.61889133475842,77.4,24.409517600000004,0.6656000000000001,11.668,38.440000000000005,554.82,336.4,0.0,2.7683881866,17.672000000000004,31.36,aP10_1_2a_8a
1806,97.0,966.5882352941177,0.2422145328719723,175.79411764705884,19.61937716262976,0.0,1299.4117647058822,42.94176470588235,161.96446555866453,457.5,32.739368,12.494117647058822,23.315294117647056,1184070.830449827,16432.0,334.5,0.0,4.250072806352941,38.58176470588235,630.0,aP17_2_5i_a3i
1812,99.0,600.3333333333333,125.0,130.34166666666667,4.999999999999999,0.16666666666666666,270.9166666666667,32.39083333333333,147.12818116096875,238.6,37.962062,4.433333333333334,16.296666666666667,151061.16805555552,7204.0,316.5,0.0,3.6014672311666667,27.233333333333334,533.8888888888889,aP12_2_5i_i
1815,93.0,547.7333333333333,272.2222222222222,128.16666666666666,0.0,0.0,417.0,26.001,160.66666666666666,958.1,24.972029999999997,6.323333333333333,16.953333333333333,16928.0,14788.800000000001,420.5,0.0,3.759932161,28.956666666666663,138.88888888888889,hP27_143_6d_abc2d
1816,88.0,1284.2666666666664,98.0,286.79999999999995,0.22222222222222224,0.3333333333333333,492.66666666666663,25.439999999999998,152.33333333333331,1908.0,12.66,6.566666666666666,15.156666666666666,256.88888888888886,11558.4,275.4,0.0,3.6905922889999996,25.173333333333332,2.0,hP9_147_ad_g
1817,88.0,980.5749999999999,90.75,228.39999999999998,0.0,0.0,469.25,24.728,153.5,1908.0,8.741424,6.409999999999999,17.05,3622.6875,7844.599999999999,428.0,0.0,3.8820133665,28.215,67.6875,hP8_164_d_i
1819,89.0,1335.0,2.0,145.73333333333332,0.0,0.0,382.66666666666663,25.086666666666666,138.33333333333331,876.0,4.34,4.473333333333333,11.486666666666666,30094.22222222222,8010.0,289.9,0.0,3.3817719676666664,19.25333333333333,88.88888888888889,mP6_11_2e_e
1821,92.0,1462.025,12.0,243.35,6.75,0.0,542.5,25.365,155.25,1263.0,53.831103999999996,6.9,17.712500000000002,15336.75,46784.8,309.6,0.0,3.8785077154999996,29.417499999999997,108.0,mP32_14_2e_6e
1822,88.0,785.255,1.6875,202.67499999999998,0.0,0.0,538.75,25.607499999999998,160.75,1908.0,6.8759999999999994,7.499999999999999,17.582500000000003,3622.6875,6282.04,442.0,0.0,3.898015925,29.1925,1.6875,hP8_164_d_i
1823,73.0,1139.3,72.25,218.20000000000002,0.0,0.5,446.5,24.6545,144.0,1363.0,6.696455107962294,8.4,10.555,33306.25,4557.2,302.1,0.0,3.192648561,17.645,20.25,hP4_191_d_e
1826,97.0,426.15,27.0,74.4625,0.0,0.0,420.0,47.2025,155.55469358729724,457.5,40.4778896,5.862499999999999,24.6175,2883.0,6818.4,437.0,0.0,4.320688109,40.7275,15.1875,mP16_14_3e_e
1830,102.0,551.092857142857,1028.7755102040815,109.52857142857142,16.53061224489796,0.0,750.1428571428571,29.939999999999998,146.58829583460573,85.01,35.239897000000006,6.883571428571428,13.68,1368788.5795918368,7715.3,334.5,0.0,3.066964341857143,21.14857142857143,3610.0,mP14_11_2e_5e
1833,94.0,951.5,30.25,115.75,6.25,0.0,387.5,24.509999999999998,131.0,717.824,9.294269699513324,6.15,11.44,61256.25,3806.0,296.1,0.000620242,3.240060521,18.98,506.25,tP4_129_a_c
1835,90.0,335.97,160.55555555555554,79.01666666666667,0.0,0.0,263.0,24.310000000000002,134.33333333333334,553.0,16.13214,4.725,16.81,28880.0,8063.28,414.7,0.0,3.575045151166667,20.181666666666665,170.13888888888889,oP24_26_3a3b2c_ab
1837,94.0,414.88,391.99999999999994,153.56666666666666,0.0,0.0,475.3333333333333,25.39333333333333,153.0,717.824,24.09393627,7.766666666666666,15.683333333333332,56224.22222222222,11201.76,403.5,0.0,3.6723066696666664,26.013333333333332,304.22222222222223,hP27_143_6d_abc2d
1840,97.0,488.7099999999999,18.0,66.23333333333333,0.0,0.0,351.3333333333333,44.74999999999999,146.49306096648644,457.5,33.75220878928093,5.4833333333333325,20.2,2837.5555555555557,5864.52,276.3,0.0,3.954243514,33.40333333333333,64.22222222222221,tP12_115_egh_j
1844,94.0,861.79,182.25,175.25,0.0,0.5,283.5,24.059000000000005,136.5,717.824,17.54293612,4.35,12.870000000000001,20592.25,6894.32,329.3,0.0,3.4713633035,21.36,240.25,aP8_2_2i_2i
1848,102.0,523.3975,630.75,110.555,12.0,0.0,307.65,29.743,137.267710626336,85.01,20.565138200000007,4.06775,11.059999999999999,265429.5075,4187.18,317.5,4.5e-05,2.8207170770000003,16.7325,1989.1875,aP8_2_3i_i
1849,90.0,313.70750000000004,42.1875,104.925,0.0,0.0,254.25,24.375500000000002,131.25,553.0,5.339642,4.7524999999999995,15.715,13567.6875,2509.6600000000003,414.7,0.0,3.508830319,19.1425,42.1875,hP8_164_d_i
1850,85.0,1704.25,3.0,384.525,1.6875,0.0,346.25,21.195,130.25,2628.0,19.323279040000003,6.0225,10.7125,4389.1875,27268.0,287.2,6.1938848,3.2677390662500003,17.795,136.6875,tP16_2c_90_fg
1851,94.0,957.2,116.16,139.38000000000002,19.44,0.0,712.0,23.828,141.0,717.824,13.214624180000001,8.860000000000001,15.318,490776.0,9572.0,329.5,2.54e-05,3.6505203414,25.44,1014.0,aP10_1_4a_6a
1852,102.0,541.3533333333332,470.2222222222222,78.02666666666666,5.555555555555555,0.0,218.46666666666667,29.642666666666663,134.34907611229866,85.01,9.372410219756663,3.5046666666666666,9.916666666666666,86750.00888888887,1624.06,296.1,0.000310121,2.7110719816666666,15.013333333333334,1922.0,hP3_164_a_d
1854,100.0,635.7633333333333,1152.0,94.55195185758015,0.0,0.0,427.9,26.28733333333333,137.33333333333331,77.4,2.826455107962294,7.433333333333334,13.846666666666664,80882.42,1907.29,302.1,0.0,3.415278429,23.21333333333333,1088.888888888889,hP3_164_a_d
1857,89.0,924.83,90.75,80.57499999999999,0.0,0.0,355.75,25.165,145.75,876.0,5.4239999999999995,5.7825,13.652499999999998,27504.1875,7398.64,423.0,0.0,3.56659272875,22.675,99.1875,hP8_164_d_i
1862,102.0,591.024,696.96,141.232,5.76,0.2,236.16,29.9632,136.41889133475843,85.01,58.08865920000001,3.5856000000000003,11.126,204231.68640000004,11820.48,316.5,0.0,2.8127312206,16.766000000000002,1831.84,mP20_14_4e_e
1863,99.0,714.3272727272727,57.32231404958677,140.2981818181818,9.71900826446281,0.0,331.07272727272726,31.478363636363635,143.71186719502728,238.6,30.4768,4.967272727272728,14.916363636363638,145981.96561983472,7857.6,314.4,0.0,3.4693833076363636,24.912727272727274,515.9008264462809,hP11_156_ab2d_d
1865,95.0,1192.975,229.6875,202.17051879038655,0.0,0.0,152.225,19.99725,118.75,553.0,7.0038800000000005,3.14,14.0875,3627.9018749999996,9543.8,385.1,0.0,3.23111606225,15.66,216.75,hP8_164_d_i
1868,83.0,890.075,60.75,339.5,0.1875,0.25,653.75,26.7075,156.25,2543.0,21.856804,6.335,14.489999999999998,11254.6875,14241.2,275.4,0.0,3.81678364275,24.0625,1.6875,tP16_127_e_gk
