ID,max:mendeleev_number,ave:melting_point,var:covalent_radius_pyykko_double,ave:evaporation_heat,var:num_d_unfilled,ave:num_s_unfilled,ave:c6_gb,ave:heat_capacity_molar,ave:atomic_radius,min:boiling_point,sum:electron_affinity,ave:Polarizability,ave:molar_volume,var:c6_gb,sum:melting_point,min:vdw_radius_uff,sum:gs_mag_moment,ave:gs_est_bcc_latcnt,ave:icsd_volume,var:covalent_radius_cordero,aflow_proto,exfoliation_energy_per_atom (eV/atom)
1,88.0,969.3,174.22222222222223,159.73333333333332,0.0,0.0,3861.333333333333,27.12333333333333,201.0,1908.0,1.33524,28.666666666666668,31.50333333333333,5635843.555555555,2907.9,370.3,0.0,4.679793537666667,51.99,1283.5555555555554,hP3_164_a_d,0.21064539999999976
2,94.0,481.3,576.0,86.45,0.0,0.0,324.5,24.509999999999998,149.0,717.824,14.724624180000001,5.25,16.375,34040.25,5775.6,403.5,0.0,3.7489216465,27.145000000000003,400.0,aP12_2_3i_3i,0.09579424083333343
5,97.0,1118.8,49.99999999999999,201.7258277613046,2.0,0.3333333333333333,529.0,44.30666666666666,145.1597276331531,457.5,7.1680736,6.766666666666666,19.869999999999997,39200.0,3356.4,296.3,0.0,3.943258958666666,33.016666666666666,10.88888888888889,hP3_164_a_d,0.08483058333333338
6,92.0,1296.8,14.222222222222221,228.2,5.555555555555555,0.0,627.0,24.83365714081799,152.0,1263.0,4.491752,7.466666666666667,16.516666666666666,48672.0,3890.4,299.8,0.0,3.7603354029999996,27.366666666666667,18.0,hP3_164_a_d,0.07163021333333308
7,93.0,1141.6666666666665,37.55555555555556,234.8,5.555555555555555,0.0,468.3333333333333,24.588990474151323,138.66666666666666,958.1,4.59134,6.313333333333333,13.823333333333334,110763.55555555553,3425.0,299.8,0.0,3.504804716333333,24.61333333333333,162.0,hP3_164_a_d,0.06714894666666638
10,101.0,383.8666666666667,2222.222222222222,58.386060794903514,0.0,0.0,1087.8,28.51533333333333,169.1342802076055,90.19,2.970227,9.734666666666666,22.886666666666663,2294510.419999999,1151.6,350.0,0.0,3.3435807686666665,30.266666666666666,3697.9999999999995,tP3_123_a_h,0.2176546633333336
11,99.0,791.5600000000001,153.76000000000002,167.928,7.84,0.0,255.08,32.2312,147.68305391453,238.6,14.7729,4.364000000000001,16.082,99830.7216,3957.8,317.0,0.0,3.5891947158,26.770000000000003,739.84,tP5_123_a_fg,0.09681075000000039
12,99.0,238.78,196.0,75.528,0.0,0.0,220.68,32.557199999999995,150.28305391453,238.6,15.562967,3.0000000000000004,17.17,61088.06560000001,1193.9,394.7,0.0,3.7379131044,28.650000000000002,219.04000000000002,tP5_123_a_fg,0.10162199599999955
14,102.0,999.02,854.2222222222222,201.02666666666664,5.555555555555555,0.3333333333333333,350.1333333333333,28.88933333333333,135.682409445632,85.01,7.5503794000000015,4.638,10.593333333333334,231109.34222222219,2997.06,305.2,0.0,2.843181255333333,16.143333333333334,2090.8888888888887,mC6_12_a_i,0.09417448666666672
15,94.0,1151.6666666666665,98.0,208.33333333333331,2.0,0.0,267.3333333333333,23.5,130.0,717.824,5.718008060000001,4.466666666666667,13.193333333333332,32427.555555555555,3455.0,284.0,0.0,3.4987552459999995,21.799999999999997,288.0,hP3_164_a_d,0.17433669333333324
16,98.0,1011.5999999999999,80.22222222222221,211.37333333333333,14.222222222222223,0.0,471.33333333333326,59.03666666666666,160.70353875871996,331.9,13.482352800000003,7.433333333333333,17.666666666666668,161690.88888888888,6069.6,314.1,0.0,3.775082331,50.9,672.2222222222222,mP6_11_2e_e,0.06846018500000017
17,93.0,913.79,49.0,199.85,0.0,0.5,330.0,25.390500000000003,143.0,958.1,8.6586,4.785,13.315000000000001,9409.0,3655.16,329.3,0.0,3.4745605295,23.384999999999998,64.0,oP4_59_a_b,0.10465128249999989
18,99.0,949.1333333333332,241.99999999999997,205.2733333333333,14.222222222222223,0.0,411.4,31.209333333333333,153.902544928775,238.6,14.478900000000001,6.853333333333333,16.073333333333334,197568.97999999998,5694.8,314.1,0.0,3.6197921949999996,26.84,1184.2222222222222,mP6_11_2e_e,0.06412924916666629
19,94.0,542.4285714285714,73.67346938775509,88.67142857142858,0.0,0.0,248.57142857142856,23.12857142857143,131.57142857142858,717.824,11.251180150000001,4.014285714285714,13.95,29469.38775510204,3797.0,403.5,0.0,3.5748426344285713,23.145714285714288,52.244897959183675,aP7_1_2a_5a,0.08408334785714366
