ID,exfoliation_energy (J/m^2),min:bulk_modulus (GPa),min:thermal_conductivity (W / m / K),decomposition_energy (eV/atom),min:evaporation_heat (KJ / mol),ave:num_p_valence,max:num_p_valence,min:boiling_point (K),ave:thermal_conductivity (W / m / K),ave:electron_affinity (eV),max:electron_affinity (eV),var:num_p_valence,ave:hhi_r,var:heat_capacity_molar (J / mol / K),min:melting_point (K),min:heat_of_formation (KJ / mol),max:heat_capacity_molar (J / mol / K),ave:icsd_volume (cm^3 / mol),ave:mendeleev_number,max:mendeleev_number,bandgap (eV),min:vdw_radius_uff (pm),ave:heat_capacity_molar (J / mol / K),max:thermal_conductivity (W / m / K),sum:thermal_conductivity (W / m / K),ave:vdw_radius_uff (pm),var:electron_affinity (eV),ave:bulk_modulus (GPa),perimeter_area_ratio (AA^-1),ave:atomic_volume (cm^3 / mol),ave:evaporation_heat (KJ / mol)
5607,0.5615877319607279,1.9,0.12,0.05043290677083334,29.56,2.25,5.0,331.9,102.235,2.2112337357328262,3.3635882000000006,5.1875,4375.0,465.9747784999999,234.28,61.38,75.69,32.645,84.25,98.0,0.9406000000000001,270.5,38.369,400.0,1635.76,364.85,0.5793690639831854,43.800000000000004,0.6706340155203602,15.475,113.09
3304,0.4207482123452428,56.79963952619768,0.1805,0.016773757103999642,0.904,0.0,0.0,20.28,34.1444,0.766608,0.81626,0.0,3605.241167019713,3.3357369599999984,14.01,217.998,28.836,28.786,93.4,103.0,0.0233000000000001,288.6,27.9228,170.0,341.444,292.8,0.0006163302760000009,107.43971162095815,1.2898160781926489,13.186000000000002,165.5232
5772,0.9791729170663426,65.0,0.02658,0.0821238028125002,15.579091192355275,3.5,4.0,90.19,50.7666125,1.5602899375,1.970876,1.75,1725.0,4.036350937499998,54.8,196.6,29.378,20.81125,95.125,101.0,0.4114,349.5,27.84875,400.0,1624.5316,374.1875,0.06151940020665235,81.31627553157642,0.48772914460951483,14.7625,60.26193199522206
4208,0.6603942215445863,7.7,0.02658,0.05545834499999991,10.5,2.8,4.0,90.19,2.5264480000000002,1.7520815258793911,2.2256767429313045,3.36,1330.0,3.8633282100000006,54.8,61.38,29.378,20.137999999999998,92.19999999999999,101.0,0.9359000000000002,270.5,28.2917,8.3,25.26448,331.5,0.12864912695330782,53.933624510313365,0.6565334739853848,14.39,27.947454715413166
5588,0.8803208873918648,46.798939497262666,0.02658,0.060678540243055856,6.54,3.2222222222222223,5.0,85.01,133.35167555555552,2.463562444444445,3.4011897000000006,5.283950617283951,1388.888888888889,9.856991999999993,53.53,79.335,31.304,14.98777777777778,91.88888888888889,102.0,0.0,336.4,28.802,400.0,2400.33016,342.27777777777777,1.1031916975243252,81.1223042596484,0.8229912214085885,13.422222222222224,106.89767679915059
5685,1.4519284164597444,70.0,0.02658,0.20762585038461445,15.579091192355275,2.4615384615384617,4.0,90.19,39.862510769230774,1.4599951688184973,2.319978597320232,3.7869822485207103,2284.6153846153848,4.933083786982247,54.8,130.4,29.378,17.03153846153846,86.23076923076924,101.0,0.3268000000000001,276.3,27.63646153846154,170.0,1036.42528,330.4,0.19095030613264022,107.60371744647524,0.705801208156972,12.425384615384617,195.24867150298786
461,0.28951318740064774,7.7,0.449,0.0038274583999999834,41.95,3.333333333333333,5.0,457.5,5.632666666666666,2.102024533333333,3.0590368,5.555555555555555,4700.0,185.7306888888889,386.7,106.757,54.43,36.66,70.99999999999999,97.0,0.08919999999999995,329.5,44.79333333333333,16.0,16.898,409.8333333333333,1.831744957100942,24.133333333333333,1.167042746617675,22.133333333333333,138.86666666666667
180,0.3677083798565582,7.7,0.205,0.04714449600000048,10.5,3.6,4.0,717.824,9.723,1.664662418,2.07710403,0.24,1960.0,1.5362160000000014,386.0,264.4,25.23,27.54,91.6,94.0,0.7101000000000002,403.5,23.712,24.0,48.615,418.9,0.25516212496373786,21.42,1.1781295775347713,16.659999999999997,84.38
3567,0.6455865771715684,46.798939497262666,0.02658,0.013790053392857438,6.54,4.285714285714285,5.0,85.01,0.8764485714285715,2.1610674142857142,3.4011897000000006,0.2040816326530612,2042.8571428571427,4.6200445714285685,53.53,79.335,31.304,21.828571428571426,98.71428571428571,102.0,3.2906000000000004,336.4,28.886,3.0,12.27028,373.8285714285714,0.659708365936876,64.55942879229887,0.7152348120434211,16.742857142857144,22.77389622529512
986,0.16670637585446493,1.1,0.0089,0.06488315843750003,20.41,4.25,5.0,238.6,15.006675,3.0177217499999998,3.612725,1.6875,1225.0,21.575349187499988,172.2,121.302,33.949,27.345000000000002,95.25,99.0,2.7874000000000003,394.7,31.267249999999997,60.0,120.0534,403.025,1.0620866025316877,24.959484675901948,0.6355895276694948,17.424999999999997,97.3075
350,0.3022496124401135,1.9,0.12,0.058002686250000046,29.56,3.75,5.0,331.9,4.34,2.5994411500000005,3.3635882000000006,4.6875,5825.0,453.13229999999993,265.9,111.85,75.69,57.097500000000004,79.75,98.0,2.8143000000000002,334.5,63.4,17.0,34.72,397.79999999999995,1.7517621420711083,11.675,0.7298768714604582,22.575,113.92
3563,0.2963852956512342,1.1,0.0089,0.0,20.41,3.333333333333333,5.0,238.6,26.6726,2.4588166666666664,3.612725,5.555555555555555,1133.3333333333333,17.401066888888877,172.2,121.302,33.949,23.293333333333333,86.33333333333333,99.0,0.0,291.2,30.999333333333333,80.0,80.0178,360.2,2.663008883472223,57.4,1.324400789030205,14.833333333333332,126.94
795,0.27665382556383405,1.9,0.12,0.02030009874999994,29.56,4.5,5.0,331.9,12.59,2.7236911500000005,3.3635882000000006,0.75,6175.0,488.64421874999994,265.9,111.85,75.69,54.23500000000001,95.75,98.0,2.9099999999999997,418.9,62.927499999999995,50.0,201.44,419.92499999999995,1.2284047037961079,6.925,0.44510008532076656,20.9,30.269999999999996
