# FEAT_ID     Feature Postfix Expression (RPN)
0             24|0|mult
1             5|28|div
2             29|inv
3             24|14|mult
4             12|sq
5             12|4|mult
6             2|17|div
7             2|28|div
8             0|18|div
9             20|cbrt
10            25|1|div
11            0|6|div
12            20|1|div
13            12|sin
14            14
15            0|11|div
16            7|3|mult
17            26|1|div
18            12|2|mult
19            26|25|mult
20            0|12|div
21            24|10|mult
22            25|6|div
23            20|sqrt
24            27|21|mult
25            14|24|div
26            0|8|div
27            29|6|div
28            14|10|add
29            25|sq
30            15|5|mult
31            0|27|div
32            25|10|add
33            2|cbrt
34            14|28|div
35            10
36            1|18|div
37            1|sq
38            17|10|mult
39            25|14|add
40            27|24|mult
41            25|20|add
42            26|11|div
43            24|8|div
44            29|26|mult
45            8|6|div
46            0|14|div
47            10|24|div
48            20|14|add
49            0|22|div
50            10|2|mult
51            26|6|div
52            26|20|mult
53            0|25|div
54            20|10|add
55            20|6|div
56            20|24|div
57            6|27|div
58            26|2|mult
59            0|20|div
60            22|5|mult
61            6|sq
62            8|inv
63            22|21|mult
64            0|29|div
65            26|sp
66            14|17|div
67            21|19|mult
68            29|25|add
69            29|14|add
70            12|nexp
71            27|cbrt
72            0|13|div
73            25|2|mult
74            28|8|mult
75            20
76            29|2|mult
77            10|28|div
78            22|2|mult
79            10|1|div
80            10|6|div
81            29|10|add
82            0|26|div
83            20|11|div
84            1|11|div
85            20|2|mult
86            26|14|mult
87            25|cb
88            29|cbrt
89            29|8|div
90            7|inv
91            24|20|mult
92            13|2|mult
93            6|23|div
94            24|22|mult
95            10|17|div
96            26|8|div
97            27|sqrt
98            0|10|div
99            29|24|div
100           29|sqrt
101           29|20|add
102           22|cbrt
103           24|7|div
104           2|sqrt
105           14|2|mult
106           24|13|div
107           12|28|div
108           2|20|div
109           6|22|div
110           27|2|mult
111           29|11|div
112           2|24|div
113           19|14|mult
114           20|8|div
115           12|1|mult
116           27|5|mult
117           6|1|mult
118           2
119           18|5|mult
120           14|1|div
121           4|1|mult
122           22|sqrt
123           26|10|mult
124           2|25|div
125           1|13|div
126           24|7|mult
127           25|20|mult
128           24|2|mult
129           24|12|mult
130           2|29|div
131           25|23|div
132           19|6|mult
133           25|8|div
134           11|2|mult
135           24|11|div
136           19|13|mult
137           10|5|mult
138           8|2|mult
139           29
140           17|0|mult
141           28|0|mult
142           24|12|div
143           13|inv
144           19|1|mult
145           12
146           26|8|add
147           29|25|mult
148           12|24|div
149           29|14|mult
150           6|18|div
151           13|5|mult
152           26|13|div
153           12|inv
154           25|14|mult
155           1|8|div
156           29|23|div
157           11|inv
158           26|13|add
159           11|5|mult
160           2|26|div
161           26|23|div
162           29|13|div
163           5|3|mult
164           26|12|mult
165           25|10|mult
166           1|10|div
167           25|sp
168           14|5|mult
169           20|14|mult
170           7
171           14|6|div
172           27
173           14|sq
174           22|28|div
175           29|10|mult
176           20|sq
177           22
178           19|7|mult
179           25|11|div
180           12|sqrt
181           20|13|div
182           14|12|mult
183           12|17|div
184           22|17|div
185           26|11|add
186           12|cbrt
187           14|8|add
188           29|21|mult
189           26|21|mult
190           18|2|mult
191           21|23|div
192           4|0|mult
193           29|20|mult
194           1|25|div
195           20|10|mult
196           29|24|mult
197           12|log
198           6|5|mult
199           8|5|mult
200           19|4|mult
201           19|10|mult
202           10|8|add
203           22|cb
204           29|sq
205           7|24|div
206           14|13|add
207           27|22|add
208           6|11|div
209           0|cbrt
210           8|25|div
211           8|20|div
212           20|23|div
213           17|1|mult
214           8|29|div
215           14|11|add
216           1|20|div
217           16|4|mult
218           13|10|add
219           14|cb
220           26|22|add
221           28|2|mult
222           17|2|mult
223           29|12|mult
224           25|8|add
225           22|sq
226           14|10|mult
227           7|4|mult
228           21|7|mult
229           6|4|mult
230           27|28|div
231           22|24|div
232           11|20|div
233           11|10|add
234           25|21|mult
235           19|11|mult
236           1|cbrt
237           25|13|add
238           20|8|add
239           12|6|mult
240           21|28|div
241           1|29|div
242           7|23|div
243           11|26|div
244           8|cbrt
245           7|sqrt
246           21|5|mult
247           29|cb
248           8|26|div
249           27|17|div
