,Volume,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,ave:c6_gb,ave:covalent_radius_cordero,ave:covalent_radius_pyykko,ave:covalent_radius_pyykko_double,ave:covalent_radius_pyykko_triple,ave:covalent_radius_slater,ave:density,ave:dipole_polarizability,ave:electron_negativity,ave:electron_affinity,ave:en_allen,ave:en_ghosh,ave:en_pauling,ave:first_ion_en,ave:fusion_enthalpy,ave:gs_bandgap,ave:gs_energy,ave:gs_est_bcc_latcnt,ave:gs_est_fcc_latcnt,ave:gs_mag_moment,ave:gs_volume_per,ave:hhi_p,ave:hhi_r,ave:heat_capacity_mass,ave:heat_capacity_molar,ave:icsd_volume,ave:evaporation_heat,ave:heat_of_formation,ave:lattice_constant,ave:mendeleev_number,ave:melting_point,ave:molar_volume,ave:num_unfilled,ave:num_valance,ave:num_d_unfilled,ave:num_d_valence,ave:num_f_valence,ave:num_p_unfilled,ave:num_p_valence,ave:num_s_unfilled,ave:num_s_valence,ave:period,ave:specific_heat,ave:thermal_conductivity,ave:vdw_radius,ave:vdw_radius_alvarez,ave:vdw_radius_mm3,ave:vdw_radius_uff,ave:sound_velocity,ave:Polarizability
8,1.7141255416453804,-0.6936934159383381,-0.8413940012552865,0.5222425361823838,-1.011110479868545,-0.7070681099879073,-0.10734886330244701,-1.0831243414664842,-1.1694203929126317,-0.24750509419503383,-0.061445165729638505,0.018594053188541692,0.4845764769987936,-0.08862233382087588,-0.7159936411154261,-0.7276266232975063,-0.4906825988813331,0.7427564734417946,-0.773656394039967,-0.8360242829692449,-0.46600010080305815,-0.4997506765567367,-0.3423186230630678,0.7941576805590271,0.38241330251877625,0.08855411588039397,0.08855411593050025,-0.21221702161401385,-0.44588419940263035,-0.6797831496297002,-0.694933308431422,2.670845873791821,-0.3334401533344309,-0.5536717910996587,0.24528813577386133,-0.1607053685177911,-0.1282304303648249,0.15726365495127673,-0.6600814953268234,-0.9815320103994833,-0.17042733770022014,-0.38209858038317,-0.6231424048360417,-0.26208330898820575,-0.6734705430276845,0.4682731103576596,1.1086189924852108,0.20476396307139752,-0.07602762839172081,-0.5893993786369461,2.553705133943747,-0.1417013081822587,-0.6101309316974224,-0.45666910958403417,0.027307847997149488,0.05498356927094877,-0.2543064443634153,-0.8923752552552771
64,0.04747761929177768,0.19516165740883604,-0.07137326321785151,-1.1595360970717712,0.2859852800261432,0.2796273292738564,-1.6092603624419433,-0.4240592188289618,-0.10402927202752654,-0.7684254059159134,-0.46228275416041337,-0.18945832573189006,-0.8073545124677242,-0.6236229372698818,0.3497239780514845,-0.12708763430111275,1.1941800699838783,0.8429859798352642,1.029226595017783,1.0236122920770476,1.1343415332039826,1.576891799428071,-1.411605424562547,0.333180479188363,1.0013500564542044,-0.254046842146127,-0.2540468419992849,-0.21221702161401385,-0.05490727024852577,0.6549100729553197,-0.0461729713075851,0.07937865362874283,-0.34913597798723445,-0.05642563178407567,-1.2932536924323208,-1.1492442691773992,-0.9469110311902158,0.07379294578482916,-1.5690636907166517,-0.17051420290220085,-1.126483134555112,0.4072667503485303,-0.6231424048360417,-0.26208330898820575,1.3646639950824133,-1.0486679513643344,0.05497284260257482,0.20476396307139752,-0.07602762839172081,-0.24879169751509236,0.3586446095611023,-0.7708061823524095,-0.09901836906083797,-0.4057682638344195,-0.49609257194823314,-1.067563227214467,0.30206113081574315,-0.06112112667926702
24,0.7987057928485708,-0.4714796476015442,0.4141743609265821,-0.725952543185936,0.34284427224070496,-0.455014380442041,-1.702234225644693,0.06281931076329811,-0.04515051952610784,-0.4141995939457147,-0.49664026174019454,-0.4090691701479032,-0.6835062747972721,-0.42907726328842516,-1.1901092542698102,-0.08849090189284736,0.5029543596802027,-0.5979699807735991,0.4692433268087389,0.47093637535003485,0.5199246558619947,0.023889514404468015,-1.0163380275944638,-1.0911773743775879,-0.32260859173596057,-0.025989436133631267,-0.02598943608973961,-0.21221702161401385,0.23267281999013867,-0.1459058605956923,-0.22187889594529092,0.4856148184803743,0.0880836982240857,0.2961045226944407,-1.2469749289231302,0.0862240236104253,1.7191639351434336,0.630264340227805,-1.4055176611587088,0.9409899474729991,-0.17042733770022014,-0.38209858038317035,-0.6231424048360417,-0.26208330898820575,-0.6734705430276845,0.4682731103576596,1.1086189924852108,0.20476396307139752,-0.07602762839172081,-0.5893993786369454,0.8096109402784566,-0.8285012834397887,-0.21788175572050883,-0.7747993955191211,-0.30576514651354775,0.32723124128940695,-1.2156454022680905,-0.008365888795144813
22,-0.08469577307150586,0.4618181794129885,-1.3544901414969315,-1.0150082457764928,-1.1497042733915395,0.5526928587925424,-0.9107132954134094,-0.027641794593102627,-1.7861596103954656,-1.4247849986842214,-1.1837904133358077,-0.8598493244755085,-0.7504114902174934,-1.0127142852327953,1.332765987429333,-1.9541450087157033,1.5469931929513794,0.9053517505983721,1.6063456828708889,1.4249419940154031,1.6844589698939025,1.6432846976007387,-0.9789498615006542,0.333180479188363,0.7638316317458128,-1.1648662141951924,-1.1648662140504964,-0.21221702161401385,-1.3074286195719704,-0.0791711994664413,-0.22187889594529092,-0.08380048000547986,-0.4909272349248939,-1.151055525676224,-0.9113663353414919,-0.8115409810913243,-1.6320798253301951,2.0214428263352446,-0.9156123524931411,-1.6334470982648452,-0.17042733770022014,1.19663208108023,-0.6231424048360417,0.5481204687979142,1.3646639950824133,0.8475083757881585,0.5817959175438935,-1.4772257335865095,1.3811685824495592,-0.24879169751509236,0.18075403902072795,-0.20739754646075417,-1.430288299649152,-1.2965330644526631,-1.3168795941353084,-0.8295047977285572,0.4152298782984025,-1.9087928384893602
73,-0.6777139174184611,-0.09371624142899534,0.37771764417982834,-0.8179248121920213,0.8190383320376592,-0.060981346612700806,-0.5923153440789564,-0.05664625220374211,0.8912521314662087,-0.4141995939457147,-0.1072551758360118,-0.17789986023631113,-0.28303366973207306,-0.3318044262976968,-0.7190758458663338,0.7232761556128071,1.0141733745922965,0.28243131885546835,0.9530820272701208,1.381654391057347,1.027175798783869,0.9047209528999028,-1.3455308746216135,0.333180479188363,0.7084215735456881,-0.07489532959927678,-0.07489532971458812,-0.21221702161401385,0.378444479192188,0.16552255800747903,-0.19484721523179774,0.04742749459546876,-0.35110324441945945,-0.43698119603285085,-0.596484443428297,-0.7547822555034325,-0.2873560237470608,0.18508722467342395,-1.375986626825805,0.4514999098119181,0.06858661151350251,-0.4478790246108121,-0.6231424048360417,-0.26208330898820575,-0.6734705430276845,0.8475083757881585,0.5817959175438935,0.20476396307139752,-0.07602762839172081,-0.24879169751509236,0.32899618113770634,-0.3910379101803289,0.019845017598834593,-0.08763797789933246,-0.1392286492582,0.30063960820853497,0.48627027434260833,0.7988140185492375
54,-0.0761743313088324,-1.5381057356181533,0.3616786832013407,-0.6996747520413377,0.4459011956295984,-1.5584798111813725,-0.8893522699791188,-0.4750764177740983,0.4038785431448554,-0.48712843758663815,-0.1874226935221671,-0.23569218771420913,-0.6339842014236098,-0.4777136817837893,-1.947787704507734,0.6498624084709103,0.474153288417548,0.21146345062021052,0.686822728817715,0.5429495839523774,0.49134712668329594,1.010096933011193,-0.9403817927293283,0.333180479188363,0.7687792652143928,-0.19645241766157998,-0.19645241738901498,-0.21221702161401385,-0.1464475421158413,-0.6575382625866166,-0.10023633273457151,1.1075213068066097,-0.42346903436183303,-0.008733267789074085,-1.198526358328254,-0.8720836217184087,-0.23292672701631378,-1.5121505283776528,-0.624489323497021,-0.08597934722770065,-1.126483134555112,-1.1714639111148704,-0.6231424048360417,-1.0722870867743257,-0.6734705430276845,-1.0486679513643344,0.05497284260257482,0.20476396307139752,-0.07602762839172081,-1.2706147408806514,1.529113001232548,0.9458639376981752,-0.3367451423801797,-0.8002498183939285,-0.35334700287221954,-0.8193746517929886,1.1361766259195223,0.7215387405217913
32,2.32761265977583,2.8617268774503586,1.1178825222612045,2.164604482719647,1.7572117035779273,2.849751741631558,0.18348743160359512,-1.011424494300346,1.397651309563822,2.1174731210177598,2.240507842115668,2.1800271008619276,2.163461371321636,2.1972893354612406,1.3597806055402317,1.2059170279120153,-1.7075278597284305,0.22048282445250955,-1.641507115431779,-1.5058993587612226,-1.6734007086030134,-1.7321445161579199,0.5993912014299214,-0.4671394038796341,0.6175130609799173,2.2478233158600975,2.2478233167374353,-0.21221702161401385,2.340329326741943,2.278786827100427,1.0891576186591294,-2.04765564772924,1.1217658646444433,0.8607100002297681,0.17924614787329127,-0.4421284849768137,2.1129759056070667,-0.12097204227021119,-0.25034231956496994,2.079072742427083,-0.17042733770022014,1.59131474644608,-0.6231424048360417,2.168528024370154,-0.6734705430276845,0.4682731103576596,1.1086189924852108,0.20476396307139752,-0.07602762839172081,2.816677432581582,-0.6997820060706027,-0.49193800618386685,2.1237269614750076,2.1138236007714695,2.1209095277786765,2.4134081698959737,1.2045012837165874,1.3169051293755591
102,-0.17251345081591157,-0.9381285611088106,-0.4883862486585516,-1.2909250527947524,-0.2506214589987821,-0.9561811712565448,-0.45738486675235474,0.09714351634027232,-0.387736855255004,-0.8100990308535844,-0.6798803021656902,-0.3281599116788457,-0.5855387550661109,-0.672259355765246,-0.3250975562355585,-0.19693972440345275,1.1437781952742343,0.5805827037212341,1.0927900408805709,0.7973793481481661,1.1557746800880047,1.2093998623720792,-0.7368485808577031,0.333180479188363,0.6650779748209258,-0.6250610857937667,-0.6250610860498567,-0.21221702161401385,-0.5325308495021218,-1.2581502127498756,-0.11375217309131812,0.6373828238884288,-0.4357168544076192,-0.453534215838676,-0.7583924203967368,-0.6336969742492637,-0.7099835042446163,0.018145806340532766,-0.49562472490147114,-0.6740318585354705,-0.8874691853413892,-0.5794399130660953,-0.6231424048360417,-0.26208330898820575,-0.6734705430276845,-1.0486679513643344,0.05497284260257482,1.8867536597293044,-1.5332238392330009,-0.9300070597587985,0.9928631654006965,2.635355283918263,-0.5744719156995214,-0.9147767213305588,-0.8053746382795945,-0.9782913161572515,0.810917280423044,-0.1809968784910747
114,-0.49994685694531743,-0.5159224012689031,0.13698261843251336,0.5879370140438743,0.18754814975468292,-0.6021046211324694,0.037935777741609694,-0.4385151385786091,0.19002923779628567,0.7109882793713849,0.6142524833393826,0.7005435174277391,0.5034071609614575,0.7381967806003151,-0.5586198926572977,0.6592390157791327,-0.821894918401845,0.5756867050234618,-0.957439449024873,-1.2132434516416688,-0.7946416863580757,-0.7438613812514121,0.6193020591130153,0.7941576805590271,-0.2062539003324583,0.5929125082188862,0.5929125078942612,-0.21221702161401385,0.4911271422504738,0.1210327839213117,-0.11375217309131812,-0.7490692555911581,-0.2792874429420084,0.37100284003367,0.13054675095987356,-0.1209074856349872,-0.397175190681452,-0.6496198669910398,0.7881116349986811,0.2617579193460089,0.3076005607272257,-0.9083421342043037,0.8823486992846473,-0.6671851978812657,-0.6734705430276845,-1.0486679513643344,0.05497284260257482,1.8867536597293044,-1.5332238392330009,0.09181598360675917,-1.1368796737163287,-0.14170130818225857,0.6973663215589572,0.9685545714051561,0.45554455522518855,0.24112500083705798,-0.5930062586820621,0.5060100644337028
9,-0.9127522179089292,-0.004830734094277846,-1.8196200098730968,-1.225230574933262,-1.3771402422497863,0.0775295355410463,0.33831333067496794,0.9237600235729596,-1.7626919225657187,-1.4872954360907271,-1.470102976500647,-1.3337464097942717,-0.9275036591296314,-1.207259959214252,1.378092527883862,-1.8955593847589016,1.683798281448983,0.3597631561111598,1.7597038025786538,1.3675811802270512,1.8202022334927135,1.4916950314726058,-0.2422481272261856,0.333180479188363,-0.03172658602583471,-1.4370200938696236,-1.4370200937585673,3.952997858596036,-1.4739990763500994,0.23225721913673003,-0.032657130950838505,0.1330109562917396,-0.5165228519463124,-1.322649701287106,0.5338495802545349,-0.11062636589026283,-1.7825608221740212,1.7153835593916076,0.31325972135995356,-1.8671176818541848,0.5466145099409488,0.9992907483973051,0.28015225763637186,0.30505933546207836,1.3646639950824133,0.8475083757881585,0.5817959175438935,-1.4772257335865095,1.3811685824495592,-0.5893993786369454,0.46950395062249467,-0.18536070281440514,-1.6442423956365593,-1.4110599673892952,-1.6380571245563385,-0.8143095788252025,1.0630604755269248,-1.901857877640743
